case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-11185,CIT-04488,AGY-001,zoning_variance,pending_decision,2026-04-05
CASE-11186,CIT-09053,AGY-018,zoning_variance,open,2026-01-01
CASE-11187,CIT-00976,AGY-011,zoning_variance,pending_decision,2026-08-19
CASE-11188,CIT-04991,AGY-042,benefit_application,under_review,2026-03-04
CASE-11189,CIT-00222,AGY-038,license_renewal,under_review,2026-05-15
CASE-11190,CIT-07833,AGY-047,benefit_application,pending_decision,2026-04-03
CASE-11191,CIT-02982,AGY-014,benefit_application,under_review,2026-07-19
CASE-11192,CIT-05982,AGY-035,zoning_variance,under_review,2026-03-18
CASE-11193,CIT-03169,AGY-013,license_renewal,under_review,2026-02-26
CASE-11194,CIT-02803,AGY-030,license_renewal,under_review,2026-08-23
CASE-11195,CIT-05245,AGY-026,permit_review,open,2026-08-17
CASE-11196,CIT-01904,AGY-045,benefit_application,open,2026-06-14
CASE-11197,CIT-00624,AGY-002,benefit_application,under_review,2026-04-17
CASE-11198,CIT-09482,AGY-020,benefit_application,open,2026-07-27
CASE-11199,CIT-09529,AGY-028,license_renewal,closed,2026-06-26
CASE-11200,CIT-07023,AGY-043,zoning_variance,closed,2026-07-02
CASE-11201,CIT-05747,AGY-032,permit_review,under_review,2026-04-09
CASE-11202,CIT-03147,AGY-040,benefit_application,pending_decision,2026-03-13
CASE-11203,CIT-06265,AGY-034,zoning_variance,open,2026-03-28
CASE-11204,CIT-04063,AGY-004,permit_review,pending_decision,2026-04-04
CASE-11205,CIT-06195,AGY-050,permit_review,open,2026-06-06
CASE-11206,CIT-07959,AGY-031,permit_review,open,2026-01-19
CASE-11207,CIT-04397,AGY-021,permit_review,open,2026-04-28
CASE-11208,CIT-00522,AGY-036,license_renewal,pending_decision,2026-07-22
CASE-11209,CIT-00382,AGY-042,zoning_variance,closed,2026-02-11
CASE-11210,CIT-06411,AGY-024,permit_review,pending_decision,2026-03-03
CASE-11211,CIT-07548,AGY-012,license_renewal,closed,2026-08-24
CASE-11212,CIT-02424,AGY-002,permit_review,pending_decision,2026-08-13
CASE-11213,CIT-06181,AGY-042,permit_review,pending_decision,2026-06-09
CASE-11214,CIT-03866,AGY-010,license_renewal,under_review,2026-07-24
CASE-11215,CIT-09948,AGY-034,benefit_application,closed,2026-05-18
CASE-11216,CIT-09007,AGY-034,benefit_application,open,2026-02-08
CASE-11217,CIT-05561,AGY-031,license_renewal,open,2026-03-23
CASE-11218,CIT-09180,AGY-005,benefit_application,open,2026-03-21
CASE-11219,CIT-07289,AGY-009,benefit_application,closed,2026-04-25
CASE-11220,CIT-02116,AGY-044,license_renewal,pending_decision,2026-04-21
CASE-11221,CIT-00467,AGY-038,permit_review,pending_decision,2026-07-17
CASE-11222,CIT-00518,AGY-017,license_renewal,closed,2026-06-17
CASE-11223,CIT-00629,AGY-032,zoning_variance,open,2026-02-12
CASE-11224,CIT-04435,AGY-041,zoning_variance,open,2026-05-16
CASE-11225,CIT-08050,AGY-001,benefit_application,closed,2026-07-19
CASE-11226,CIT-08892,AGY-040,benefit_application,closed,2026-01-05
CASE-11227,CIT-07579,AGY-022,benefit_application,under_review,2026-05-10
CASE-11228,CIT-05661,AGY-032,license_renewal,closed,2026-02-08
CASE-11229,CIT-03129,AGY-026,zoning_variance,closed,2026-01-11
CASE-11230,CIT-06139,AGY-002,zoning_variance,pending_decision,2026-02-11
CASE-11231,CIT-01360,AGY-001,license_renewal,pending_decision,2026-07-05
CASE-11232,CIT-00397,AGY-025,license_renewal,closed,2026-02-04
CASE-11233,CIT-06726,AGY-039,zoning_variance,pending_decision,2026-01-21
CASE-11234,CIT-00255,AGY-041,permit_review,open,2026-08-15
CASE-11235,CIT-06187,AGY-047,benefit_application,pending_decision,2026-05-12
CASE-11236,CIT-05836,AGY-017,zoning_variance,pending_decision,2026-03-01
CASE-11237,CIT-05181,AGY-029,permit_review,under_review,2026-06-26
CASE-11238,CIT-09350,AGY-014,zoning_variance,closed,2026-01-20
CASE-11239,CIT-04109,AGY-020,benefit_application,open,2026-07-18
CASE-11240,CIT-07346,AGY-017,permit_review,closed,2026-01-06
CASE-11241,CIT-07115,AGY-010,benefit_application,under_review,2026-06-25
CASE-11242,CIT-01628,AGY-037,zoning_variance,under_review,2026-05-27
CASE-11243,CIT-00924,AGY-026,permit_review,pending_decision,2026-08-10
CASE-11244,CIT-03035,AGY-002,license_renewal,closed,2026-05-25
CASE-11245,CIT-08916,AGY-001,permit_review,open,2026-01-13
CASE-11246,CIT-04315,AGY-020,license_renewal,closed,2026-02-03
CASE-11247,CIT-03910,AGY-019,zoning_variance,open,2026-05-13
CASE-11248,CIT-08495,AGY-009,benefit_application,under_review,2026-01-16
CASE-11249,CIT-00373,AGY-008,license_renewal,pending_decision,2026-06-27
CASE-11250,CIT-08859,AGY-038,benefit_application,open,2026-02-15
CASE-11251,CIT-09502,AGY-014,zoning_variance,under_review,2026-07-17
CASE-11252,CIT-05163,AGY-020,license_renewal,pending_decision,2026-02-10
CASE-11253,CIT-05584,AGY-007,license_renewal,under_review,2026-05-08
CASE-11254,CIT-04457,AGY-017,benefit_application,under_review,2026-06-25
CASE-11255,CIT-00124,AGY-038,zoning_variance,open,2026-05-14
CASE-11256,CIT-05981,AGY-015,zoning_variance,under_review,2026-02-09
CASE-11257,CIT-06351,AGY-015,benefit_application,open,2026-03-17
CASE-11258,CIT-08344,AGY-044,license_renewal,pending_decision,2026-05-13
CASE-11259,CIT-03734,AGY-040,permit_review,under_review,2026-02-19
CASE-11260,CIT-03482,AGY-026,license_renewal,open,2026-03-17
CASE-11261,CIT-01185,AGY-014,permit_review,closed,2026-06-02
CASE-11262,CIT-03288,AGY-033,zoning_variance,closed,2026-05-15
CASE-11263,CIT-05340,AGY-025,zoning_variance,open,2026-06-20
CASE-11264,CIT-06070,AGY-005,license_renewal,closed,2026-07-21
CASE-11265,CIT-03883,AGY-045,benefit_application,pending_decision,2026-02-09
CASE-11266,CIT-04653,AGY-027,zoning_variance,closed,2026-08-13
CASE-11267,CIT-05221,AGY-005,benefit_application,open,2026-05-13
CASE-11268,CIT-00967,AGY-011,benefit_application,open,2026-01-02
CASE-11269,CIT-05102,AGY-010,permit_review,pending_decision,2026-06-07
CASE-11270,CIT-04099,AGY-008,zoning_variance,pending_decision,2026-02-08
CASE-11271,CIT-02833,AGY-031,permit_review,pending_decision,2026-02-27
CASE-11272,CIT-01458,AGY-047,permit_review,pending_decision,2026-01-05
CASE-11273,CIT-06062,AGY-013,benefit_application,closed,2026-03-09
CASE-11274,CIT-02929,AGY-004,license_renewal,closed,2026-05-22
CASE-11275,CIT-02132,AGY-016,zoning_variance,under_review,2026-02-13
CASE-11276,CIT-07004,AGY-042,license_renewal,under_review,2026-02-25
CASE-11277,CIT-04192,AGY-028,zoning_variance,closed,2026-02-17
CASE-11278,CIT-04173,AGY-027,zoning_variance,open,2026-03-04
CASE-11279,CIT-02579,AGY-020,benefit_application,open,2026-03-23
CASE-11280,CIT-07997,AGY-019,zoning_variance,open,2026-07-01
CASE-11281,CIT-00817,AGY-009,zoning_variance,pending_decision,2026-02-13
CASE-11282,CIT-06805,AGY-038,permit_review,pending_decision,2026-06-11
CASE-11283,CIT-08075,AGY-026,benefit_application,open,2026-07-09
CASE-11284,CIT-08341,AGY-049,license_renewal,under_review,2026-03-04
CASE-11285,CIT-01552,AGY-012,zoning_variance,closed,2026-05-27
CASE-11286,CIT-07429,AGY-010,zoning_variance,under_review,2026-02-06
CASE-11287,CIT-03761,AGY-009,benefit_application,open,2026-03-05
CASE-11288,CIT-08844,AGY-026,permit_review,closed,2026-04-12
CASE-11289,CIT-04547,AGY-033,permit_review,under_review,2026-04-27
CASE-11290,CIT-03513,AGY-036,license_renewal,under_review,2026-01-27
CASE-11291,CIT-01814,AGY-047,zoning_variance,under_review,2026-05-10
CASE-11292,CIT-04743,AGY-047,license_renewal,under_review,2026-07-15
CASE-11293,CIT-08185,AGY-003,zoning_variance,open,2026-05-07
CASE-11294,CIT-09143,AGY-025,permit_review,open,2026-06-14
CASE-11295,CIT-09718,AGY-043,benefit_application,open,2026-01-04
CASE-11296,CIT-04647,AGY-015,license_renewal,pending_decision,2026-04-22
CASE-11297,CIT-03606,AGY-050,zoning_variance,pending_decision,2026-06-27
CASE-11298,CIT-06134,AGY-035,license_renewal,open,2026-06-11
CASE-11299,CIT-04224,AGY-044,benefit_application,under_review,2026-04-28
CASE-11300,CIT-03850,AGY-007,permit_review,under_review,2026-07-02
CASE-11301,CIT-02852,AGY-041,zoning_variance,pending_decision,2026-02-12
CASE-11302,CIT-07140,AGY-013,license_renewal,closed,2026-03-21
CASE-11303,CIT-08467,AGY-012,benefit_application,under_review,2026-02-06
CASE-11304,CIT-05102,AGY-037,permit_review,open,2026-06-15
CASE-11305,CIT-04162,AGY-020,license_renewal,under_review,2026-01-09
CASE-11306,CIT-05777,AGY-034,permit_review,open,2026-03-03
CASE-11307,CIT-08836,AGY-012,benefit_application,closed,2026-08-25
CASE-11308,CIT-06485,AGY-015,zoning_variance,closed,2026-01-10
CASE-11309,CIT-04483,AGY-033,zoning_variance,open,2026-03-10
CASE-11310,CIT-03232,AGY-025,benefit_application,under_review,2026-01-26
CASE-11311,CIT-07825,AGY-046,zoning_variance,under_review,2026-08-09
CASE-11312,CIT-07405,AGY-046,permit_review,under_review,2026-01-17
CASE-11313,CIT-08307,AGY-012,benefit_application,open,2026-03-09
CASE-11314,CIT-03240,AGY-017,license_renewal,pending_decision,2026-07-15
CASE-11315,CIT-00883,AGY-020,license_renewal,pending_decision,2026-06-06
CASE-11316,CIT-07998,AGY-049,zoning_variance,closed,2026-02-22
CASE-11317,CIT-06673,AGY-034,benefit_application,open,2026-04-09
CASE-11318,CIT-09047,AGY-046,permit_review,under_review,2026-05-23
CASE-11319,CIT-06916,AGY-048,permit_review,pending_decision,2026-04-05
CASE-11320,CIT-03863,AGY-024,permit_review,pending_decision,2026-07-02
CASE-11321,CIT-07614,AGY-002,zoning_variance,open,2026-03-17
CASE-11322,CIT-00290,AGY-019,zoning_variance,open,2026-06-03
CASE-11323,CIT-01662,AGY-041,license_renewal,open,2026-03-14
CASE-11324,CIT-02113,AGY-025,zoning_variance,pending_decision,2026-08-16
CASE-11325,CIT-07227,AGY-001,permit_review,under_review,2026-03-10
CASE-11326,CIT-06121,AGY-005,license_renewal,pending_decision,2026-02-18
CASE-11327,CIT-08783,AGY-029,benefit_application,pending_decision,2026-07-16
CASE-11328,CIT-02949,AGY-019,benefit_application,open,2026-02-05
CASE-11329,CIT-06394,AGY-007,zoning_variance,closed,2026-01-08
CASE-11330,CIT-00765,AGY-046,zoning_variance,pending_decision,2026-02-27
CASE-11331,CIT-09082,AGY-023,permit_review,under_review,2026-04-12
CASE-11332,CIT-00767,AGY-047,license_renewal,open,2026-01-01
CASE-11333,CIT-09719,AGY-036,zoning_variance,under_review,2026-04-13
CASE-11334,CIT-04662,AGY-031,benefit_application,pending_decision,2026-04-19
CASE-11335,CIT-09620,AGY-017,benefit_application,open,2026-04-26
CASE-11336,CIT-00802,AGY-023,zoning_variance,under_review,2026-05-08
CASE-11337,CIT-01751,AGY-030,permit_review,open,2026-08-18
CASE-11338,CIT-04295,AGY-030,permit_review,closed,2026-06-08
CASE-11339,CIT-09101,AGY-031,zoning_variance,closed,2026-03-28
CASE-11340,CIT-09729,AGY-015,license_renewal,pending_decision,2026-01-09
CASE-11341,CIT-07152,AGY-004,benefit_application,open,2026-03-11
CASE-11342,CIT-03720,AGY-005,license_renewal,pending_decision,2026-03-16
CASE-11343,CIT-09369,AGY-041,permit_review,pending_decision,2026-04-12
CASE-11344,CIT-05370,AGY-044,permit_review,pending_decision,2026-04-23
CASE-11345,CIT-01102,AGY-026,zoning_variance,pending_decision,2026-08-01
CASE-11346,CIT-03526,AGY-029,zoning_variance,pending_decision,2026-08-03
CASE-11347,CIT-02807,AGY-027,zoning_variance,closed,2026-04-20
CASE-11348,CIT-06633,AGY-025,license_renewal,under_review,2026-03-21
CASE-11349,CIT-08841,AGY-016,zoning_variance,closed,2026-07-23
CASE-11350,CIT-04178,AGY-023,permit_review,open,2026-07-18
CASE-11351,CIT-04524,AGY-041,permit_review,open,2026-02-24
CASE-11352,CIT-06323,AGY-011,license_renewal,under_review,2026-05-28
CASE-11353,CIT-03149,AGY-044,benefit_application,pending_decision,2026-01-15
CASE-11354,CIT-01975,AGY-026,zoning_variance,open,2026-05-22
CASE-11355,CIT-03926,AGY-039,zoning_variance,pending_decision,2026-01-27
CASE-11356,CIT-07048,AGY-041,benefit_application,pending_decision,2026-06-16
CASE-11357,CIT-09722,AGY-048,permit_review,pending_decision,2026-04-16
CASE-11358,CIT-04322,AGY-031,zoning_variance,under_review,2026-04-11
CASE-11359,CIT-08417,AGY-004,zoning_variance,open,2026-06-05
CASE-11360,CIT-03655,AGY-018,license_renewal,pending_decision,2026-05-23
CASE-11361,CIT-01721,AGY-002,zoning_variance,closed,2026-04-21
CASE-11362,CIT-01969,AGY-016,permit_review,under_review,2026-07-23
CASE-11363,CIT-05364,AGY-031,zoning_variance,open,2026-08-19
CASE-11364,CIT-09815,AGY-032,license_renewal,open,2026-08-04
CASE-11365,CIT-00419,AGY-015,benefit_application,open,2026-02-22
CASE-11366,CIT-05677,AGY-049,zoning_variance,closed,2026-05-07
CASE-11367,CIT-03230,AGY-015,benefit_application,open,2026-04-25
CASE-11368,CIT-01710,AGY-049,zoning_variance,under_review,2026-01-22
CASE-11369,CIT-08457,AGY-027,permit_review,under_review,2026-04-20
CASE-11370,CIT-07234,AGY-007,license_renewal,closed,2026-05-18
CASE-11371,CIT-00583,AGY-041,license_renewal,under_review,2026-03-11
CASE-11372,CIT-05122,AGY-030,benefit_application,pending_decision,2026-05-05
CASE-11373,CIT-09807,AGY-031,benefit_application,under_review,2026-08-01
CASE-11374,CIT-09510,AGY-033,license_renewal,under_review,2026-06-20
CASE-11375,CIT-07593,AGY-015,permit_review,under_review,2026-03-06
CASE-11376,CIT-02244,AGY-009,permit_review,under_review,2026-06-16
CASE-11377,CIT-04725,AGY-023,benefit_application,closed,2026-06-26
CASE-11378,CIT-04520,AGY-042,license_renewal,under_review,2026-06-15
CASE-11379,CIT-04995,AGY-033,license_renewal,pending_decision,2026-04-05
CASE-11380,CIT-02523,AGY-037,zoning_variance,pending_decision,2026-04-10
CASE-11381,CIT-07153,AGY-017,permit_review,open,2026-05-05
CASE-11382,CIT-04284,AGY-023,permit_review,open,2026-02-18
CASE-11383,CIT-09726,AGY-036,zoning_variance,under_review,2026-06-14
CASE-11384,CIT-04652,AGY-014,benefit_application,pending_decision,2026-07-20
CASE-11385,CIT-02298,AGY-013,benefit_application,under_review,2026-01-14
CASE-11386,CIT-08170,AGY-040,zoning_variance,pending_decision,2026-05-05
CASE-11387,CIT-04480,AGY-035,license_renewal,closed,2026-03-24
CASE-11388,CIT-04921,AGY-016,zoning_variance,under_review,2026-05-02
CASE-11389,CIT-06802,AGY-038,license_renewal,under_review,2026-06-05
CASE-11390,CIT-00301,AGY-007,benefit_application,pending_decision,2026-03-24
CASE-11391,CIT-03054,AGY-035,permit_review,open,2026-08-14
CASE-11392,CIT-03826,AGY-038,benefit_application,under_review,2026-07-12
CASE-11393,CIT-05525,AGY-021,benefit_application,closed,2026-05-06
CASE-11394,CIT-03690,AGY-043,license_renewal,pending_decision,2026-02-05
CASE-11395,CIT-01736,AGY-043,license_renewal,open,2026-07-03
CASE-11396,CIT-05658,AGY-011,license_renewal,pending_decision,2026-06-15
CASE-11397,CIT-09200,AGY-007,benefit_application,under_review,2026-04-08
CASE-11398,CIT-09712,AGY-034,benefit_application,closed,2026-05-13
CASE-11399,CIT-02481,AGY-020,benefit_application,closed,2026-02-16
CASE-11400,CIT-06566,AGY-027,benefit_application,under_review,2026-01-25
CASE-11401,CIT-05405,AGY-007,zoning_variance,under_review,2026-08-08
CASE-11402,CIT-00158,AGY-019,benefit_application,pending_decision,2026-08-17
CASE-11403,CIT-01732,AGY-011,zoning_variance,pending_decision,2026-06-20
CASE-11404,CIT-08074,AGY-020,zoning_variance,closed,2026-07-23
CASE-11405,CIT-05640,AGY-008,license_renewal,open,2026-03-18
CASE-11406,CIT-02487,AGY-003,zoning_variance,pending_decision,2026-03-11
CASE-11407,CIT-00983,AGY-039,zoning_variance,pending_decision,2026-02-13
CASE-11408,CIT-08042,AGY-021,zoning_variance,under_review,2026-05-14
CASE-11409,CIT-06312,AGY-003,zoning_variance,open,2026-07-19
CASE-11410,CIT-00216,AGY-002,permit_review,closed,2026-05-17
CASE-11411,CIT-04901,AGY-046,zoning_variance,pending_decision,2026-01-09
CASE-11412,CIT-04684,AGY-041,benefit_application,closed,2026-04-18
CASE-11413,CIT-02535,AGY-016,benefit_application,closed,2026-07-17
CASE-11414,CIT-02070,AGY-038,license_renewal,under_review,2026-06-22
CASE-11415,CIT-04107,AGY-001,permit_review,under_review,2026-06-24
CASE-11416,CIT-02234,AGY-035,zoning_variance,open,2026-08-20
CASE-11417,CIT-07213,AGY-039,zoning_variance,under_review,2026-08-03
CASE-11418,CIT-04456,AGY-044,benefit_application,under_review,2026-06-25
CASE-11419,CIT-09760,AGY-035,zoning_variance,pending_decision,2026-05-01
CASE-11420,CIT-07710,AGY-038,zoning_variance,open,2026-04-04
CASE-11421,CIT-07342,AGY-009,benefit_application,closed,2026-05-11
CASE-11422,CIT-06548,AGY-013,benefit_application,under_review,2026-04-18
CASE-11423,CIT-04478,AGY-004,license_renewal,open,2026-06-19
CASE-11424,CIT-04725,AGY-037,permit_review,closed,2026-06-28
CASE-11425,CIT-03309,AGY-004,benefit_application,under_review,2026-01-20
CASE-11426,CIT-04724,AGY-050,benefit_application,under_review,2026-06-03
CASE-11427,CIT-03686,AGY-028,permit_review,closed,2026-08-23
CASE-11428,CIT-06203,AGY-029,license_renewal,open,2026-02-09
CASE-11429,CIT-05371,AGY-037,license_renewal,closed,2026-02-26
CASE-11430,CIT-08264,AGY-001,benefit_application,pending_decision,2026-04-22
CASE-11431,CIT-02837,AGY-017,benefit_application,under_review,2026-02-26
CASE-11432,CIT-03516,AGY-004,zoning_variance,open,2026-01-11
CASE-11433,CIT-03257,AGY-025,permit_review,closed,2026-01-07
CASE-11434,CIT-01984,AGY-045,zoning_variance,open,2026-03-02
CASE-11435,CIT-04006,AGY-035,benefit_application,open,2026-08-24
CASE-11436,CIT-05016,AGY-023,benefit_application,pending_decision,2026-06-22
CASE-11437,CIT-02981,AGY-050,benefit_application,closed,2026-08-14
CASE-11438,CIT-08384,AGY-003,permit_review,under_review,2026-04-21
CASE-11439,CIT-03739,AGY-042,permit_review,pending_decision,2026-01-25
CASE-11440,CIT-06264,AGY-010,permit_review,closed,2026-07-22
CASE-11441,CIT-01499,AGY-045,license_renewal,under_review,2026-08-27
CASE-11442,CIT-07023,AGY-032,permit_review,under_review,2026-06-12
CASE-11443,CIT-03661,AGY-025,license_renewal,closed,2026-07-02
CASE-11444,CIT-05785,AGY-040,license_renewal,under_review,2026-03-13
CASE-11445,CIT-04974,AGY-023,permit_review,under_review,2026-03-05
CASE-11446,CIT-06052,AGY-049,zoning_variance,under_review,2026-02-04
CASE-11447,CIT-08006,AGY-034,zoning_variance,under_review,2026-04-01
CASE-11448,CIT-02703,AGY-034,license_renewal,pending_decision,2026-07-04
CASE-11449,CIT-09112,AGY-012,permit_review,closed,2026-04-15
CASE-11450,CIT-07604,AGY-008,benefit_application,open,2026-04-21
CASE-11451,CIT-00272,AGY-036,license_renewal,under_review,2026-01-24
CASE-11452,CIT-01546,AGY-013,benefit_application,closed,2026-03-19
CASE-11453,CIT-05831,AGY-028,license_renewal,pending_decision,2026-01-06
CASE-11454,CIT-09011,AGY-036,zoning_variance,closed,2026-04-11
CASE-11455,CIT-00233,AGY-024,license_renewal,pending_decision,2026-03-03
CASE-11456,CIT-05662,AGY-031,benefit_application,pending_decision,2026-05-10
CASE-11457,CIT-09600,AGY-021,benefit_application,under_review,2026-02-04
CASE-11458,CIT-07690,AGY-020,permit_review,open,2026-08-14
CASE-11459,CIT-03326,AGY-032,license_renewal,open,2026-04-28
CASE-11460,CIT-08146,AGY-016,license_renewal,open,2026-02-08
CASE-11461,CIT-05133,AGY-009,benefit_application,open,2026-03-07
CASE-11462,CIT-02537,AGY-026,zoning_variance,pending_decision,2026-01-14
CASE-11463,CIT-08722,AGY-038,zoning_variance,under_review,2026-07-22
CASE-11464,CIT-07551,AGY-028,permit_review,under_review,2026-03-20
CASE-11465,CIT-00402,AGY-046,benefit_application,pending_decision,2026-03-01
CASE-11466,CIT-02302,AGY-032,zoning_variance,closed,2026-03-14
CASE-11467,CIT-00158,AGY-045,license_renewal,open,2026-05-07
CASE-11468,CIT-01711,AGY-027,benefit_application,under_review,2026-03-27
CASE-11469,CIT-01555,AGY-040,license_renewal,closed,2026-05-09
CASE-11470,CIT-03635,AGY-021,zoning_variance,open,2026-01-24
CASE-11471,CIT-06990,AGY-015,permit_review,closed,2026-03-14
CASE-11472,CIT-08906,AGY-048,license_renewal,closed,2026-04-12
CASE-11473,CIT-08248,AGY-020,license_renewal,open,2026-02-10
CASE-11474,CIT-03737,AGY-032,license_renewal,pending_decision,2026-03-14
CASE-11475,CIT-04501,AGY-007,license_renewal,closed,2026-07-21
CASE-11476,CIT-08390,AGY-026,license_renewal,open,2026-06-16
CASE-11477,CIT-02638,AGY-008,permit_review,open,2026-05-04
CASE-11478,CIT-06842,AGY-043,benefit_application,under_review,2026-02-11
CASE-11479,CIT-02036,AGY-047,license_renewal,under_review,2026-08-15
CASE-11480,CIT-05081,AGY-020,benefit_application,open,2026-07-19
CASE-11481,CIT-03649,AGY-013,zoning_variance,closed,2026-04-25
CASE-11482,CIT-09897,AGY-045,benefit_application,open,2026-07-18
CASE-11483,CIT-09812,AGY-015,permit_review,pending_decision,2026-05-22
CASE-11484,CIT-08035,AGY-018,license_renewal,closed,2026-06-13
CASE-11485,CIT-01974,AGY-020,benefit_application,pending_decision,2026-07-01
CASE-11486,CIT-06723,AGY-027,permit_review,closed,2026-06-24
CASE-11487,CIT-02166,AGY-037,permit_review,closed,2026-03-15
CASE-11488,CIT-09648,AGY-001,zoning_variance,pending_decision,2026-04-20
CASE-11489,CIT-05256,AGY-044,benefit_application,under_review,2026-06-20
CASE-11490,CIT-09952,AGY-040,permit_review,under_review,2026-05-21
CASE-11491,CIT-06408,AGY-045,zoning_variance,open,2026-05-15
CASE-11492,CIT-00011,AGY-045,permit_review,open,2026-01-09
CASE-11493,CIT-07698,AGY-043,zoning_variance,closed,2026-03-07
CASE-11494,CIT-03615,AGY-032,license_renewal,closed,2026-08-13
CASE-11495,CIT-06745,AGY-014,permit_review,pending_decision,2026-01-08
CASE-11496,CIT-06630,AGY-020,benefit_application,under_review,2026-01-10
CASE-11497,CIT-05144,AGY-043,license_renewal,closed,2026-06-21
CASE-11498,CIT-09751,AGY-010,license_renewal,open,2026-06-28
CASE-11499,CIT-00531,AGY-039,license_renewal,pending_decision,2026-01-06
CASE-11500,CIT-07528,AGY-002,license_renewal,closed,2026-04-02
CASE-11501,CIT-06868,AGY-009,zoning_variance,under_review,2026-07-22
CASE-11502,CIT-09245,AGY-008,zoning_variance,closed,2026-03-23
CASE-11503,CIT-03804,AGY-036,zoning_variance,pending_decision,2026-08-15
CASE-11504,CIT-01936,AGY-025,zoning_variance,closed,2026-06-10
CASE-11505,CIT-03585,AGY-043,benefit_application,open,2026-05-11
CASE-11506,CIT-08923,AGY-038,benefit_application,closed,2026-03-12
CASE-11507,CIT-02391,AGY-019,benefit_application,closed,2026-06-15
CASE-11508,CIT-03297,AGY-025,permit_review,pending_decision,2026-01-21
CASE-11509,CIT-03108,AGY-017,license_renewal,under_review,2026-04-26
CASE-11510,CIT-06314,AGY-036,zoning_variance,pending_decision,2026-01-25
CASE-11511,CIT-02927,AGY-040,benefit_application,pending_decision,2026-03-23
CASE-11512,CIT-00551,AGY-013,benefit_application,pending_decision,2026-08-08
CASE-11513,CIT-08938,AGY-014,license_renewal,under_review,2026-07-08
CASE-11514,CIT-04018,AGY-003,permit_review,closed,2026-07-20
CASE-11515,CIT-03401,AGY-046,license_renewal,under_review,2026-03-07
CASE-11516,CIT-06542,AGY-044,zoning_variance,under_review,2026-07-01
CASE-11517,CIT-02253,AGY-009,zoning_variance,pending_decision,2026-04-09
CASE-11518,CIT-00298,AGY-038,benefit_application,under_review,2026-03-07
CASE-11519,CIT-06570,AGY-022,zoning_variance,under_review,2026-06-15
CASE-11520,CIT-04655,AGY-019,license_renewal,under_review,2026-04-21
CASE-11521,CIT-09354,AGY-046,benefit_application,closed,2026-03-25
CASE-11522,CIT-03843,AGY-046,license_renewal,closed,2026-08-07
CASE-11523,CIT-09492,AGY-033,permit_review,closed,2026-01-11
CASE-11524,CIT-03911,AGY-019,permit_review,under_review,2026-01-02
CASE-11525,CIT-08270,AGY-034,license_renewal,open,2026-05-12
CASE-11526,CIT-07791,AGY-010,zoning_variance,under_review,2026-06-04
CASE-11527,CIT-02600,AGY-020,license_renewal,closed,2026-07-20
CASE-11528,CIT-01074,AGY-045,permit_review,pending_decision,2026-05-06
CASE-11529,CIT-06788,AGY-037,zoning_variance,open,2026-07-18
CASE-11530,CIT-03476,AGY-024,permit_review,under_review,2026-03-08
CASE-11531,CIT-04559,AGY-014,permit_review,open,2026-05-03
CASE-11532,CIT-04358,AGY-022,license_renewal,pending_decision,2026-01-25
CASE-11533,CIT-09173,AGY-039,license_renewal,closed,2026-06-01
CASE-11534,CIT-05495,AGY-012,permit_review,closed,2026-06-07
CASE-11535,CIT-00667,AGY-023,benefit_application,under_review,2026-03-17
CASE-11536,CIT-02986,AGY-050,benefit_application,open,2026-04-07
CASE-11537,CIT-04081,AGY-008,permit_review,pending_decision,2026-08-13
CASE-11538,CIT-03243,AGY-013,zoning_variance,open,2026-08-20
CASE-11539,CIT-09625,AGY-011,permit_review,under_review,2026-07-03
CASE-11540,CIT-01172,AGY-034,zoning_variance,under_review,2026-01-03
CASE-11541,CIT-04481,AGY-047,zoning_variance,open,2026-01-07
CASE-11542,CIT-04786,AGY-036,permit_review,pending_decision,2026-07-28
CASE-11543,CIT-05808,AGY-040,benefit_application,closed,2026-07-24
CASE-11544,CIT-08535,AGY-013,benefit_application,pending_decision,2026-05-11
CASE-11545,CIT-06555,AGY-013,permit_review,pending_decision,2026-01-03
CASE-11546,CIT-07615,AGY-029,permit_review,closed,2026-01-10
CASE-11547,CIT-07058,AGY-047,zoning_variance,under_review,2026-02-12
CASE-11548,CIT-00715,AGY-028,permit_review,closed,2026-05-25
CASE-11549,CIT-06377,AGY-001,zoning_variance,closed,2026-03-01
CASE-11550,CIT-03652,AGY-049,permit_review,under_review,2026-08-15
CASE-11551,CIT-09789,AGY-025,permit_review,closed,2026-02-18
CASE-11552,CIT-07434,AGY-005,license_renewal,under_review,2026-03-06
CASE-11553,CIT-00327,AGY-048,benefit_application,closed,2026-04-25
CASE-11554,CIT-02720,AGY-020,permit_review,under_review,2026-08-13
CASE-11555,CIT-04061,AGY-033,license_renewal,open,2026-03-08
CASE-11556,CIT-03896,AGY-013,permit_review,pending_decision,2026-02-05
CASE-11557,CIT-09337,AGY-006,zoning_variance,closed,2026-05-03
CASE-11558,CIT-06927,AGY-026,zoning_variance,open,2026-07-01
CASE-11559,CIT-03904,AGY-024,benefit_application,under_review,2026-01-14
CASE-11560,CIT-04307,AGY-041,zoning_variance,under_review,2026-06-27
CASE-11561,CIT-00836,AGY-031,permit_review,open,2026-03-15
CASE-11562,CIT-00175,AGY-016,license_renewal,closed,2026-06-06
CASE-11563,CIT-08797,AGY-007,license_renewal,under_review,2026-05-28
