application_id,case_id,application_type,status,submitted_at
APP-18495,CASE-02651,appeal,submitted,2026-01-05
APP-18496,CASE-03353,appeal,denied,2026-08-06
APP-18497,CASE-03787,initial_application,in_review,2026-06-23
APP-18498,CASE-09192,initial_application,submitted,2026-02-28
APP-18499,CASE-07294,initial_application,in_review,2026-02-03
APP-18500,CASE-10701,appeal,approved,2026-05-26
APP-18501,CASE-04598,initial_application,submitted,2026-03-26
APP-18502,CASE-07936,initial_application,approved,2026-04-28
APP-18503,CASE-14992,appeal,pending_more_info,2026-05-28
APP-18504,CASE-07911,renewal_application,submitted,2026-07-17
APP-18505,CASE-10470,initial_application,approved,2026-01-03
APP-18506,CASE-07689,initial_application,pending_more_info,2026-06-21
APP-18507,CASE-11835,appeal,in_review,2026-03-08
APP-18508,CASE-11323,appeal,approved,2026-03-14
APP-18509,CASE-07795,renewal_application,submitted,2026-07-11
APP-18510,CASE-09128,renewal_application,denied,2026-07-05
APP-18511,CASE-11005,initial_application,denied,2026-03-07
APP-18512,CASE-04458,renewal_application,denied,2026-01-03
APP-18513,CASE-04957,appeal,denied,2026-07-25
APP-18514,CASE-03680,appeal,denied,2026-04-21
APP-18515,CASE-11195,renewal_application,in_review,2026-08-17
APP-18516,CASE-11770,initial_application,approved,2026-07-09
APP-18517,CASE-01144,initial_application,approved,2026-07-25
APP-18518,CASE-12572,appeal,in_review,2026-05-01
APP-18519,CASE-08902,appeal,submitted,2026-04-28
APP-18520,CASE-11654,initial_application,approved,2026-02-27
APP-18521,CASE-05463,appeal,submitted,2026-06-13
APP-18522,CASE-14646,initial_application,denied,2026-01-20
APP-18523,CASE-07628,renewal_application,submitted,2026-08-21
APP-18524,CASE-00843,initial_application,in_review,2026-05-06
APP-18525,CASE-12897,appeal,denied,2026-08-15
APP-18526,CASE-01224,renewal_application,in_review,2026-01-23
APP-18527,CASE-14473,appeal,in_review,2026-08-22
APP-18528,CASE-08150,appeal,denied,2026-08-05
APP-18529,CASE-09059,appeal,approved,2026-04-19
APP-18530,CASE-09216,initial_application,approved,2026-01-10
APP-18531,CASE-01908,renewal_application,pending_more_info,2026-05-24
APP-18532,CASE-07632,renewal_application,in_review,2026-03-09
APP-18533,CASE-04406,appeal,in_review,2026-08-06
APP-18534,CASE-08033,renewal_application,denied,2026-01-26
APP-18535,CASE-11720,appeal,in_review,2026-07-15
APP-18536,CASE-13718,initial_application,in_review,2026-08-15
APP-18537,CASE-10561,renewal_application,approved,2026-06-27
APP-18538,CASE-12125,renewal_application,denied,2026-07-25
APP-18539,CASE-02256,appeal,denied,2026-07-28
APP-18540,CASE-07998,initial_application,submitted,2026-06-01
APP-18541,CASE-02385,appeal,in_review,2026-07-26
APP-18542,CASE-10331,appeal,pending_more_info,2026-07-11
APP-18543,CASE-11129,renewal_application,pending_more_info,2026-02-15
APP-18544,CASE-00964,appeal,pending_more_info,2026-07-28
APP-18545,CASE-04583,appeal,approved,2026-08-08
APP-18546,CASE-07111,initial_application,in_review,2026-01-12
APP-18547,CASE-01358,initial_application,submitted,2026-04-15
APP-18548,CASE-00995,renewal_application,submitted,2026-05-15
APP-18549,CASE-07486,initial_application,approved,2026-05-08
APP-18550,CASE-00031,renewal_application,pending_more_info,2026-05-28
APP-18551,CASE-01004,appeal,in_review,2026-05-16
APP-18552,CASE-01656,appeal,approved,2026-06-28
APP-18553,CASE-11720,renewal_application,in_review,2026-07-15
APP-18554,CASE-07414,initial_application,in_review,2026-05-02
APP-18555,CASE-00022,appeal,submitted,2026-01-12
APP-18556,CASE-13150,initial_application,pending_more_info,2026-05-02
APP-18557,CASE-08964,initial_application,pending_more_info,2026-02-26
APP-18558,CASE-14953,initial_application,pending_more_info,2026-05-10
APP-18559,CASE-07015,initial_application,approved,2026-07-03
APP-18560,CASE-12554,appeal,pending_more_info,2026-08-02
APP-18561,CASE-07541,renewal_application,approved,2026-07-27
APP-18562,CASE-06483,renewal_application,submitted,2026-05-12
APP-18563,CASE-14009,initial_application,denied,2026-06-06
APP-18564,CASE-12013,appeal,submitted,2026-04-15
APP-18565,CASE-08203,renewal_application,denied,2026-01-25
APP-18566,CASE-09452,initial_application,approved,2026-01-26
APP-18567,CASE-05588,initial_application,approved,2026-06-10
APP-18568,CASE-13855,appeal,denied,2026-04-21
APP-18569,CASE-14238,initial_application,approved,2026-02-22
APP-18570,CASE-01935,renewal_application,submitted,2026-02-19
APP-18571,CASE-01517,initial_application,in_review,2026-04-06
APP-18572,CASE-07993,initial_application,pending_more_info,2026-06-19
APP-18573,CASE-13448,appeal,denied,2026-05-27
APP-18574,CASE-14247,appeal,approved,2026-02-19
APP-18575,CASE-06876,renewal_application,pending_more_info,2026-01-05
APP-18576,CASE-13221,renewal_application,approved,2026-01-16
APP-18577,CASE-13094,renewal_application,denied,2026-04-08
APP-18578,CASE-04033,renewal_application,denied,2026-08-20
APP-18579,CASE-13060,appeal,in_review,2026-05-18
APP-18580,CASE-14730,appeal,approved,2026-05-22
APP-18581,CASE-04174,initial_application,submitted,2026-02-09
APP-18582,CASE-07884,appeal,approved,2026-06-03
APP-18583,CASE-10399,renewal_application,denied,2026-08-11
APP-18584,CASE-04674,renewal_application,in_review,2026-07-23
APP-18585,CASE-03104,renewal_application,submitted,2026-06-23
APP-18586,CASE-02993,initial_application,in_review,2026-04-06
APP-18587,CASE-11279,renewal_application,approved,2026-03-23
APP-18588,CASE-00358,initial_application,in_review,2026-04-02
APP-18589,CASE-01157,initial_application,denied,2026-08-08
APP-18590,CASE-11052,appeal,submitted,2026-01-18
APP-18591,CASE-09249,appeal,in_review,2026-03-12
APP-18592,CASE-09041,initial_application,pending_more_info,2026-05-24
APP-18593,CASE-11991,appeal,in_review,2026-05-13
APP-18594,CASE-08459,appeal,in_review,2026-07-01
APP-18595,CASE-12170,initial_application,in_review,2026-02-20
APP-18596,CASE-00606,renewal_application,approved,2026-01-22
APP-18597,CASE-06937,renewal_application,approved,2026-03-05
APP-18598,CASE-01247,appeal,submitted,2026-02-26
APP-18599,CASE-07915,appeal,submitted,2026-07-21
APP-18600,CASE-00494,renewal_application,submitted,2026-05-12
APP-18601,CASE-04023,initial_application,pending_more_info,2026-02-15
APP-18602,CASE-13202,renewal_application,approved,2026-03-26
APP-18603,CASE-00573,initial_application,submitted,2026-06-27
APP-18604,CASE-02557,appeal,denied,2026-04-22
APP-18605,CASE-13757,initial_application,in_review,2026-05-19
APP-18606,CASE-01755,renewal_application,denied,2026-01-17
APP-18607,CASE-04696,renewal_application,denied,2026-05-10
APP-18608,CASE-09923,appeal,in_review,2026-06-10
APP-18609,CASE-03541,renewal_application,in_review,2026-08-21
APP-18610,CASE-13147,renewal_application,approved,2026-04-25
APP-18611,CASE-08765,appeal,submitted,2026-05-24
APP-18612,CASE-00455,initial_application,approved,2026-04-11
APP-18613,CASE-07622,appeal,in_review,2026-02-11
APP-18614,CASE-07446,initial_application,denied,2026-07-01
APP-18615,CASE-00299,appeal,in_review,2026-06-09
APP-18616,CASE-04756,renewal_application,pending_more_info,2026-04-05
APP-18617,CASE-09398,initial_application,pending_more_info,2026-07-23
APP-18618,CASE-13599,renewal_application,pending_more_info,2026-06-27
APP-18619,CASE-14872,initial_application,denied,2026-03-24
APP-18620,CASE-01340,renewal_application,in_review,2026-06-06
APP-18621,CASE-11643,renewal_application,approved,2026-01-11
APP-18622,CASE-03258,renewal_application,submitted,2026-05-22
APP-18623,CASE-05844,renewal_application,submitted,2026-04-06
APP-18624,CASE-02775,initial_application,in_review,2026-08-03
APP-18625,CASE-06321,appeal,in_review,2026-02-06
APP-18626,CASE-09182,renewal_application,approved,2026-05-27
APP-18627,CASE-12598,initial_application,denied,2026-03-01
APP-18628,CASE-06670,renewal_application,denied,2026-03-07
APP-18629,CASE-04264,appeal,approved,2026-01-26
APP-18630,CASE-04990,initial_application,pending_more_info,2026-08-18
APP-18631,CASE-09036,renewal_application,approved,2026-03-17
APP-18632,CASE-10081,renewal_application,in_review,2026-07-19
APP-18633,CASE-04816,renewal_application,pending_more_info,2026-03-25
APP-18634,CASE-02608,initial_application,approved,2026-06-12
APP-18635,CASE-02695,renewal_application,approved,2026-05-06
APP-18636,CASE-14921,appeal,approved,2026-08-05
APP-18637,CASE-14302,appeal,submitted,2026-01-08
APP-18638,CASE-06180,appeal,submitted,2026-08-28
APP-18639,CASE-03130,initial_application,pending_more_info,2026-05-23
APP-18640,CASE-02126,renewal_application,in_review,2026-01-26
APP-18641,CASE-07486,initial_application,denied,2026-05-08
APP-18642,CASE-14840,renewal_application,denied,2026-01-14
APP-18643,CASE-11617,appeal,pending_more_info,2026-03-25
APP-18644,CASE-03889,initial_application,submitted,2026-08-11
APP-18645,CASE-00342,initial_application,in_review,2026-06-02
APP-18646,CASE-01199,renewal_application,pending_more_info,2026-08-03
APP-18647,CASE-11556,appeal,pending_more_info,2026-02-05
APP-18648,CASE-01870,initial_application,denied,2026-04-24
APP-18649,CASE-11050,appeal,submitted,2026-07-02
APP-18650,CASE-01604,initial_application,submitted,2026-08-19
APP-18651,CASE-12903,appeal,pending_more_info,2026-05-21
APP-18652,CASE-03209,initial_application,approved,2026-08-10
APP-18653,CASE-14384,appeal,denied,2026-06-18
APP-18654,CASE-05266,appeal,pending_more_info,2026-06-15
APP-18655,CASE-05600,renewal_application,approved,2026-08-03
APP-18656,CASE-10201,appeal,pending_more_info,2026-01-21
APP-18657,CASE-07507,initial_application,pending_more_info,2026-02-21
APP-18658,CASE-08760,initial_application,in_review,2026-05-27
APP-18659,CASE-01796,renewal_application,submitted,2026-05-14
APP-18660,CASE-08306,initial_application,in_review,2026-05-12
APP-18661,CASE-00746,appeal,denied,2026-02-10
APP-18662,CASE-12126,appeal,pending_more_info,2026-01-06
APP-18663,CASE-13999,appeal,pending_more_info,2026-02-10
APP-18664,CASE-00223,appeal,submitted,2026-07-17
APP-18665,CASE-11964,renewal_application,pending_more_info,2026-06-10
APP-18666,CASE-05991,initial_application,submitted,2026-03-20
APP-18667,CASE-04858,appeal,denied,2026-03-05
APP-18668,CASE-01978,renewal_application,denied,2026-04-07
APP-18669,CASE-07379,renewal_application,approved,2026-07-01
APP-18670,CASE-05787,appeal,submitted,2026-01-07
APP-18671,CASE-05788,renewal_application,approved,2026-08-03
APP-18672,CASE-00434,renewal_application,denied,2026-06-26
APP-18673,CASE-14847,renewal_application,approved,2026-07-08
APP-18674,CASE-10464,initial_application,approved,2026-01-08
APP-18675,CASE-11224,appeal,submitted,2026-05-16
APP-18676,CASE-11732,renewal_application,pending_more_info,2026-06-03
APP-18677,CASE-05749,appeal,in_review,2026-04-21
APP-18678,CASE-00108,appeal,denied,2026-03-28
APP-18679,CASE-08426,renewal_application,approved,2026-02-07
APP-18680,CASE-03129,appeal,approved,2026-05-11
APP-18681,CASE-02623,appeal,pending_more_info,2026-02-01
APP-18682,CASE-10380,renewal_application,approved,2026-01-13
APP-18683,CASE-13504,initial_application,submitted,2026-05-04
APP-18684,CASE-07058,renewal_application,pending_more_info,2026-05-05
APP-18685,CASE-14491,initial_application,in_review,2026-01-05
APP-18686,CASE-06470,initial_application,in_review,2026-03-01
APP-18687,CASE-10545,appeal,pending_more_info,2026-02-22
APP-18688,CASE-02874,initial_application,denied,2026-02-24
APP-18689,CASE-02987,initial_application,pending_more_info,2026-04-02
APP-18690,CASE-06221,initial_application,denied,2026-02-06
APP-18691,CASE-03798,initial_application,approved,2026-01-18
APP-18692,CASE-09793,renewal_application,in_review,2026-01-14
APP-18693,CASE-06679,initial_application,approved,2026-04-16
APP-18694,CASE-13860,appeal,approved,2026-07-24
APP-18695,CASE-03822,appeal,in_review,2026-04-09
APP-18696,CASE-13182,appeal,submitted,2026-05-15
APP-18697,CASE-00321,initial_application,denied,2026-04-20
APP-18698,CASE-11606,appeal,approved,2026-01-13
APP-18699,CASE-03180,appeal,denied,2026-02-20
APP-18700,CASE-04774,appeal,approved,2026-06-15
APP-18701,CASE-04922,initial_application,denied,2026-07-22
APP-18702,CASE-08034,initial_application,submitted,2026-07-03
APP-18703,CASE-09792,renewal_application,denied,2026-04-25
APP-18704,CASE-12415,renewal_application,pending_more_info,2026-04-15
APP-18705,CASE-01216,renewal_application,denied,2026-07-10
APP-18706,CASE-01345,appeal,pending_more_info,2026-04-04
APP-18707,CASE-10294,initial_application,in_review,2026-05-25
APP-18708,CASE-09568,appeal,approved,2026-08-12
APP-18709,CASE-12055,renewal_application,denied,2026-04-14
APP-18710,CASE-14615,initial_application,approved,2026-04-01
APP-18711,CASE-09092,renewal_application,approved,2026-01-20
APP-18712,CASE-09320,renewal_application,denied,2026-03-19
APP-18713,CASE-00155,appeal,denied,2026-05-11
APP-18714,CASE-07524,renewal_application,pending_more_info,2026-08-06
APP-18715,CASE-03378,renewal_application,denied,2026-07-27
APP-18716,CASE-05304,appeal,denied,2026-06-08
APP-18717,CASE-13261,renewal_application,approved,2026-04-13
APP-18718,CASE-08586,initial_application,denied,2026-05-11
APP-18719,CASE-05549,appeal,submitted,2026-08-18
APP-18720,CASE-10308,appeal,pending_more_info,2026-01-26
APP-18721,CASE-09657,initial_application,in_review,2026-07-18
APP-18722,CASE-03528,renewal_application,denied,2026-03-26
APP-18723,CASE-02658,appeal,denied,2026-03-15
APP-18724,CASE-12044,initial_application,in_review,2026-06-20
APP-18725,CASE-13052,appeal,approved,2026-03-08
APP-18726,CASE-01172,renewal_application,approved,2026-03-14
APP-18727,CASE-07722,appeal,in_review,2026-08-18
APP-18728,CASE-02788,initial_application,submitted,2026-05-28
APP-18729,CASE-09348,renewal_application,approved,2026-04-15
APP-18730,CASE-05735,initial_application,in_review,2026-05-25
APP-18731,CASE-08127,renewal_application,in_review,2026-06-24
APP-18732,CASE-00620,initial_application,approved,2026-07-28
APP-18733,CASE-12652,renewal_application,denied,2026-06-23
APP-18734,CASE-01816,renewal_application,pending_more_info,2026-04-15
APP-18735,CASE-13545,renewal_application,pending_more_info,2026-04-01
APP-18736,CASE-13040,appeal,pending_more_info,2026-03-19
APP-18737,CASE-01528,appeal,pending_more_info,2026-06-03
APP-18738,CASE-08723,renewal_application,pending_more_info,2026-03-06
APP-18739,CASE-05173,renewal_application,in_review,2026-04-16
APP-18740,CASE-08231,renewal_application,pending_more_info,2026-05-27
APP-18741,CASE-00350,initial_application,submitted,2026-05-28
APP-18742,CASE-10879,appeal,denied,2026-02-08
APP-18743,CASE-02204,renewal_application,approved,2026-06-28
APP-18744,CASE-10854,initial_application,submitted,2026-03-14
APP-18745,CASE-07830,initial_application,pending_more_info,2026-06-07
APP-18746,CASE-01024,initial_application,pending_more_info,2026-06-11
APP-18747,CASE-10350,initial_application,submitted,2026-07-27
APP-18748,CASE-01174,renewal_application,approved,2026-07-24
APP-18749,CASE-13385,renewal_application,pending_more_info,2026-02-02
APP-18750,CASE-08204,initial_application,pending_more_info,2026-01-21
APP-18751,CASE-14713,appeal,approved,2026-02-27
APP-18752,CASE-05794,initial_application,denied,2026-01-24
APP-18753,CASE-01680,renewal_application,denied,2026-06-09
APP-18754,CASE-00279,renewal_application,in_review,2026-08-09
APP-18755,CASE-06534,initial_application,approved,2026-03-10
APP-18756,CASE-08220,appeal,denied,2026-08-19
APP-18757,CASE-08717,appeal,submitted,2026-05-13
APP-18758,CASE-06005,renewal_application,denied,2026-05-16
APP-18759,CASE-02004,renewal_application,submitted,2026-04-22
APP-18760,CASE-12657,renewal_application,submitted,2026-01-04
APP-18761,CASE-03293,appeal,in_review,2026-01-20
APP-18762,CASE-10294,appeal,pending_more_info,2026-05-25
APP-18763,CASE-07649,renewal_application,pending_more_info,2026-08-28
APP-18764,CASE-12136,renewal_application,submitted,2026-04-12
APP-18765,CASE-02212,appeal,submitted,2026-07-14
APP-18766,CASE-14159,renewal_application,approved,2026-07-24
APP-18767,CASE-14473,appeal,submitted,2026-08-22
APP-18768,CASE-12477,renewal_application,in_review,2026-06-16
APP-18769,CASE-11543,initial_application,pending_more_info,2026-07-24
APP-18770,CASE-11062,appeal,submitted,2026-04-19
APP-18771,CASE-02179,initial_application,approved,2026-04-11
APP-18772,CASE-01353,renewal_application,approved,2026-05-22
APP-18773,CASE-14258,renewal_application,denied,2026-01-14
APP-18774,CASE-11184,initial_application,in_review,2026-08-04
APP-18775,CASE-11914,appeal,pending_more_info,2026-07-05
APP-18776,CASE-04271,initial_application,submitted,2026-07-02
APP-18777,CASE-09888,initial_application,denied,2026-07-02
APP-18778,CASE-04641,appeal,submitted,2026-08-23
APP-18779,CASE-13929,appeal,pending_more_info,2026-01-20
APP-18780,CASE-00089,appeal,pending_more_info,2026-06-12
APP-18781,CASE-10489,initial_application,approved,2026-01-19
APP-18782,CASE-08214,renewal_application,approved,2026-07-22
APP-18783,CASE-08853,appeal,denied,2026-04-01
APP-18784,CASE-08278,renewal_application,in_review,2026-01-16
APP-18785,CASE-03577,renewal_application,submitted,2026-08-27
APP-18786,CASE-00458,renewal_application,submitted,2026-07-12
APP-18787,CASE-00155,appeal,approved,2026-05-11
APP-18788,CASE-10954,initial_application,denied,2026-01-13
APP-18789,CASE-14353,initial_application,approved,2026-06-28
APP-18790,CASE-12752,initial_application,approved,2026-01-26
APP-18791,CASE-03200,initial_application,denied,2026-05-27
APP-18792,CASE-05710,appeal,in_review,2026-07-20
APP-18793,CASE-08503,appeal,denied,2026-05-19
APP-18794,CASE-04537,renewal_application,in_review,2026-01-21
APP-18795,CASE-00468,initial_application,denied,2026-08-10
APP-18796,CASE-05308,renewal_application,pending_more_info,2026-02-27
APP-18797,CASE-06483,initial_application,submitted,2026-05-12
APP-18798,CASE-02431,initial_application,approved,2026-04-18
APP-18799,CASE-08950,initial_application,in_review,2026-05-20
APP-18800,CASE-02603,initial_application,pending_more_info,2026-08-03
APP-18801,CASE-10173,renewal_application,denied,2026-04-01
APP-18802,CASE-11727,initial_application,approved,2026-06-04
APP-18803,CASE-07534,initial_application,pending_more_info,2026-02-09
APP-18804,CASE-14217,appeal,submitted,2026-05-03
APP-18805,CASE-13881,initial_application,denied,2026-07-24
APP-18806,CASE-14854,initial_application,submitted,2026-07-27
APP-18807,CASE-06751,appeal,denied,2026-06-03
APP-18808,CASE-05896,initial_application,approved,2026-08-04
APP-18809,CASE-01761,initial_application,in_review,2026-06-02
APP-18810,CASE-14834,appeal,submitted,2026-08-26
APP-18811,CASE-05347,appeal,submitted,2026-04-23
APP-18812,CASE-10907,appeal,submitted,2026-08-01
APP-18813,CASE-10411,renewal_application,pending_more_info,2026-03-09
APP-18814,CASE-00520,initial_application,in_review,2026-03-05
APP-18815,CASE-02998,appeal,submitted,2026-08-01
APP-18816,CASE-00193,initial_application,approved,2026-05-02
APP-18817,CASE-05704,renewal_application,approved,2026-05-21
APP-18818,CASE-10862,renewal_application,in_review,2026-05-12
APP-18819,CASE-00305,renewal_application,denied,2026-08-22
APP-18820,CASE-01403,appeal,submitted,2026-04-17
APP-18821,CASE-06087,renewal_application,approved,2026-07-14
APP-18822,CASE-14923,renewal_application,denied,2026-02-23
APP-18823,CASE-12387,initial_application,approved,2026-06-03
APP-18824,CASE-06004,initial_application,submitted,2026-03-13
APP-18825,CASE-01115,renewal_application,in_review,2026-01-03
APP-18826,CASE-08185,renewal_application,pending_more_info,2026-08-07
APP-18827,CASE-07427,initial_application,submitted,2026-08-13
APP-18828,CASE-04295,renewal_application,submitted,2026-06-08
APP-18829,CASE-00932,appeal,submitted,2026-03-20
APP-18830,CASE-11055,renewal_application,submitted,2026-03-02
APP-18831,CASE-08798,renewal_application,denied,2026-07-05
APP-18832,CASE-03147,renewal_application,in_review,2026-06-25
APP-18833,CASE-14539,initial_application,submitted,2026-03-03
APP-18834,CASE-02121,initial_application,denied,2026-05-10
APP-18835,CASE-02696,initial_application,approved,2026-05-14
APP-18836,CASE-11079,appeal,pending_more_info,2026-05-24
APP-18837,CASE-10650,initial_application,approved,2026-04-02
APP-18838,CASE-03143,renewal_application,in_review,2026-05-08
APP-18839,CASE-03239,appeal,pending_more_info,2026-08-08
APP-18840,CASE-03660,renewal_application,submitted,2026-08-03
APP-18841,CASE-05652,initial_application,denied,2026-07-22
APP-18842,CASE-08040,initial_application,pending_more_info,2026-08-06
APP-18843,CASE-09767,appeal,pending_more_info,2026-04-09
APP-18844,CASE-11952,renewal_application,approved,2026-08-23
APP-18845,CASE-11488,appeal,in_review,2026-04-20
APP-18846,CASE-06037,initial_application,submitted,2026-03-11
APP-18847,CASE-00357,initial_application,in_review,2026-03-12
APP-18848,CASE-13901,appeal,submitted,2026-02-05
APP-18849,CASE-15000,renewal_application,in_review,2026-05-23
APP-18850,CASE-10894,renewal_application,denied,2026-07-11
APP-18851,CASE-12671,renewal_application,submitted,2026-04-05
APP-18852,CASE-07660,renewal_application,submitted,2026-08-22
APP-18853,CASE-06783,appeal,in_review,2026-02-21
APP-18854,CASE-10166,renewal_application,in_review,2026-06-23
APP-18855,CASE-08919,initial_application,submitted,2026-02-11
APP-18856,CASE-02182,appeal,pending_more_info,2026-07-22
APP-18857,CASE-03786,initial_application,denied,2026-06-10
APP-18858,CASE-07048,renewal_application,approved,2026-01-22
APP-18859,CASE-09857,initial_application,pending_more_info,2026-07-01
APP-18860,CASE-02433,renewal_application,denied,2026-01-06
APP-18861,CASE-07982,appeal,approved,2026-04-22
APP-18862,CASE-05155,renewal_application,approved,2026-08-03
APP-18863,CASE-02768,initial_application,in_review,2026-08-08
APP-18864,CASE-00013,renewal_application,approved,2026-01-23
APP-18865,CASE-05475,renewal_application,in_review,2026-06-23
APP-18866,CASE-12266,appeal,approved,2026-05-08
APP-18867,CASE-07061,renewal_application,pending_more_info,2026-05-06
APP-18868,CASE-04085,appeal,in_review,2026-04-21
APP-18869,CASE-07958,renewal_application,denied,2026-05-06
APP-18870,CASE-12882,initial_application,submitted,2026-07-07
APP-18871,CASE-01988,renewal_application,pending_more_info,2026-03-20
APP-18872,CASE-14587,renewal_application,in_review,2026-04-06
APP-18873,CASE-13363,appeal,pending_more_info,2026-05-07
APP-18874,CASE-05172,renewal_application,submitted,2026-03-22
APP-18875,CASE-05682,initial_application,approved,2026-04-06
APP-18876,CASE-08702,initial_application,denied,2026-03-12
APP-18877,CASE-09162,renewal_application,in_review,2026-01-18
APP-18878,CASE-11603,renewal_application,submitted,2026-08-15
APP-18879,CASE-03772,appeal,in_review,2026-03-18
APP-18880,CASE-12981,initial_application,in_review,2026-03-27
APP-18881,CASE-10463,initial_application,in_review,2026-01-25
APP-18882,CASE-04542,initial_application,in_review,2026-08-08
APP-18883,CASE-14496,renewal_application,approved,2026-04-06
APP-18884,CASE-12305,initial_application,approved,2026-01-18
APP-18885,CASE-07407,initial_application,pending_more_info,2026-03-11
APP-18886,CASE-02618,appeal,denied,2026-01-08
APP-18887,CASE-08140,appeal,approved,2026-03-22
APP-18888,CASE-07524,renewal_application,in_review,2026-08-06
APP-18889,CASE-05604,renewal_application,denied,2026-01-27
APP-18890,CASE-11302,initial_application,in_review,2026-03-21
APP-18891,CASE-10932,renewal_application,approved,2026-08-10
APP-18892,CASE-02648,appeal,in_review,2026-08-20
APP-18893,CASE-04702,initial_application,pending_more_info,2026-01-26
APP-18894,CASE-07969,initial_application,in_review,2026-01-06
APP-18895,CASE-06199,appeal,denied,2026-03-13
APP-18896,CASE-12180,renewal_application,approved,2026-03-21
APP-18897,CASE-11699,initial_application,denied,2026-03-09
APP-18898,CASE-09028,appeal,pending_more_info,2026-04-20
APP-18899,CASE-04056,initial_application,approved,2026-02-27
APP-18900,CASE-09372,initial_application,pending_more_info,2026-05-01
APP-18901,CASE-12809,initial_application,in_review,2026-01-21
APP-18902,CASE-08957,initial_application,approved,2026-02-12
APP-18903,CASE-04121,renewal_application,pending_more_info,2026-02-05
APP-18904,CASE-01965,appeal,approved,2026-02-20
APP-18905,CASE-14524,renewal_application,approved,2026-07-10
APP-18906,CASE-03786,initial_application,in_review,2026-06-10
APP-18907,CASE-08259,renewal_application,pending_more_info,2026-04-20
APP-18908,CASE-04772,initial_application,approved,2026-08-19
APP-18909,CASE-09198,initial_application,in_review,2026-07-09
APP-18910,CASE-13592,initial_application,approved,2026-05-14
APP-18911,CASE-01397,initial_application,denied,2026-02-09
APP-18912,CASE-12480,initial_application,submitted,2026-01-04
APP-18913,CASE-06750,renewal_application,in_review,2026-05-16
APP-18914,CASE-12178,initial_application,in_review,2026-07-03
APP-18915,CASE-02331,renewal_application,in_review,2026-05-03
APP-18916,CASE-02712,appeal,pending_more_info,2026-05-27
APP-18917,CASE-05593,initial_application,pending_more_info,2026-03-02
APP-18918,CASE-07946,renewal_application,denied,2026-08-11
APP-18919,CASE-08252,initial_application,denied,2026-06-11
APP-18920,CASE-00723,renewal_application,approved,2026-04-13
APP-18921,CASE-09651,appeal,denied,2026-08-01
APP-18922,CASE-00121,renewal_application,approved,2026-04-09
APP-18923,CASE-04287,initial_application,submitted,2026-06-01
APP-18924,CASE-09150,appeal,submitted,2026-03-19
APP-18925,CASE-02027,renewal_application,approved,2026-02-27
APP-18926,CASE-08605,appeal,denied,2026-02-02
APP-18927,CASE-13501,renewal_application,pending_more_info,2026-04-26
APP-18928,CASE-05297,appeal,in_review,2026-04-21
APP-18929,CASE-01751,initial_application,approved,2026-04-13
APP-18930,CASE-07986,renewal_application,pending_more_info,2026-02-12
APP-18931,CASE-04633,renewal_application,pending_more_info,2026-06-09
APP-18932,CASE-09642,renewal_application,approved,2026-06-27
APP-18933,CASE-00942,renewal_application,denied,2026-07-26
APP-18934,CASE-10032,appeal,denied,2026-01-05
APP-18935,CASE-10681,initial_application,submitted,2026-06-06
APP-18936,CASE-08463,appeal,submitted,2026-01-16
APP-18937,CASE-10861,appeal,approved,2026-02-02
APP-18938,CASE-06276,renewal_application,submitted,2026-03-24
APP-18939,CASE-14563,initial_application,denied,2026-07-16
APP-18940,CASE-09254,appeal,approved,2026-08-22
APP-18941,CASE-01262,appeal,in_review,2026-04-28
APP-18942,CASE-00297,renewal_application,pending_more_info,2026-06-26
APP-18943,CASE-00660,renewal_application,submitted,2026-01-28
APP-18944,CASE-13357,appeal,in_review,2026-07-08
APP-18945,CASE-09017,appeal,in_review,2026-06-14
APP-18946,CASE-01025,initial_application,denied,2026-06-07
APP-18947,CASE-01796,appeal,denied,2026-05-14
APP-18948,CASE-10863,initial_application,in_review,2026-08-03
APP-18949,CASE-10855,initial_application,denied,2026-02-16
APP-18950,CASE-12484,appeal,pending_more_info,2026-08-17
APP-18951,CASE-05661,initial_application,pending_more_info,2026-07-15
APP-18952,CASE-05972,appeal,pending_more_info,2026-05-25
APP-18953,CASE-05674,initial_application,submitted,2026-06-12
APP-18954,CASE-11735,appeal,in_review,2026-06-13
APP-18955,CASE-09284,initial_application,submitted,2026-06-05
APP-18956,CASE-08718,initial_application,pending_more_info,2026-02-24
APP-18957,CASE-05300,appeal,pending_more_info,2026-08-06
APP-18958,CASE-13355,renewal_application,pending_more_info,2026-04-11
APP-18959,CASE-07032,initial_application,pending_more_info,2026-07-14
APP-18960,CASE-09771,renewal_application,in_review,2026-05-02
APP-18961,CASE-06509,renewal_application,approved,2026-01-17
APP-18962,CASE-00697,initial_application,submitted,2026-05-20
APP-18963,CASE-04368,renewal_application,submitted,2026-02-26
APP-18964,CASE-03557,renewal_application,denied,2026-01-22
APP-18965,CASE-04968,renewal_application,in_review,2026-07-02
APP-18966,CASE-01919,appeal,denied,2026-03-05
APP-18967,CASE-12745,renewal_application,in_review,2026-07-18
APP-18968,CASE-12524,renewal_application,in_review,2026-02-02
APP-18969,CASE-14431,renewal_application,in_review,2026-07-11
APP-18970,CASE-10239,initial_application,in_review,2026-04-07
APP-18971,CASE-04243,initial_application,approved,2026-02-27
APP-18972,CASE-03538,initial_application,denied,2026-05-15
APP-18973,CASE-13780,initial_application,denied,2026-07-08
