part_id,name,supplier_id,used_in_line_ids
PART-04301,Gasket 4301,SUP-0235,"[""LINE-FAC-039-4"", ""LINE-FAC-015-8"", ""LINE-FAC-038-6""]"
PART-04302,Actuator 4302,SUP-0577,"[""LINE-FAC-017-5"", ""LINE-FAC-018-6""]"
PART-04303,Valve Body 4303,SUP-0765,"[""LINE-FAC-036-1"", ""LINE-FAC-028-1""]"
PART-04304,Valve Body 4304,SUP-0326,"[""LINE-FAC-024-3""]"
PART-04305,Wiring Harness 4305,SUP-0717,"[""LINE-FAC-013-6""]"
PART-04306,Bushing 4306,SUP-0215,"[""LINE-FAC-037-2"", ""LINE-FAC-011-3""]"
PART-04307,Valve Body 4307,SUP-0197,"[""LINE-FAC-035-3""]"
PART-04308,Sensor Module 4308,SUP-0626,"[""LINE-FAC-004-5""]"
PART-04309,Wiring Harness 4309,SUP-0308,"[""LINE-FAC-006-3"", ""LINE-FAC-019-5"", ""LINE-FAC-036-1""]"
PART-04310,Wiring Harness 4310,SUP-0530,"[""LINE-FAC-007-2""]"
PART-04311,Bushing 4311,SUP-0159,"[""LINE-FAC-026-6""]"
PART-04312,Bearing Assembly 4312,SUP-0038,"[""LINE-FAC-028-4"", ""LINE-FAC-025-4"", ""LINE-FAC-005-8""]"
PART-04313,Wiring Harness 4313,SUP-0250,"[""LINE-FAC-001-8"", ""LINE-FAC-001-4"", ""LINE-FAC-032-1""]"
PART-04314,Bushing 4314,SUP-0547,"[""LINE-FAC-040-7"", ""LINE-FAC-026-7""]"
PART-04315,Sensor Module 4315,SUP-0435,"[""LINE-FAC-012-3"", ""LINE-FAC-018-3"", ""LINE-FAC-006-5""]"
PART-04316,Gasket 4316,SUP-0318,"[""LINE-FAC-032-5"", ""LINE-FAC-004-5""]"
PART-04317,Actuator 4317,SUP-0121,"[""LINE-FAC-006-5""]"
PART-04318,Gasket 4318,SUP-0251,"[""LINE-FAC-014-3""]"
PART-04319,Housing 4319,SUP-0582,"[""LINE-FAC-006-7""]"
PART-04320,Sensor Module 4320,SUP-0917,"[""LINE-FAC-012-2"", ""LINE-FAC-017-2""]"
PART-04321,Wiring Harness 4321,SUP-0064,"[""LINE-FAC-018-3"", ""LINE-FAC-026-7""]"
PART-04322,Actuator 4322,SUP-0201,"[""LINE-FAC-008-6"", ""LINE-FAC-010-8"", ""LINE-FAC-009-8""]"
PART-04323,Actuator 4323,SUP-0824,"[""LINE-FAC-003-5"", ""LINE-FAC-010-4""]"
PART-04324,Coupling 4324,SUP-0265,"[""LINE-FAC-001-5""]"
PART-04325,Bearing Assembly 4325,SUP-0031,"[""LINE-FAC-010-5""]"
PART-04326,Valve Body 4326,SUP-0722,"[""LINE-FAC-003-1"", ""LINE-FAC-004-5"", ""LINE-FAC-001-7""]"
PART-04327,Gasket 4327,SUP-0011,"[""LINE-FAC-022-1"", ""LINE-FAC-025-4""]"
PART-04328,Wiring Harness 4328,SUP-0908,"[""LINE-FAC-028-4"", ""LINE-FAC-012-4""]"
PART-04329,Bracket 4329,SUP-0997,"[""LINE-FAC-015-5"", ""LINE-FAC-002-8"", ""LINE-FAC-012-6""]"
PART-04330,Actuator 4330,SUP-0640,"[""LINE-FAC-035-3""]"
PART-04331,Sensor Module 4331,SUP-0979,"[""LINE-FAC-023-7"", ""LINE-FAC-039-1"", ""LINE-FAC-017-4""]"
PART-04332,Coupling 4332,SUP-0818,"[""LINE-FAC-015-8"", ""LINE-FAC-040-7""]"
PART-04333,Gasket 4333,SUP-0743,"[""LINE-FAC-004-7"", ""LINE-FAC-037-1"", ""LINE-FAC-007-6""]"
PART-04334,Coupling 4334,SUP-0773,"[""LINE-FAC-012-4"", ""LINE-FAC-031-2""]"
PART-04335,Housing 4335,SUP-0704,"[""LINE-FAC-014-6"", ""LINE-FAC-040-1""]"
PART-04336,Gasket 4336,SUP-0705,"[""LINE-FAC-010-1""]"
PART-04337,Bracket 4337,SUP-0596,"[""LINE-FAC-001-1"", ""LINE-FAC-027-6"", ""LINE-FAC-013-2""]"
PART-04338,Wiring Harness 4338,SUP-0833,"[""LINE-FAC-038-2"", ""LINE-FAC-039-8""]"
PART-04339,Gasket 4339,SUP-0414,"[""LINE-FAC-033-7"", ""LINE-FAC-004-7""]"
PART-04340,Actuator 4340,SUP-0765,"[""LINE-FAC-001-6"", ""LINE-FAC-032-2"", ""LINE-FAC-034-3""]"
PART-04341,Bearing Assembly 4341,SUP-0227,"[""LINE-FAC-023-3"", ""LINE-FAC-036-4""]"
PART-04342,Bracket 4342,SUP-0904,"[""LINE-FAC-005-8""]"
PART-04343,Bearing Assembly 4343,SUP-0014,"[""LINE-FAC-017-2"", ""LINE-FAC-017-7"", ""LINE-FAC-038-1""]"
PART-04344,Bracket 4344,SUP-0883,"[""LINE-FAC-021-3"", ""LINE-FAC-002-1"", ""LINE-FAC-004-6""]"
PART-04345,Bracket 4345,SUP-0029,"[""LINE-FAC-028-7"", ""LINE-FAC-015-7""]"
PART-04346,Sensor Module 4346,SUP-0496,"[""LINE-FAC-005-5"", ""LINE-FAC-002-1""]"
PART-04347,Sensor Module 4347,SUP-0547,"[""LINE-FAC-015-5""]"
PART-04348,Sensor Module 4348,SUP-0743,"[""LINE-FAC-027-4"", ""LINE-FAC-029-8""]"
PART-04349,Coupling 4349,SUP-0206,"[""LINE-FAC-022-5"", ""LINE-FAC-011-5"", ""LINE-FAC-040-5""]"
PART-04350,Valve Body 4350,SUP-0474,"[""LINE-FAC-030-4"", ""LINE-FAC-022-8"", ""LINE-FAC-033-8""]"
PART-04351,Housing 4351,SUP-0275,"[""LINE-FAC-036-2""]"
PART-04352,Sensor Module 4352,SUP-0892,"[""LINE-FAC-009-3"", ""LINE-FAC-010-3"", ""LINE-FAC-023-3""]"
PART-04353,Actuator 4353,SUP-0838,"[""LINE-FAC-006-2"", ""LINE-FAC-011-4"", ""LINE-FAC-031-3""]"
PART-04354,Bracket 4354,SUP-0562,"[""LINE-FAC-001-7""]"
PART-04355,Actuator 4355,SUP-0169,"[""LINE-FAC-029-3"", ""LINE-FAC-003-5""]"
PART-04356,Gasket 4356,SUP-0717,"[""LINE-FAC-039-7""]"
PART-04357,Bracket 4357,SUP-0300,"[""LINE-FAC-034-4"", ""LINE-FAC-038-7"", ""LINE-FAC-007-5""]"
PART-04358,Bushing 4358,SUP-0687,"[""LINE-FAC-033-8""]"
PART-04359,Actuator 4359,SUP-0950,"[""LINE-FAC-038-8""]"
PART-04360,Valve Body 4360,SUP-0390,"[""LINE-FAC-015-6""]"
PART-04361,Bracket 4361,SUP-0769,"[""LINE-FAC-022-6"", ""LINE-FAC-020-8""]"
PART-04362,Valve Body 4362,SUP-0039,"[""LINE-FAC-008-6""]"
PART-04363,Gasket 4363,SUP-0275,"[""LINE-FAC-008-1"", ""LINE-FAC-030-7""]"
PART-04364,Gasket 4364,SUP-0150,"[""LINE-FAC-022-7"", ""LINE-FAC-016-4""]"
PART-04365,Bearing Assembly 4365,SUP-0123,"[""LINE-FAC-032-3""]"
PART-04366,Bushing 4366,SUP-0915,"[""LINE-FAC-005-6""]"
PART-04367,Coupling 4367,SUP-0718,"[""LINE-FAC-020-7"", ""LINE-FAC-021-7"", ""LINE-FAC-008-5""]"
PART-04368,Actuator 4368,SUP-0957,"[""LINE-FAC-036-7"", ""LINE-FAC-022-6""]"
PART-04369,Coupling 4369,SUP-0758,"[""LINE-FAC-033-7"", ""LINE-FAC-024-2"", ""LINE-FAC-020-1""]"
PART-04370,Wiring Harness 4370,SUP-0728,"[""LINE-FAC-022-2"", ""LINE-FAC-019-8"", ""LINE-FAC-036-2""]"
PART-04371,Actuator 4371,SUP-0706,"[""LINE-FAC-015-5"", ""LINE-FAC-039-6""]"
PART-04372,Gasket 4372,SUP-0907,"[""LINE-FAC-010-4"", ""LINE-FAC-003-3"", ""LINE-FAC-010-7""]"
PART-04373,Bracket 4373,SUP-0356,"[""LINE-FAC-018-1""]"
PART-04374,Bearing Assembly 4374,SUP-0513,"[""LINE-FAC-033-8"", ""LINE-FAC-006-2""]"
PART-04375,Bracket 4375,SUP-0562,"[""LINE-FAC-027-2""]"
PART-04376,Valve Body 4376,SUP-0694,"[""LINE-FAC-003-1""]"
PART-04377,Coupling 4377,SUP-0926,"[""LINE-FAC-026-5"", ""LINE-FAC-038-8"", ""LINE-FAC-021-3""]"
PART-04378,Sensor Module 4378,SUP-0483,"[""LINE-FAC-021-1"", ""LINE-FAC-033-4""]"
PART-04379,Actuator 4379,SUP-0843,"[""LINE-FAC-023-6""]"
PART-04380,Actuator 4380,SUP-0748,"[""LINE-FAC-020-1"", ""LINE-FAC-040-7"", ""LINE-FAC-033-8""]"
PART-04381,Valve Body 4381,SUP-0292,"[""LINE-FAC-003-5""]"
PART-04382,Housing 4382,SUP-0312,"[""LINE-FAC-013-5""]"
PART-04383,Actuator 4383,SUP-0825,"[""LINE-FAC-003-1"", ""LINE-FAC-030-1""]"
PART-04384,Wiring Harness 4384,SUP-0203,"[""LINE-FAC-010-1"", ""LINE-FAC-008-7"", ""LINE-FAC-017-6""]"
PART-04385,Valve Body 4385,SUP-0808,"[""LINE-FAC-008-4"", ""LINE-FAC-013-4""]"
PART-04386,Actuator 4386,SUP-0021,"[""LINE-FAC-019-1"", ""LINE-FAC-002-2"", ""LINE-FAC-036-1""]"
PART-04387,Bracket 4387,SUP-0663,"[""LINE-FAC-032-8""]"
PART-04388,Gasket 4388,SUP-0314,"[""LINE-FAC-019-4"", ""LINE-FAC-024-5"", ""LINE-FAC-037-3""]"
PART-04389,Bracket 4389,SUP-0389,"[""LINE-FAC-018-5"", ""LINE-FAC-026-6"", ""LINE-FAC-003-5""]"
PART-04390,Housing 4390,SUP-0553,"[""LINE-FAC-028-7"", ""LINE-FAC-011-6"", ""LINE-FAC-005-5""]"
PART-04391,Bracket 4391,SUP-0401,"[""LINE-FAC-009-2""]"
PART-04392,Bracket 4392,SUP-0952,"[""LINE-FAC-011-7"", ""LINE-FAC-028-2""]"
PART-04393,Bearing Assembly 4393,SUP-0411,"[""LINE-FAC-034-8"", ""LINE-FAC-025-8"", ""LINE-FAC-029-8""]"
PART-04394,Coupling 4394,SUP-0834,"[""LINE-FAC-002-6"", ""LINE-FAC-016-5""]"
PART-04395,Wiring Harness 4395,SUP-0848,"[""LINE-FAC-005-4"", ""LINE-FAC-018-4"", ""LINE-FAC-003-2""]"
PART-04396,Wiring Harness 4396,SUP-0405,"[""LINE-FAC-008-8""]"
PART-04397,Coupling 4397,SUP-0433,"[""LINE-FAC-005-8"", ""LINE-FAC-030-7"", ""LINE-FAC-017-1""]"
PART-04398,Sensor Module 4398,SUP-0493,"[""LINE-FAC-035-1"", ""LINE-FAC-030-4"", ""LINE-FAC-035-8""]"
PART-04399,Valve Body 4399,SUP-0196,"[""LINE-FAC-008-8"", ""LINE-FAC-007-8"", ""LINE-FAC-040-8""]"
PART-04400,Actuator 4400,SUP-0295,"[""LINE-FAC-015-3""]"
PART-04401,Wiring Harness 4401,SUP-0850,"[""LINE-FAC-012-8""]"
PART-04402,Sensor Module 4402,SUP-0106,"[""LINE-FAC-017-6"", ""LINE-FAC-002-2""]"
PART-04403,Sensor Module 4403,SUP-0976,"[""LINE-FAC-028-3"", ""LINE-FAC-032-4"", ""LINE-FAC-010-8""]"
PART-04404,Sensor Module 4404,SUP-0100,"[""LINE-FAC-017-3""]"
PART-04405,Valve Body 4405,SUP-0542,"[""LINE-FAC-019-6"", ""LINE-FAC-027-6"", ""LINE-FAC-005-1""]"
PART-04406,Gasket 4406,SUP-0458,"[""LINE-FAC-011-2"", ""LINE-FAC-038-5""]"
PART-04407,Valve Body 4407,SUP-0911,"[""LINE-FAC-009-6"", ""LINE-FAC-004-5""]"
PART-04408,Bracket 4408,SUP-0334,"[""LINE-FAC-033-4"", ""LINE-FAC-005-4"", ""LINE-FAC-020-1""]"
PART-04409,Coupling 4409,SUP-0990,"[""LINE-FAC-009-6""]"
PART-04410,Sensor Module 4410,SUP-0978,"[""LINE-FAC-040-2""]"
PART-04411,Wiring Harness 4411,SUP-0061,"[""LINE-FAC-014-3""]"
PART-04412,Bushing 4412,SUP-0881,"[""LINE-FAC-012-4"", ""LINE-FAC-009-1""]"
PART-04413,Actuator 4413,SUP-0079,"[""LINE-FAC-012-8""]"
PART-04414,Wiring Harness 4414,SUP-0899,"[""LINE-FAC-040-3""]"
PART-04415,Bushing 4415,SUP-0992,"[""LINE-FAC-026-5"", ""LINE-FAC-024-1"", ""LINE-FAC-014-6""]"
PART-04416,Valve Body 4416,SUP-0049,"[""LINE-FAC-013-2"", ""LINE-FAC-026-7""]"
PART-04417,Housing 4417,SUP-0856,"[""LINE-FAC-004-5"", ""LINE-FAC-024-2""]"
PART-04418,Gasket 4418,SUP-0627,"[""LINE-FAC-028-8""]"
PART-04419,Sensor Module 4419,SUP-0745,"[""LINE-FAC-031-5"", ""LINE-FAC-010-5"", ""LINE-FAC-040-8""]"
PART-04420,Gasket 4420,SUP-0207,"[""LINE-FAC-025-8""]"
PART-04421,Wiring Harness 4421,SUP-0264,"[""LINE-FAC-012-8""]"
PART-04422,Housing 4422,SUP-0686,"[""LINE-FAC-037-3"", ""LINE-FAC-015-2"", ""LINE-FAC-014-3""]"
PART-04423,Housing 4423,SUP-0503,"[""LINE-FAC-036-3""]"
PART-04424,Sensor Module 4424,SUP-0521,"[""LINE-FAC-027-2"", ""LINE-FAC-016-3""]"
PART-04425,Actuator 4425,SUP-0582,"[""LINE-FAC-023-4"", ""LINE-FAC-006-4""]"
PART-04426,Actuator 4426,SUP-0876,"[""LINE-FAC-017-4"", ""LINE-FAC-011-3"", ""LINE-FAC-028-3""]"
PART-04427,Housing 4427,SUP-0067,"[""LINE-FAC-019-6"", ""LINE-FAC-028-5""]"
PART-04428,Actuator 4428,SUP-0195,"[""LINE-FAC-004-5""]"
PART-04429,Coupling 4429,SUP-0766,"[""LINE-FAC-003-8"", ""LINE-FAC-006-5"", ""LINE-FAC-028-5""]"
PART-04430,Housing 4430,SUP-0499,"[""LINE-FAC-039-2"", ""LINE-FAC-008-8""]"
PART-04431,Wiring Harness 4431,SUP-0017,"[""LINE-FAC-019-6"", ""LINE-FAC-038-7"", ""LINE-FAC-028-6""]"
PART-04432,Housing 4432,SUP-0557,"[""LINE-FAC-038-3"", ""LINE-FAC-026-8""]"
PART-04433,Bracket 4433,SUP-0360,"[""LINE-FAC-006-4"", ""LINE-FAC-010-6""]"
PART-04434,Wiring Harness 4434,SUP-0020,"[""LINE-FAC-036-6""]"
PART-04435,Valve Body 4435,SUP-0977,"[""LINE-FAC-013-6"", ""LINE-FAC-039-4""]"
PART-04436,Sensor Module 4436,SUP-0805,"[""LINE-FAC-014-4"", ""LINE-FAC-003-4""]"
PART-04437,Actuator 4437,SUP-0571,"[""LINE-FAC-039-4"", ""LINE-FAC-005-1"", ""LINE-FAC-028-4""]"
PART-04438,Coupling 4438,SUP-0916,"[""LINE-FAC-028-6"", ""LINE-FAC-013-5"", ""LINE-FAC-019-5""]"
PART-04439,Actuator 4439,SUP-0366,"[""LINE-FAC-032-1"", ""LINE-FAC-039-3"", ""LINE-FAC-002-8""]"
PART-04440,Valve Body 4440,SUP-0715,"[""LINE-FAC-018-5"", ""LINE-FAC-028-1""]"
PART-04441,Gasket 4441,SUP-0984,"[""LINE-FAC-023-4"", ""LINE-FAC-034-1"", ""LINE-FAC-027-7""]"
PART-04442,Housing 4442,SUP-0549,"[""LINE-FAC-035-7"", ""LINE-FAC-017-1"", ""LINE-FAC-035-8""]"
PART-04443,Bearing Assembly 4443,SUP-0366,"[""LINE-FAC-004-1"", ""LINE-FAC-037-2""]"
PART-04444,Coupling 4444,SUP-0376,"[""LINE-FAC-039-7""]"
PART-04445,Bracket 4445,SUP-0254,"[""LINE-FAC-027-3"", ""LINE-FAC-018-5"", ""LINE-FAC-010-6""]"
PART-04446,Gasket 4446,SUP-0340,"[""LINE-FAC-020-7"", ""LINE-FAC-011-4"", ""LINE-FAC-026-8""]"
PART-04447,Bracket 4447,SUP-0489,"[""LINE-FAC-037-5""]"
PART-04448,Wiring Harness 4448,SUP-0585,"[""LINE-FAC-022-8"", ""LINE-FAC-012-4""]"
PART-04449,Coupling 4449,SUP-0704,"[""LINE-FAC-027-5"", ""LINE-FAC-002-3""]"
PART-04450,Bushing 4450,SUP-0281,"[""LINE-FAC-022-7"", ""LINE-FAC-014-3""]"
PART-04451,Valve Body 4451,SUP-0612,"[""LINE-FAC-009-8""]"
PART-04452,Gasket 4452,SUP-0013,"[""LINE-FAC-024-4"", ""LINE-FAC-033-2"", ""LINE-FAC-039-3""]"
PART-04453,Housing 4453,SUP-0412,"[""LINE-FAC-004-4"", ""LINE-FAC-036-7""]"
PART-04454,Valve Body 4454,SUP-0449,"[""LINE-FAC-028-5"", ""LINE-FAC-016-6""]"
PART-04455,Coupling 4455,SUP-0958,"[""LINE-FAC-040-3""]"
PART-04456,Valve Body 4456,SUP-0369,"[""LINE-FAC-004-8"", ""LINE-FAC-011-6""]"
PART-04457,Coupling 4457,SUP-0258,"[""LINE-FAC-038-3"", ""LINE-FAC-021-3"", ""LINE-FAC-009-3""]"
PART-04458,Bushing 4458,SUP-0147,"[""LINE-FAC-018-1"", ""LINE-FAC-017-8""]"
PART-04459,Housing 4459,SUP-0760,"[""LINE-FAC-011-8"", ""LINE-FAC-008-3"", ""LINE-FAC-035-3""]"
PART-04460,Actuator 4460,SUP-0535,"[""LINE-FAC-002-8"", ""LINE-FAC-027-6""]"
PART-04461,Wiring Harness 4461,SUP-0650,"[""LINE-FAC-030-5""]"
PART-04462,Bracket 4462,SUP-0069,"[""LINE-FAC-016-7"", ""LINE-FAC-035-4"", ""LINE-FAC-035-8""]"
PART-04463,Bushing 4463,SUP-0685,"[""LINE-FAC-032-1""]"
PART-04464,Bearing Assembly 4464,SUP-0683,"[""LINE-FAC-023-4"", ""LINE-FAC-006-3""]"
PART-04465,Bushing 4465,SUP-0917,"[""LINE-FAC-030-6"", ""LINE-FAC-015-1"", ""LINE-FAC-022-5""]"
PART-04466,Actuator 4466,SUP-0862,"[""LINE-FAC-033-6""]"
PART-04467,Sensor Module 4467,SUP-0035,"[""LINE-FAC-017-1""]"
PART-04468,Wiring Harness 4468,SUP-0413,"[""LINE-FAC-039-1""]"
PART-04469,Sensor Module 4469,SUP-0971,"[""LINE-FAC-040-8"", ""LINE-FAC-007-1""]"
PART-04470,Sensor Module 4470,SUP-0294,"[""LINE-FAC-027-1"", ""LINE-FAC-014-8""]"
PART-04471,Valve Body 4471,SUP-0963,"[""LINE-FAC-027-5"", ""LINE-FAC-001-7""]"
PART-04472,Actuator 4472,SUP-0807,"[""LINE-FAC-040-5""]"
PART-04473,Valve Body 4473,SUP-0398,"[""LINE-FAC-037-6"", ""LINE-FAC-006-7""]"
PART-04474,Sensor Module 4474,SUP-0388,"[""LINE-FAC-015-2"", ""LINE-FAC-005-6"", ""LINE-FAC-021-3""]"
PART-04475,Gasket 4475,SUP-0172,"[""LINE-FAC-002-6""]"
PART-04476,Housing 4476,SUP-0052,"[""LINE-FAC-006-6""]"
PART-04477,Coupling 4477,SUP-0182,"[""LINE-FAC-011-1"", ""LINE-FAC-001-6""]"
PART-04478,Housing 4478,SUP-0089,"[""LINE-FAC-005-8"", ""LINE-FAC-029-8"", ""LINE-FAC-030-1""]"
PART-04479,Bearing Assembly 4479,SUP-0905,"[""LINE-FAC-013-8"", ""LINE-FAC-014-3""]"
PART-04480,Valve Body 4480,SUP-0951,"[""LINE-FAC-014-8"", ""LINE-FAC-016-1""]"
PART-04481,Wiring Harness 4481,SUP-0253,"[""LINE-FAC-013-1"", ""LINE-FAC-022-5"", ""LINE-FAC-020-1""]"
PART-04482,Gasket 4482,SUP-0974,"[""LINE-FAC-007-4"", ""LINE-FAC-024-8""]"
PART-04483,Actuator 4483,SUP-0614,"[""LINE-FAC-031-6""]"
PART-04484,Wiring Harness 4484,SUP-0756,"[""LINE-FAC-006-4"", ""LINE-FAC-009-1""]"
PART-04485,Bearing Assembly 4485,SUP-0676,"[""LINE-FAC-027-5""]"
PART-04486,Actuator 4486,SUP-0556,"[""LINE-FAC-031-2""]"
PART-04487,Bearing Assembly 4487,SUP-0369,"[""LINE-FAC-015-3"", ""LINE-FAC-003-6"", ""LINE-FAC-035-2""]"
PART-04488,Bearing Assembly 4488,SUP-0436,"[""LINE-FAC-027-5"", ""LINE-FAC-032-3"", ""LINE-FAC-022-4""]"
PART-04489,Gasket 4489,SUP-0851,"[""LINE-FAC-026-7""]"
PART-04490,Gasket 4490,SUP-0299,"[""LINE-FAC-014-3"", ""LINE-FAC-032-8""]"
PART-04491,Bracket 4491,SUP-0024,"[""LINE-FAC-032-3""]"
PART-04492,Wiring Harness 4492,SUP-0587,"[""LINE-FAC-031-7"", ""LINE-FAC-030-4""]"
PART-04493,Coupling 4493,SUP-0805,"[""LINE-FAC-028-1"", ""LINE-FAC-003-3""]"
PART-04494,Gasket 4494,SUP-0618,"[""LINE-FAC-021-3""]"
PART-04495,Wiring Harness 4495,SUP-0984,"[""LINE-FAC-013-1"", ""LINE-FAC-039-3"", ""LINE-FAC-034-7""]"
PART-04496,Bracket 4496,SUP-0113,"[""LINE-FAC-012-6""]"
PART-04497,Wiring Harness 4497,SUP-0468,"[""LINE-FAC-013-7"", ""LINE-FAC-035-6"", ""LINE-FAC-036-5""]"
PART-04498,Sensor Module 4498,SUP-0576,"[""LINE-FAC-035-3""]"
PART-04499,Gasket 4499,SUP-0547,"[""LINE-FAC-008-4"", ""LINE-FAC-016-6"", ""LINE-FAC-008-1""]"
PART-04500,Gasket 4500,SUP-0203,"[""LINE-FAC-022-3""]"
PART-04501,Actuator 4501,SUP-0974,"[""LINE-FAC-026-3"", ""LINE-FAC-011-6""]"
PART-04502,Bushing 4502,SUP-0686,"[""LINE-FAC-016-2""]"
PART-04503,Wiring Harness 4503,SUP-0671,"[""LINE-FAC-003-6""]"
PART-04504,Sensor Module 4504,SUP-0219,"[""LINE-FAC-014-5"", ""LINE-FAC-026-1""]"
PART-04505,Sensor Module 4505,SUP-0647,"[""LINE-FAC-004-4"", ""LINE-FAC-032-2"", ""LINE-FAC-004-2""]"
PART-04506,Coupling 4506,SUP-0478,"[""LINE-FAC-023-3"", ""LINE-FAC-029-2"", ""LINE-FAC-036-5""]"
PART-04507,Gasket 4507,SUP-0400,"[""LINE-FAC-010-5"", ""LINE-FAC-003-4""]"
PART-04508,Bracket 4508,SUP-0216,"[""LINE-FAC-002-5"", ""LINE-FAC-022-4"", ""LINE-FAC-014-6""]"
PART-04509,Gasket 4509,SUP-0003,"[""LINE-FAC-005-2""]"
PART-04510,Gasket 4510,SUP-0867,"[""LINE-FAC-001-1"", ""LINE-FAC-018-5""]"
PART-04511,Bracket 4511,SUP-0253,"[""LINE-FAC-011-6"", ""LINE-FAC-028-3""]"
PART-04512,Wiring Harness 4512,SUP-0980,"[""LINE-FAC-025-3""]"
PART-04513,Actuator 4513,SUP-0014,"[""LINE-FAC-004-7"", ""LINE-FAC-039-6"", ""LINE-FAC-030-7""]"
PART-04514,Wiring Harness 4514,SUP-0350,"[""LINE-FAC-034-8"", ""LINE-FAC-036-1"", ""LINE-FAC-017-6""]"
PART-04515,Actuator 4515,SUP-0107,"[""LINE-FAC-022-3"", ""LINE-FAC-035-3"", ""LINE-FAC-038-3""]"
PART-04516,Gasket 4516,SUP-0793,"[""LINE-FAC-021-4"", ""LINE-FAC-008-4""]"
PART-04517,Sensor Module 4517,SUP-0439,"[""LINE-FAC-008-2""]"
PART-04518,Actuator 4518,SUP-0693,"[""LINE-FAC-038-2"", ""LINE-FAC-031-5"", ""LINE-FAC-013-5""]"
PART-04519,Bushing 4519,SUP-0205,"[""LINE-FAC-017-4"", ""LINE-FAC-008-8""]"
PART-04520,Sensor Module 4520,SUP-0677,"[""LINE-FAC-037-4"", ""LINE-FAC-027-8""]"
PART-04521,Sensor Module 4521,SUP-0304,"[""LINE-FAC-026-4"", ""LINE-FAC-002-5"", ""LINE-FAC-013-5""]"
PART-04522,Valve Body 4522,SUP-0765,"[""LINE-FAC-040-7""]"
PART-04523,Bracket 4523,SUP-0040,"[""LINE-FAC-004-4"", ""LINE-FAC-007-6""]"
PART-04524,Wiring Harness 4524,SUP-0818,"[""LINE-FAC-006-5"", ""LINE-FAC-017-3""]"
PART-04525,Valve Body 4525,SUP-0858,"[""LINE-FAC-002-3"", ""LINE-FAC-038-4""]"
PART-04526,Wiring Harness 4526,SUP-0374,"[""LINE-FAC-003-6"", ""LINE-FAC-013-8""]"
PART-04527,Wiring Harness 4527,SUP-0578,"[""LINE-FAC-019-7"", ""LINE-FAC-032-1""]"
PART-04528,Housing 4528,SUP-0124,"[""LINE-FAC-013-5"", ""LINE-FAC-023-4""]"
PART-04529,Gasket 4529,SUP-0167,"[""LINE-FAC-018-6""]"
PART-04530,Valve Body 4530,SUP-0748,"[""LINE-FAC-036-3"", ""LINE-FAC-007-7""]"
PART-04531,Actuator 4531,SUP-0785,"[""LINE-FAC-033-8"", ""LINE-FAC-006-3""]"
PART-04532,Coupling 4532,SUP-0934,"[""LINE-FAC-007-6"", ""LINE-FAC-026-3"", ""LINE-FAC-035-4""]"
PART-04533,Gasket 4533,SUP-0939,"[""LINE-FAC-033-6""]"
PART-04534,Wiring Harness 4534,SUP-0320,"[""LINE-FAC-014-5""]"
PART-04535,Coupling 4535,SUP-0837,"[""LINE-FAC-013-4"", ""LINE-FAC-002-7""]"
PART-04536,Wiring Harness 4536,SUP-0167,"[""LINE-FAC-005-7"", ""LINE-FAC-003-4""]"
PART-04537,Coupling 4537,SUP-0555,"[""LINE-FAC-002-2"", ""LINE-FAC-026-8"", ""LINE-FAC-006-6""]"
PART-04538,Actuator 4538,SUP-0030,"[""LINE-FAC-007-6""]"
PART-04539,Bracket 4539,SUP-0594,"[""LINE-FAC-005-6""]"
PART-04540,Valve Body 4540,SUP-0876,"[""LINE-FAC-005-3"", ""LINE-FAC-018-3""]"
PART-04541,Bracket 4541,SUP-0661,"[""LINE-FAC-009-1"", ""LINE-FAC-035-5""]"
PART-04542,Valve Body 4542,SUP-0354,"[""LINE-FAC-036-6"", ""LINE-FAC-011-7""]"
PART-04543,Sensor Module 4543,SUP-0428,"[""LINE-FAC-034-4"", ""LINE-FAC-008-8""]"
PART-04544,Sensor Module 4544,SUP-0354,"[""LINE-FAC-029-4"", ""LINE-FAC-006-7"", ""LINE-FAC-036-8""]"
PART-04545,Bushing 4545,SUP-0202,"[""LINE-FAC-003-5"", ""LINE-FAC-007-4""]"
PART-04546,Sensor Module 4546,SUP-0362,"[""LINE-FAC-020-7"", ""LINE-FAC-005-1""]"
PART-04547,Wiring Harness 4547,SUP-0255,"[""LINE-FAC-038-4""]"
PART-04548,Valve Body 4548,SUP-0760,"[""LINE-FAC-037-6"", ""LINE-FAC-040-6"", ""LINE-FAC-001-3""]"
PART-04549,Valve Body 4549,SUP-0041,"[""LINE-FAC-028-7"", ""LINE-FAC-039-7""]"
PART-04550,Bearing Assembly 4550,SUP-0956,"[""LINE-FAC-010-5""]"
PART-04551,Gasket 4551,SUP-0530,"[""LINE-FAC-003-4"", ""LINE-FAC-002-1"", ""LINE-FAC-006-5""]"
PART-04552,Coupling 4552,SUP-0636,"[""LINE-FAC-032-3"", ""LINE-FAC-021-1""]"
PART-04553,Housing 4553,SUP-0780,"[""LINE-FAC-005-8"", ""LINE-FAC-034-1""]"
PART-04554,Gasket 4554,SUP-0325,"[""LINE-FAC-008-2"", ""LINE-FAC-036-1""]"
PART-04555,Bearing Assembly 4555,SUP-0151,"[""LINE-FAC-032-8"", ""LINE-FAC-018-4""]"
