signal_id,product_id,store_id,signal_type,trend_percent,detected_at
SIG-11716,PROD-00291,STORE-0367,seasonal,74.7,2026-04-15
SIG-11717,PROD-01021,STORE-0274,decline,59.2,2026-03-20
SIG-11718,PROD-04353,STORE-0060,seasonal,20.0,2026-01-15
SIG-11719,PROD-03426,STORE-0037,seasonal,-18.0,2026-02-16
SIG-11720,PROD-00245,STORE-0161,seasonal,-21.0,2026-07-26
SIG-11721,PROD-04049,STORE-0382,spike,-35.0,2026-04-05
SIG-11722,PROD-03144,STORE-0429,decline,68.3,2026-08-04
SIG-11723,PROD-01102,STORE-0058,decline,-3.7,2026-04-10
SIG-11724,PROD-03194,STORE-0424,seasonal,60.0,2026-05-21
SIG-11725,PROD-00626,STORE-0156,decline,41.9,2026-07-13
SIG-11726,PROD-00005,STORE-0225,decline,-36.5,2026-03-05
SIG-11727,PROD-00757,STORE-0459,spike,-39.5,2026-02-06
SIG-11728,PROD-02259,STORE-0384,seasonal,42.4,2026-03-15
SIG-11729,PROD-03039,STORE-0338,spike,-2.7,2026-08-16
SIG-11730,PROD-00072,STORE-0307,spike,24.1,2026-07-16
SIG-11731,PROD-02561,STORE-0238,decline,-34.0,2026-06-06
SIG-11732,PROD-02018,STORE-0474,decline,11.2,2026-05-22
SIG-11733,PROD-02499,STORE-0172,spike,43.4,2026-07-04
SIG-11734,PROD-04037,STORE-0013,spike,12.5,2026-05-05
SIG-11735,PROD-02734,STORE-0378,decline,-31.9,2026-04-23
SIG-11736,PROD-04158,STORE-0446,spike,65.5,2026-07-26
SIG-11737,PROD-03006,STORE-0425,seasonal,16.6,2026-02-04
SIG-11738,PROD-01439,STORE-0192,spike,13.0,2026-04-06
SIG-11739,PROD-02734,STORE-0160,seasonal,73.2,2026-06-12
SIG-11740,PROD-02379,STORE-0241,spike,57.3,2026-03-11
SIG-11741,PROD-03119,STORE-0050,spike,5.6,2026-07-07
SIG-11742,PROD-04399,STORE-0095,decline,14.3,2026-04-03
SIG-11743,PROD-04924,STORE-0039,spike,21.1,2026-02-14
SIG-11744,PROD-01573,STORE-0375,decline,38.8,2026-01-21
SIG-11745,PROD-00659,STORE-0324,decline,-23.0,2026-01-17
SIG-11746,PROD-04397,STORE-0211,spike,-20.6,2026-04-10
SIG-11747,PROD-01612,STORE-0298,seasonal,15.2,2026-02-28
SIG-11748,PROD-02258,STORE-0073,seasonal,20.2,2026-05-13
SIG-11749,PROD-04980,STORE-0071,spike,78.8,2026-08-05
SIG-11750,PROD-00297,STORE-0468,spike,34.6,2026-01-02
SIG-11751,PROD-01604,STORE-0356,spike,-6.7,2026-08-28
SIG-11752,PROD-04638,STORE-0181,spike,20.8,2026-01-20
SIG-11753,PROD-03607,STORE-0144,decline,25.7,2026-01-18
SIG-11754,PROD-01729,STORE-0156,seasonal,6.5,2026-05-08
SIG-11755,PROD-02477,STORE-0059,decline,1.1,2026-01-25
SIG-11756,PROD-00997,STORE-0461,seasonal,-34.4,2026-06-03
SIG-11757,PROD-00658,STORE-0094,decline,-23.9,2026-03-10
SIG-11758,PROD-03152,STORE-0297,seasonal,13.0,2026-01-09
SIG-11759,PROD-02643,STORE-0063,decline,48.7,2026-06-05
SIG-11760,PROD-02077,STORE-0482,seasonal,7.9,2026-01-17
SIG-11761,PROD-00943,STORE-0200,seasonal,65.0,2026-08-19
SIG-11762,PROD-03942,STORE-0486,spike,54.8,2026-05-23
SIG-11763,PROD-00993,STORE-0309,decline,29.0,2026-08-28
SIG-11764,PROD-00546,STORE-0031,seasonal,-13.4,2026-04-09
SIG-11765,PROD-00580,STORE-0002,seasonal,78.7,2026-07-24
SIG-11766,PROD-00759,STORE-0131,seasonal,39.2,2026-08-23
SIG-11767,PROD-03183,STORE-0007,decline,14.8,2026-03-11
SIG-11768,PROD-04603,STORE-0187,decline,50.0,2026-03-23
SIG-11769,PROD-01783,STORE-0494,spike,41.9,2026-01-16
SIG-11770,PROD-00481,STORE-0291,decline,-1.3,2026-01-08
SIG-11771,PROD-00144,STORE-0273,seasonal,3.2,2026-01-20
SIG-11772,PROD-00301,STORE-0424,seasonal,26.4,2026-03-10
SIG-11773,PROD-04634,STORE-0184,decline,18.3,2026-04-03
SIG-11774,PROD-01526,STORE-0094,seasonal,-32.9,2026-08-24
SIG-11775,PROD-01058,STORE-0363,seasonal,-23.4,2026-08-19
SIG-11776,PROD-00060,STORE-0341,decline,56.9,2026-06-27
SIG-11777,PROD-04088,STORE-0340,spike,68.9,2026-01-22
SIG-11778,PROD-03152,STORE-0219,decline,-14.4,2026-02-13
SIG-11779,PROD-04925,STORE-0232,seasonal,75.6,2026-01-19
SIG-11780,PROD-01207,STORE-0105,decline,68.2,2026-04-22
SIG-11781,PROD-03374,STORE-0163,spike,-1.5,2026-05-24
SIG-11782,PROD-00472,STORE-0222,decline,67.3,2026-04-04
SIG-11783,PROD-01816,STORE-0021,seasonal,69.2,2026-08-18
SIG-11784,PROD-02879,STORE-0147,spike,29.6,2026-08-23
SIG-11785,PROD-01802,STORE-0367,spike,7.8,2026-02-13
SIG-11786,PROD-00643,STORE-0013,seasonal,-24.7,2026-03-17
SIG-11787,PROD-01305,STORE-0356,decline,-16.1,2026-04-17
SIG-11788,PROD-00491,STORE-0476,seasonal,61.1,2026-05-10
SIG-11789,PROD-00010,STORE-0021,spike,-24.7,2026-02-13
SIG-11790,PROD-00922,STORE-0182,decline,-14.2,2026-01-25
SIG-11791,PROD-00101,STORE-0276,spike,-22.5,2026-05-17
SIG-11792,PROD-00887,STORE-0443,spike,11.0,2026-08-14
SIG-11793,PROD-00597,STORE-0265,decline,56.7,2026-03-01
SIG-11794,PROD-01041,STORE-0335,decline,4.5,2026-05-04
SIG-11795,PROD-00044,STORE-0481,decline,-13.9,2026-04-23
SIG-11796,PROD-01455,STORE-0098,decline,-37.2,2026-02-16
SIG-11797,PROD-00641,STORE-0364,decline,58.5,2026-06-19
SIG-11798,PROD-02374,STORE-0416,seasonal,44.1,2026-07-24
SIG-11799,PROD-02718,STORE-0125,decline,-35.7,2026-06-15
SIG-11800,PROD-02075,STORE-0117,spike,70.4,2026-08-11
SIG-11801,PROD-03462,STORE-0169,spike,77.2,2026-02-10
SIG-11802,PROD-03063,STORE-0092,decline,12.9,2026-08-17
SIG-11803,PROD-04200,STORE-0464,decline,53.9,2026-05-13
SIG-11804,PROD-03176,STORE-0411,seasonal,39.6,2026-01-03
SIG-11805,PROD-01220,STORE-0189,decline,56.4,2026-08-07
SIG-11806,PROD-01263,STORE-0422,seasonal,-21.0,2026-06-23
SIG-11807,PROD-04080,STORE-0144,decline,-24.0,2026-03-14
SIG-11808,PROD-04519,STORE-0429,decline,-23.2,2026-02-19
SIG-11809,PROD-04580,STORE-0133,seasonal,50.9,2026-05-11
SIG-11810,PROD-01202,STORE-0034,decline,68.9,2026-02-07
SIG-11811,PROD-03800,STORE-0027,seasonal,59.2,2026-05-08
SIG-11812,PROD-04319,STORE-0218,seasonal,56.8,2026-07-09
SIG-11813,PROD-00247,STORE-0130,seasonal,21.1,2026-06-13
SIG-11814,PROD-01328,STORE-0302,decline,6.2,2026-06-14
SIG-11815,PROD-03099,STORE-0255,spike,53.2,2026-02-25
SIG-11816,PROD-00590,STORE-0105,decline,-36.0,2026-05-07
SIG-11817,PROD-03946,STORE-0070,seasonal,5.6,2026-07-28
SIG-11818,PROD-03041,STORE-0378,seasonal,-25.9,2026-01-10
SIG-11819,PROD-04593,STORE-0394,seasonal,25.1,2026-06-11
SIG-11820,PROD-04169,STORE-0420,spike,65.4,2026-07-21
SIG-11821,PROD-03671,STORE-0029,decline,11.7,2026-08-09
SIG-11822,PROD-04240,STORE-0027,decline,-21.8,2026-04-13
SIG-11823,PROD-04525,STORE-0443,decline,35.0,2026-04-22
SIG-11824,PROD-04623,STORE-0446,decline,16.5,2026-07-10
SIG-11825,PROD-01873,STORE-0136,spike,-3.7,2026-08-19
SIG-11826,PROD-03680,STORE-0332,decline,-4.2,2026-07-18
SIG-11827,PROD-03106,STORE-0098,seasonal,45.1,2026-03-17
SIG-11828,PROD-01895,STORE-0217,decline,2.3,2026-06-20
SIG-11829,PROD-01384,STORE-0215,spike,18.4,2026-07-22
SIG-11830,PROD-01713,STORE-0286,spike,32.7,2026-01-14
SIG-11831,PROD-02267,STORE-0308,seasonal,4.2,2026-08-13
SIG-11832,PROD-01677,STORE-0058,spike,46.2,2026-08-16
SIG-11833,PROD-00130,STORE-0135,decline,46.2,2026-05-26
SIG-11834,PROD-04976,STORE-0445,decline,52.6,2026-01-16
SIG-11835,PROD-00700,STORE-0286,decline,15.8,2026-01-15
SIG-11836,PROD-01898,STORE-0478,seasonal,45.3,2026-04-19
SIG-11837,PROD-02573,STORE-0099,spike,-21.8,2026-01-19
SIG-11838,PROD-03339,STORE-0202,decline,1.5,2026-08-03
SIG-11839,PROD-04818,STORE-0473,spike,30.0,2026-08-13
SIG-11840,PROD-03990,STORE-0415,decline,-22.3,2026-02-10
SIG-11841,PROD-04907,STORE-0108,decline,70.5,2026-01-10
SIG-11842,PROD-01791,STORE-0358,seasonal,-39.2,2026-06-22
SIG-11843,PROD-04367,STORE-0391,decline,-15.9,2026-05-26
SIG-11844,PROD-01168,STORE-0041,seasonal,36.2,2026-06-02
SIG-11845,PROD-00150,STORE-0160,spike,25.7,2026-08-19
SIG-11846,PROD-04212,STORE-0373,spike,25.6,2026-08-27
SIG-11847,PROD-04900,STORE-0433,decline,70.2,2026-06-25
SIG-11848,PROD-01581,STORE-0089,spike,42.6,2026-01-15
SIG-11849,PROD-02767,STORE-0430,spike,57.2,2026-07-27
SIG-11850,PROD-04777,STORE-0075,decline,-25.6,2026-03-23
SIG-11851,PROD-04617,STORE-0296,spike,19.7,2026-06-20
SIG-11852,PROD-00304,STORE-0238,seasonal,54.0,2026-07-13
SIG-11853,PROD-01343,STORE-0351,decline,-16.6,2026-02-26
SIG-11854,PROD-01635,STORE-0189,seasonal,66.1,2026-07-06
SIG-11855,PROD-02847,STORE-0401,decline,53.3,2026-01-10
SIG-11856,PROD-01540,STORE-0328,decline,-6.2,2026-08-28
SIG-11857,PROD-03644,STORE-0488,seasonal,-10.1,2026-08-14
SIG-11858,PROD-02829,STORE-0301,decline,-15.5,2026-07-10
SIG-11859,PROD-03308,STORE-0270,decline,13.5,2026-08-14
SIG-11860,PROD-04680,STORE-0180,spike,-8.6,2026-02-09
SIG-11861,PROD-01731,STORE-0276,spike,58.4,2026-02-06
SIG-11862,PROD-00874,STORE-0253,decline,-12.5,2026-06-08
SIG-11863,PROD-03472,STORE-0018,decline,-8.7,2026-07-12
SIG-11864,PROD-04246,STORE-0498,decline,74.8,2026-04-16
SIG-11865,PROD-03403,STORE-0199,decline,44.5,2026-08-13
SIG-11866,PROD-04809,STORE-0057,decline,-25.2,2026-05-20
SIG-11867,PROD-02426,STORE-0098,decline,-27.5,2026-05-12
SIG-11868,PROD-02621,STORE-0149,decline,10.8,2026-06-10
SIG-11869,PROD-01633,STORE-0286,decline,41.7,2026-07-15
SIG-11870,PROD-02373,STORE-0466,decline,23.2,2026-01-24
SIG-11871,PROD-03642,STORE-0200,spike,28.1,2026-01-01
SIG-11872,PROD-02264,STORE-0447,spike,-33.1,2026-06-06
SIG-11873,PROD-00281,STORE-0473,seasonal,63.2,2026-03-05
SIG-11874,PROD-04892,STORE-0015,seasonal,76.2,2026-06-22
SIG-11875,PROD-01216,STORE-0200,decline,8.2,2026-06-13
SIG-11876,PROD-02156,STORE-0365,decline,-13.4,2026-05-25
SIG-11877,PROD-00058,STORE-0067,seasonal,63.4,2026-08-23
SIG-11878,PROD-04142,STORE-0484,spike,5.1,2026-06-13
SIG-11879,PROD-01577,STORE-0020,decline,-29.6,2026-01-15
SIG-11880,PROD-00815,STORE-0319,spike,35.2,2026-07-18
SIG-11881,PROD-00351,STORE-0200,decline,59.6,2026-07-17
SIG-11882,PROD-01201,STORE-0147,decline,53.7,2026-01-19
SIG-11883,PROD-00799,STORE-0169,decline,-3.5,2026-08-07
SIG-11884,PROD-02069,STORE-0336,decline,-31.1,2026-05-01
SIG-11885,PROD-00848,STORE-0347,spike,26.4,2026-02-05
SIG-11886,PROD-01043,STORE-0452,decline,-35.4,2026-02-02
SIG-11887,PROD-01247,STORE-0459,seasonal,56.3,2026-07-19
SIG-11888,PROD-03236,STORE-0240,spike,41.8,2026-08-14
SIG-11889,PROD-02568,STORE-0429,decline,1.5,2026-05-02
SIG-11890,PROD-04261,STORE-0043,decline,38.1,2026-05-23
SIG-11891,PROD-00157,STORE-0199,decline,31.8,2026-07-12
SIG-11892,PROD-03011,STORE-0393,seasonal,-17.9,2026-04-02
SIG-11893,PROD-02282,STORE-0129,decline,53.8,2026-08-25
SIG-11894,PROD-04086,STORE-0493,decline,-25.0,2026-05-01
SIG-11895,PROD-02638,STORE-0165,decline,-31.1,2026-07-05
SIG-11896,PROD-02151,STORE-0354,seasonal,-36.7,2026-04-06
SIG-11897,PROD-03993,STORE-0056,spike,26.1,2026-07-02
SIG-11898,PROD-04617,STORE-0182,spike,63.3,2026-04-13
SIG-11899,PROD-02959,STORE-0150,spike,68.9,2026-02-06
SIG-11900,PROD-03387,STORE-0263,decline,-27.7,2026-08-14
SIG-11901,PROD-04049,STORE-0207,seasonal,48.4,2026-04-28
SIG-11902,PROD-01254,STORE-0410,decline,-19.9,2026-06-07
SIG-11903,PROD-02472,STORE-0378,seasonal,-21.9,2026-06-08
SIG-11904,PROD-01394,STORE-0180,spike,-39.3,2026-04-21
SIG-11905,PROD-01569,STORE-0289,decline,-20.0,2026-05-06
SIG-11906,PROD-01722,STORE-0378,decline,24.9,2026-07-12
SIG-11907,PROD-02273,STORE-0211,decline,31.5,2026-06-27
SIG-11908,PROD-00054,STORE-0081,spike,-10.9,2026-05-24
SIG-11909,PROD-04481,STORE-0080,decline,-21.5,2026-07-08
SIG-11910,PROD-00821,STORE-0261,spike,69.9,2026-01-13
SIG-11911,PROD-01934,STORE-0150,seasonal,48.1,2026-07-21
SIG-11912,PROD-01892,STORE-0338,decline,-20.8,2026-06-12
SIG-11913,PROD-04782,STORE-0372,seasonal,53.0,2026-01-18
SIG-11914,PROD-02992,STORE-0490,seasonal,45.8,2026-04-10
SIG-11915,PROD-02928,STORE-0500,decline,39.4,2026-07-21
SIG-11916,PROD-02487,STORE-0448,decline,-39.7,2026-02-21
SIG-11917,PROD-04582,STORE-0166,spike,43.6,2026-01-10
SIG-11918,PROD-03538,STORE-0293,spike,23.4,2026-05-07
SIG-11919,PROD-04770,STORE-0138,seasonal,41.1,2026-03-23
SIG-11920,PROD-01747,STORE-0299,spike,-17.2,2026-05-09
SIG-11921,PROD-04702,STORE-0300,spike,4.4,2026-03-20
SIG-11922,PROD-02374,STORE-0394,decline,44.6,2026-04-15
SIG-11923,PROD-00665,STORE-0283,seasonal,0.1,2026-07-13
SIG-11924,PROD-00426,STORE-0458,decline,47.5,2026-06-04
SIG-11925,PROD-04390,STORE-0427,decline,64.2,2026-03-04
SIG-11926,PROD-03111,STORE-0184,seasonal,37.4,2026-07-10
SIG-11927,PROD-01874,STORE-0372,spike,48.3,2026-01-11
SIG-11928,PROD-02346,STORE-0138,seasonal,-30.4,2026-06-08
SIG-11929,PROD-03282,STORE-0104,decline,-0.9,2026-05-11
SIG-11930,PROD-02771,STORE-0420,decline,-7.0,2026-08-01
SIG-11931,PROD-02217,STORE-0088,spike,-38.5,2026-06-09
SIG-11932,PROD-04959,STORE-0373,decline,-6.8,2026-07-03
SIG-11933,PROD-01801,STORE-0025,seasonal,17.7,2026-01-21
SIG-11934,PROD-02618,STORE-0137,spike,50.0,2026-05-08
SIG-11935,PROD-01758,STORE-0199,spike,-27.0,2026-02-10
SIG-11936,PROD-03554,STORE-0424,decline,41.4,2026-04-26
SIG-11937,PROD-03292,STORE-0420,spike,43.1,2026-05-15
SIG-11938,PROD-01224,STORE-0109,spike,74.9,2026-04-01
SIG-11939,PROD-04348,STORE-0123,spike,-2.5,2026-06-10
SIG-11940,PROD-03722,STORE-0135,decline,61.5,2026-05-02
SIG-11941,PROD-01389,STORE-0144,seasonal,33.7,2026-08-11
SIG-11942,PROD-00764,STORE-0436,decline,3.4,2026-04-14
SIG-11943,PROD-02253,STORE-0449,spike,2.5,2026-04-06
SIG-11944,PROD-00808,STORE-0343,seasonal,32.3,2026-06-19
SIG-11945,PROD-02035,STORE-0020,seasonal,-39.3,2026-08-19
SIG-11946,PROD-03101,STORE-0134,decline,24.6,2026-08-06
SIG-11947,PROD-03012,STORE-0282,spike,16.2,2026-03-24
SIG-11948,PROD-03780,STORE-0225,decline,-20.9,2026-03-20
SIG-11949,PROD-00739,STORE-0462,seasonal,-9.3,2026-01-04
SIG-11950,PROD-03786,STORE-0170,spike,12.1,2026-01-12
SIG-11951,PROD-04364,STORE-0129,spike,67.9,2026-07-20
SIG-11952,PROD-04419,STORE-0227,spike,25.9,2026-07-26
SIG-11953,PROD-00919,STORE-0477,decline,-26.0,2026-08-28
SIG-11954,PROD-01238,STORE-0009,seasonal,-3.6,2026-07-07
SIG-11955,PROD-03011,STORE-0283,spike,-21.8,2026-03-08
SIG-11956,PROD-02871,STORE-0194,seasonal,15.0,2026-06-26
SIG-11957,PROD-03950,STORE-0189,decline,27.6,2026-01-21
SIG-11958,PROD-03978,STORE-0253,spike,-37.7,2026-03-26
SIG-11959,PROD-00601,STORE-0029,spike,51.0,2026-03-04
SIG-11960,PROD-00119,STORE-0279,spike,32.7,2026-03-24
SIG-11961,PROD-01778,STORE-0432,seasonal,-24.3,2026-02-10
SIG-11962,PROD-04144,STORE-0487,decline,-8.4,2026-06-18
SIG-11963,PROD-03475,STORE-0471,spike,72.9,2026-08-06
SIG-11964,PROD-00747,STORE-0219,seasonal,-9.3,2026-07-15
SIG-11965,PROD-03162,STORE-0392,spike,78.9,2026-08-05
SIG-11966,PROD-02919,STORE-0320,decline,-33.1,2026-07-02
SIG-11967,PROD-04273,STORE-0118,decline,59.2,2026-04-17
SIG-11968,PROD-03989,STORE-0309,decline,-3.8,2026-01-21
SIG-11969,PROD-03026,STORE-0111,seasonal,-7.1,2026-04-20
SIG-11970,PROD-00217,STORE-0220,seasonal,54.6,2026-06-12
SIG-11971,PROD-04156,STORE-0398,spike,41.3,2026-01-04
SIG-11972,PROD-00119,STORE-0066,seasonal,13.0,2026-06-28
SIG-11973,PROD-00513,STORE-0195,spike,80.0,2026-04-02
SIG-11974,PROD-00881,STORE-0453,spike,62.6,2026-04-22
SIG-11975,PROD-03449,STORE-0163,spike,1.3,2026-02-19
SIG-11976,PROD-00905,STORE-0233,decline,-24.3,2026-08-21
SIG-11977,PROD-03267,STORE-0453,spike,-17.6,2026-05-27
SIG-11978,PROD-01028,STORE-0303,seasonal,10.7,2026-03-20
SIG-11979,PROD-00001,STORE-0431,decline,32.8,2026-04-01
SIG-11980,PROD-03122,STORE-0108,spike,26.7,2026-08-23
SIG-11981,PROD-03850,STORE-0263,spike,61.8,2026-08-03
SIG-11982,PROD-05000,STORE-0376,decline,35.6,2026-07-03
SIG-11983,PROD-02981,STORE-0005,spike,72.5,2026-03-07
SIG-11984,PROD-04254,STORE-0182,spike,27.8,2026-06-13
SIG-11985,PROD-01182,STORE-0054,decline,-21.2,2026-03-28
SIG-11986,PROD-04931,STORE-0426,seasonal,-9.0,2026-03-11
SIG-11987,PROD-04257,STORE-0364,decline,-1.6,2026-07-03
SIG-11988,PROD-04984,STORE-0321,spike,44.6,2026-01-07
SIG-11989,PROD-01903,STORE-0454,decline,58.9,2026-03-21
SIG-11990,PROD-00524,STORE-0412,seasonal,-28.9,2026-01-28
SIG-11991,PROD-02860,STORE-0218,decline,51.7,2026-02-24
SIG-11992,PROD-00955,STORE-0302,decline,-21.3,2026-01-12
SIG-11993,PROD-04447,STORE-0020,decline,70.0,2026-05-27
SIG-11994,PROD-04121,STORE-0108,decline,73.0,2026-01-11
SIG-11995,PROD-04414,STORE-0037,decline,-0.4,2026-02-28
SIG-11996,PROD-00941,STORE-0195,spike,29.1,2026-05-25
SIG-11997,PROD-00807,STORE-0239,decline,59.1,2026-02-22
SIG-11998,PROD-04075,STORE-0004,seasonal,-11.8,2026-02-26
SIG-11999,PROD-03496,STORE-0357,spike,70.0,2026-06-08
SIG-12000,PROD-02167,STORE-0356,spike,51.7,2026-05-28
SIG-12001,PROD-01448,STORE-0243,seasonal,62.3,2026-08-21
SIG-12002,PROD-01278,STORE-0073,spike,-34.2,2026-06-07
SIG-12003,PROD-00604,STORE-0033,seasonal,15.0,2026-02-01
SIG-12004,PROD-01428,STORE-0414,seasonal,59.4,2026-08-26
SIG-12005,PROD-01593,STORE-0354,seasonal,-34.7,2026-03-22
SIG-12006,PROD-02224,STORE-0464,spike,26.4,2026-03-09
SIG-12007,PROD-01754,STORE-0250,decline,-15.0,2026-06-17
SIG-12008,PROD-01662,STORE-0076,seasonal,-31.0,2026-02-06
SIG-12009,PROD-03207,STORE-0197,spike,22.5,2026-01-17
SIG-12010,PROD-00930,STORE-0148,spike,69.4,2026-04-13
SIG-12011,PROD-01257,STORE-0304,decline,1.8,2026-01-05
SIG-12012,PROD-01184,STORE-0068,spike,-16.8,2026-08-16
SIG-12013,PROD-02825,STORE-0417,seasonal,34.0,2026-05-04
SIG-12014,PROD-02619,STORE-0057,decline,68.3,2026-07-27
SIG-12015,PROD-03071,STORE-0278,decline,28.0,2026-05-03
SIG-12016,PROD-02819,STORE-0330,seasonal,38.3,2026-02-06
SIG-12017,PROD-04452,STORE-0211,seasonal,11.8,2026-07-01
SIG-12018,PROD-04326,STORE-0063,decline,-15.2,2026-02-18
SIG-12019,PROD-00167,STORE-0189,seasonal,1.3,2026-07-04
SIG-12020,PROD-01261,STORE-0203,seasonal,28.4,2026-04-25
SIG-12021,PROD-02109,STORE-0250,spike,-7.9,2026-05-14
SIG-12022,PROD-02666,STORE-0096,decline,2.2,2026-06-06
SIG-12023,PROD-00172,STORE-0109,seasonal,-26.0,2026-05-02
SIG-12024,PROD-01173,STORE-0185,decline,-32.5,2026-07-06
SIG-12025,PROD-01815,STORE-0296,spike,-20.0,2026-06-25
SIG-12026,PROD-00899,STORE-0266,seasonal,32.6,2026-07-27
SIG-12027,PROD-04047,STORE-0355,decline,-35.9,2026-08-15
SIG-12028,PROD-03454,STORE-0139,spike,13.3,2026-05-26
SIG-12029,PROD-00161,STORE-0281,seasonal,-35.3,2026-07-08
SIG-12030,PROD-01352,STORE-0386,spike,45.4,2026-07-11
SIG-12031,PROD-03441,STORE-0178,spike,24.0,2026-03-10
SIG-12032,PROD-00893,STORE-0028,seasonal,-10.6,2026-03-26
SIG-12033,PROD-01878,STORE-0384,decline,51.4,2026-02-27
SIG-12034,PROD-00985,STORE-0346,spike,-9.2,2026-03-07
SIG-12035,PROD-00807,STORE-0462,decline,-34.8,2026-03-27
SIG-12036,PROD-02198,STORE-0394,spike,47.2,2026-04-08
SIG-12037,PROD-02329,STORE-0336,decline,-11.8,2026-06-20
SIG-12038,PROD-02939,STORE-0431,seasonal,-23.8,2026-03-22
SIG-12039,PROD-03709,STORE-0448,seasonal,2.5,2026-08-25
SIG-12040,PROD-03772,STORE-0350,decline,-20.2,2026-08-16
SIG-12041,PROD-01490,STORE-0444,seasonal,11.8,2026-03-19
SIG-12042,PROD-04525,STORE-0267,spike,68.0,2026-05-28
SIG-12043,PROD-01884,STORE-0132,decline,-11.1,2026-05-26
SIG-12044,PROD-02247,STORE-0173,spike,42.4,2026-04-09
SIG-12045,PROD-00738,STORE-0286,seasonal,45.7,2026-03-08
SIG-12046,PROD-01893,STORE-0096,decline,47.3,2026-02-24
SIG-12047,PROD-02100,STORE-0133,seasonal,-12.8,2026-06-02
SIG-12048,PROD-00798,STORE-0395,seasonal,21.2,2026-08-25
SIG-12049,PROD-02896,STORE-0034,spike,-0.2,2026-04-09
SIG-12050,PROD-01273,STORE-0448,seasonal,6.0,2026-06-08
SIG-12051,PROD-02412,STORE-0213,decline,-34.8,2026-06-17
SIG-12052,PROD-00877,STORE-0240,decline,-5.7,2026-06-05
SIG-12053,PROD-03823,STORE-0163,spike,73.0,2026-07-23
SIG-12054,PROD-01733,STORE-0074,decline,51.2,2026-07-09
SIG-12055,PROD-00073,STORE-0001,spike,22.8,2026-03-22
SIG-12056,PROD-02454,STORE-0451,seasonal,-12.8,2026-01-02
SIG-12057,PROD-02247,STORE-0414,seasonal,31.4,2026-02-01
SIG-12058,PROD-02435,STORE-0185,spike,17.3,2026-03-24
SIG-12059,PROD-03766,STORE-0224,spike,63.7,2026-08-02
SIG-12060,PROD-00917,STORE-0239,decline,15.6,2026-05-17
SIG-12061,PROD-03363,STORE-0336,decline,4.8,2026-05-25
SIG-12062,PROD-03502,STORE-0213,spike,-6.6,2026-02-09
SIG-12063,PROD-00079,STORE-0407,seasonal,3.1,2026-04-28
SIG-12064,PROD-02486,STORE-0343,spike,7.1,2026-01-02
SIG-12065,PROD-00784,STORE-0243,seasonal,-10.9,2026-05-19
SIG-12066,PROD-03455,STORE-0216,spike,41.9,2026-06-09
SIG-12067,PROD-03826,STORE-0250,seasonal,30.0,2026-04-22
SIG-12068,PROD-03974,STORE-0340,spike,25.4,2026-03-14
SIG-12069,PROD-01848,STORE-0273,seasonal,51.8,2026-07-14
SIG-12070,PROD-04177,STORE-0262,spike,-34.5,2026-07-11
SIG-12071,PROD-03900,STORE-0432,seasonal,36.7,2026-07-21
SIG-12072,PROD-04710,STORE-0462,decline,-14.6,2026-04-09
SIG-12073,PROD-04985,STORE-0118,spike,3.0,2026-02-20
SIG-12074,PROD-01134,STORE-0131,decline,75.3,2026-04-13
SIG-12075,PROD-02477,STORE-0269,seasonal,-27.3,2026-07-02
SIG-12076,PROD-04038,STORE-0354,decline,43.7,2026-03-02
SIG-12077,PROD-01371,STORE-0148,spike,-32.1,2026-05-21
SIG-12078,PROD-01516,STORE-0370,spike,-9.7,2026-06-28
SIG-12079,PROD-04065,STORE-0409,seasonal,68.0,2026-08-11
SIG-12080,PROD-04507,STORE-0026,seasonal,38.2,2026-02-17
SIG-12081,PROD-00107,STORE-0222,seasonal,27.7,2026-07-13
SIG-12082,PROD-03248,STORE-0023,spike,3.2,2026-04-17
SIG-12083,PROD-04184,STORE-0340,seasonal,53.9,2026-07-24
SIG-12084,PROD-04678,STORE-0007,seasonal,-8.3,2026-01-23
SIG-12085,PROD-03406,STORE-0475,seasonal,-39.0,2026-02-01
SIG-12086,PROD-03210,STORE-0058,decline,78.8,2026-03-22
SIG-12087,PROD-04112,STORE-0062,spike,-40.0,2026-06-08
SIG-12088,PROD-04041,STORE-0047,decline,49.6,2026-01-10
SIG-12089,PROD-04061,STORE-0126,decline,-31.3,2026-08-23
SIG-12090,PROD-04209,STORE-0224,seasonal,35.6,2026-03-14
SIG-12091,PROD-03043,STORE-0427,seasonal,46.7,2026-01-24
SIG-12092,PROD-00978,STORE-0288,seasonal,32.6,2026-05-08
SIG-12093,PROD-04714,STORE-0333,spike,-32.4,2026-01-09
SIG-12094,PROD-01266,STORE-0101,decline,37.9,2026-08-02
SIG-12095,PROD-01216,STORE-0013,decline,47.1,2026-05-10
SIG-12096,PROD-00702,STORE-0287,spike,-11.2,2026-05-25
SIG-12097,PROD-04915,STORE-0232,seasonal,-6.9,2026-06-08
SIG-12098,PROD-00076,STORE-0298,decline,24.2,2026-04-03
SIG-12099,PROD-03479,STORE-0231,decline,29.3,2026-01-05
SIG-12100,PROD-04555,STORE-0154,seasonal,64.3,2026-07-01
SIG-12101,PROD-02944,STORE-0102,decline,6.5,2026-07-23
SIG-12102,PROD-01482,STORE-0456,seasonal,42.3,2026-04-12
SIG-12103,PROD-00047,STORE-0121,seasonal,78.9,2026-07-19
