inventory_id,store_id,product_id,quantity_on_hand,reorder_point
INV-55923,STORE-0005,PROD-03416,194,54
INV-55924,STORE-0355,PROD-04562,163,19
INV-55925,STORE-0254,PROD-03699,85,19
INV-55926,STORE-0073,PROD-04279,110,29
INV-55927,STORE-0322,PROD-03818,17,25
INV-55928,STORE-0486,PROD-02161,145,26
INV-55929,STORE-0120,PROD-00096,37,58
INV-55930,STORE-0477,PROD-01829,88,56
INV-55931,STORE-0102,PROD-01893,90,32
INV-55932,STORE-0065,PROD-03274,101,43
INV-55933,STORE-0351,PROD-01929,183,58
INV-55934,STORE-0310,PROD-01874,154,49
INV-55935,STORE-0055,PROD-01174,17,12
INV-55936,STORE-0440,PROD-01059,137,28
INV-55937,STORE-0235,PROD-00903,18,16
INV-55938,STORE-0202,PROD-02633,37,27
INV-55939,STORE-0227,PROD-03623,175,46
INV-55940,STORE-0263,PROD-02660,62,27
INV-55941,STORE-0320,PROD-04832,138,22
INV-55942,STORE-0443,PROD-02888,46,57
INV-55943,STORE-0125,PROD-00050,170,56
INV-55944,STORE-0474,PROD-01200,169,20
INV-55945,STORE-0294,PROD-04612,18,11
INV-55946,STORE-0283,PROD-03858,129,38
INV-55947,STORE-0259,PROD-02432,137,15
INV-55948,STORE-0044,PROD-00063,155,31
INV-55949,STORE-0185,PROD-00144,139,29
INV-55950,STORE-0132,PROD-04720,86,26
INV-55951,STORE-0391,PROD-03119,162,50
INV-55952,STORE-0102,PROD-01860,120,53
INV-55953,STORE-0170,PROD-01141,108,16
INV-55954,STORE-0306,PROD-04844,158,10
INV-55955,STORE-0076,PROD-03969,119,21
INV-55956,STORE-0223,PROD-01372,141,15
INV-55957,STORE-0078,PROD-00417,111,16
INV-55958,STORE-0305,PROD-01028,60,25
INV-55959,STORE-0364,PROD-00322,146,60
INV-55960,STORE-0369,PROD-01376,89,10
INV-55961,STORE-0246,PROD-03437,153,46
INV-55962,STORE-0157,PROD-01264,6,35
INV-55963,STORE-0317,PROD-01556,36,56
INV-55964,STORE-0009,PROD-04040,41,27
INV-55965,STORE-0105,PROD-01004,133,41
INV-55966,STORE-0423,PROD-01091,19,28
INV-55967,STORE-0396,PROD-01883,28,38
INV-55968,STORE-0269,PROD-03686,171,12
INV-55969,STORE-0175,PROD-02207,193,23
INV-55970,STORE-0006,PROD-01889,156,59
INV-55971,STORE-0034,PROD-02252,199,22
INV-55972,STORE-0042,PROD-00667,78,60
INV-55973,STORE-0124,PROD-04560,64,22
INV-55974,STORE-0058,PROD-02453,11,39
INV-55975,STORE-0240,PROD-04056,145,19
INV-55976,STORE-0115,PROD-00605,11,46
INV-55977,STORE-0342,PROD-01180,16,31
INV-55978,STORE-0099,PROD-02965,192,45
INV-55979,STORE-0208,PROD-04814,100,37
INV-55980,STORE-0419,PROD-00694,85,29
INV-55981,STORE-0174,PROD-01057,139,32
INV-55982,STORE-0423,PROD-04135,92,15
INV-55983,STORE-0052,PROD-03820,62,29
INV-55984,STORE-0313,PROD-00659,157,52
INV-55985,STORE-0146,PROD-04588,145,33
INV-55986,STORE-0404,PROD-04867,178,22
INV-55987,STORE-0242,PROD-00269,137,31
INV-55988,STORE-0066,PROD-00292,168,33
INV-55989,STORE-0073,PROD-03553,43,31
INV-55990,STORE-0275,PROD-03042,147,60
INV-55991,STORE-0235,PROD-04373,130,20
INV-55992,STORE-0012,PROD-03646,0,56
INV-55993,STORE-0140,PROD-04335,39,23
INV-55994,STORE-0074,PROD-03586,61,29
INV-55995,STORE-0091,PROD-00364,187,60
INV-55996,STORE-0441,PROD-01308,178,30
INV-55997,STORE-0054,PROD-04030,25,39
INV-55998,STORE-0291,PROD-03641,112,11
INV-55999,STORE-0307,PROD-02740,148,40
INV-56000,STORE-0405,PROD-04391,123,13
INV-56001,STORE-0253,PROD-03562,179,11
INV-56002,STORE-0290,PROD-02676,127,22
INV-56003,STORE-0436,PROD-03031,21,17
INV-56004,STORE-0309,PROD-04490,197,57
INV-56005,STORE-0207,PROD-04857,172,58
INV-56006,STORE-0269,PROD-01647,144,50
INV-56007,STORE-0101,PROD-01575,183,30
INV-56008,STORE-0266,PROD-02535,93,27
INV-56009,STORE-0434,PROD-04071,21,49
INV-56010,STORE-0169,PROD-03541,115,34
INV-56011,STORE-0027,PROD-03063,133,54
INV-56012,STORE-0085,PROD-01151,140,31
INV-56013,STORE-0162,PROD-02012,91,58
INV-56014,STORE-0049,PROD-02007,145,52
INV-56015,STORE-0096,PROD-02708,170,55
INV-56016,STORE-0302,PROD-01311,93,46
INV-56017,STORE-0066,PROD-02227,72,52
INV-56018,STORE-0443,PROD-01047,130,32
INV-56019,STORE-0115,PROD-02038,69,20
INV-56020,STORE-0461,PROD-00511,112,37
INV-56021,STORE-0260,PROD-04793,120,44
INV-56022,STORE-0328,PROD-03221,34,27
INV-56023,STORE-0284,PROD-02946,173,18
INV-56024,STORE-0347,PROD-02627,12,10
INV-56025,STORE-0058,PROD-02674,3,48
INV-56026,STORE-0044,PROD-03965,175,46
INV-56027,STORE-0463,PROD-01224,100,54
INV-56028,STORE-0497,PROD-01170,69,17
INV-56029,STORE-0255,PROD-01833,110,22
INV-56030,STORE-0263,PROD-03685,85,12
INV-56031,STORE-0040,PROD-02113,15,40
INV-56032,STORE-0289,PROD-04037,168,33
INV-56033,STORE-0296,PROD-02683,174,52
INV-56034,STORE-0034,PROD-03288,57,37
INV-56035,STORE-0151,PROD-00713,198,17
INV-56036,STORE-0155,PROD-00812,56,58
INV-56037,STORE-0340,PROD-04196,64,23
INV-56038,STORE-0391,PROD-00584,99,16
INV-56039,STORE-0311,PROD-02437,125,33
INV-56040,STORE-0056,PROD-02179,62,49
INV-56041,STORE-0222,PROD-00112,156,49
INV-56042,STORE-0010,PROD-00896,140,14
INV-56043,STORE-0050,PROD-02333,33,39
INV-56044,STORE-0283,PROD-02526,180,42
INV-56045,STORE-0405,PROD-02657,136,29
INV-56046,STORE-0154,PROD-04330,117,16
INV-56047,STORE-0475,PROD-04180,145,50
INV-56048,STORE-0401,PROD-02067,104,31
INV-56049,STORE-0335,PROD-02451,51,12
INV-56050,STORE-0055,PROD-01051,157,24
INV-56051,STORE-0053,PROD-02955,32,33
INV-56052,STORE-0424,PROD-00993,183,18
INV-56053,STORE-0268,PROD-00573,131,43
INV-56054,STORE-0325,PROD-01377,168,16
INV-56055,STORE-0251,PROD-02344,149,27
INV-56056,STORE-0256,PROD-04309,42,59
INV-56057,STORE-0138,PROD-02375,169,35
INV-56058,STORE-0184,PROD-00426,50,40
INV-56059,STORE-0001,PROD-02360,197,33
INV-56060,STORE-0251,PROD-00883,116,49
INV-56061,STORE-0345,PROD-00404,111,26
INV-56062,STORE-0479,PROD-04646,108,27
INV-56063,STORE-0277,PROD-04533,184,50
INV-56064,STORE-0301,PROD-02293,132,47
INV-56065,STORE-0129,PROD-01001,22,54
INV-56066,STORE-0089,PROD-01943,199,20
INV-56067,STORE-0259,PROD-03792,74,19
INV-56068,STORE-0333,PROD-04432,171,30
INV-56069,STORE-0414,PROD-01926,156,17
INV-56070,STORE-0256,PROD-00643,4,18
INV-56071,STORE-0136,PROD-00779,144,48
INV-56072,STORE-0093,PROD-03488,36,54
INV-56073,STORE-0114,PROD-02963,194,54
INV-56074,STORE-0114,PROD-01367,109,15
INV-56075,STORE-0066,PROD-02334,26,31
INV-56076,STORE-0428,PROD-03213,58,16
INV-56077,STORE-0416,PROD-04040,145,38
INV-56078,STORE-0155,PROD-00510,141,13
INV-56079,STORE-0401,PROD-02170,179,13
INV-56080,STORE-0288,PROD-03077,146,26
INV-56081,STORE-0295,PROD-01665,128,19
INV-56082,STORE-0441,PROD-00918,45,24
INV-56083,STORE-0188,PROD-01105,194,48
INV-56084,STORE-0002,PROD-03499,68,54
INV-56085,STORE-0019,PROD-02736,147,37
INV-56086,STORE-0058,PROD-04561,148,24
INV-56087,STORE-0375,PROD-02492,139,48
INV-56088,STORE-0385,PROD-01084,189,38
INV-56089,STORE-0415,PROD-02670,78,33
INV-56090,STORE-0228,PROD-03828,162,10
INV-56091,STORE-0269,PROD-00811,88,50
INV-56092,STORE-0423,PROD-03077,83,45
INV-56093,STORE-0085,PROD-01856,136,41
INV-56094,STORE-0148,PROD-04337,49,14
INV-56095,STORE-0325,PROD-03177,189,36
INV-56096,STORE-0239,PROD-01079,173,16
INV-56097,STORE-0113,PROD-01086,167,38
INV-56098,STORE-0463,PROD-00997,61,60
INV-56099,STORE-0253,PROD-03902,99,21
INV-56100,STORE-0246,PROD-03659,126,59
INV-56101,STORE-0182,PROD-03151,10,27
INV-56102,STORE-0320,PROD-04959,195,38
INV-56103,STORE-0191,PROD-01774,153,51
INV-56104,STORE-0368,PROD-04916,47,13
INV-56105,STORE-0179,PROD-03682,54,51
INV-56106,STORE-0413,PROD-00820,40,20
INV-56107,STORE-0053,PROD-03643,163,19
INV-56108,STORE-0463,PROD-03789,32,13
INV-56109,STORE-0291,PROD-00597,127,37
INV-56110,STORE-0321,PROD-00391,108,17
INV-56111,STORE-0149,PROD-04737,26,49
INV-56112,STORE-0155,PROD-00603,35,31
INV-56113,STORE-0230,PROD-02569,13,42
INV-56114,STORE-0452,PROD-01275,48,45
INV-56115,STORE-0057,PROD-04799,154,25
INV-56116,STORE-0006,PROD-00638,126,33
INV-56117,STORE-0386,PROD-03841,53,13
INV-56118,STORE-0088,PROD-00790,10,46
INV-56119,STORE-0336,PROD-03119,143,18
INV-56120,STORE-0030,PROD-02804,177,53
INV-56121,STORE-0064,PROD-00935,49,16
INV-56122,STORE-0453,PROD-04698,74,58
INV-56123,STORE-0250,PROD-00556,73,55
INV-56124,STORE-0160,PROD-02471,27,55
INV-56125,STORE-0236,PROD-04770,109,50
INV-56126,STORE-0423,PROD-00757,87,10
INV-56127,STORE-0475,PROD-03337,149,28
INV-56128,STORE-0070,PROD-03186,93,31
INV-56129,STORE-0087,PROD-02426,188,26
INV-56130,STORE-0380,PROD-01907,12,52
INV-56131,STORE-0434,PROD-04309,4,40
INV-56132,STORE-0007,PROD-01206,81,22
INV-56133,STORE-0395,PROD-02717,100,53
INV-56134,STORE-0372,PROD-00192,150,44
INV-56135,STORE-0409,PROD-02101,32,14
INV-56136,STORE-0047,PROD-01948,125,39
INV-56137,STORE-0417,PROD-03668,111,36
INV-56138,STORE-0491,PROD-01664,73,55
INV-56139,STORE-0340,PROD-04569,75,18
INV-56140,STORE-0477,PROD-00115,35,41
INV-56141,STORE-0111,PROD-01788,15,28
INV-56142,STORE-0373,PROD-03893,131,14
INV-56143,STORE-0185,PROD-03455,2,12
INV-56144,STORE-0252,PROD-03758,196,43
INV-56145,STORE-0428,PROD-04496,118,35
INV-56146,STORE-0024,PROD-00811,180,19
INV-56147,STORE-0364,PROD-00976,67,21
INV-56148,STORE-0195,PROD-00775,138,31
INV-56149,STORE-0026,PROD-01032,200,13
INV-56150,STORE-0075,PROD-02960,137,17
INV-56151,STORE-0360,PROD-02395,179,23
INV-56152,STORE-0213,PROD-02275,63,56
INV-56153,STORE-0337,PROD-01180,162,52
INV-56154,STORE-0348,PROD-01464,123,15
INV-56155,STORE-0161,PROD-04838,36,56
INV-56156,STORE-0270,PROD-04139,126,21
INV-56157,STORE-0011,PROD-04475,142,36
INV-56158,STORE-0409,PROD-01170,64,46
INV-56159,STORE-0146,PROD-04815,76,14
INV-56160,STORE-0249,PROD-00569,86,28
INV-56161,STORE-0227,PROD-04078,14,52
INV-56162,STORE-0414,PROD-03829,153,41
INV-56163,STORE-0158,PROD-02653,114,58
INV-56164,STORE-0405,PROD-03554,11,29
INV-56165,STORE-0010,PROD-00391,36,59
INV-56166,STORE-0446,PROD-00064,128,15
INV-56167,STORE-0106,PROD-03481,168,37
INV-56168,STORE-0484,PROD-04224,16,32
INV-56169,STORE-0126,PROD-02779,136,52
INV-56170,STORE-0151,PROD-01513,25,36
INV-56171,STORE-0408,PROD-04669,72,38
INV-56172,STORE-0389,PROD-03799,103,22
INV-56173,STORE-0203,PROD-04673,59,42
INV-56174,STORE-0328,PROD-00444,196,26
INV-56175,STORE-0461,PROD-01013,35,33
INV-56176,STORE-0121,PROD-04807,23,10
INV-56177,STORE-0213,PROD-00287,114,57
INV-56178,STORE-0426,PROD-01227,23,48
INV-56179,STORE-0167,PROD-00127,82,11
INV-56180,STORE-0280,PROD-03865,9,52
INV-56181,STORE-0181,PROD-02965,49,54
INV-56182,STORE-0233,PROD-01425,123,36
INV-56183,STORE-0468,PROD-00018,147,42
INV-56184,STORE-0013,PROD-02647,124,34
INV-56185,STORE-0326,PROD-02160,199,14
INV-56186,STORE-0042,PROD-03653,183,28
INV-56187,STORE-0286,PROD-04835,144,48
INV-56188,STORE-0027,PROD-04565,65,47
INV-56189,STORE-0334,PROD-00327,147,43
INV-56190,STORE-0081,PROD-00113,200,38
INV-56191,STORE-0105,PROD-04100,178,38
INV-56192,STORE-0362,PROD-01757,143,50
INV-56193,STORE-0104,PROD-04730,5,53
INV-56194,STORE-0054,PROD-02639,91,37
INV-56195,STORE-0129,PROD-03301,135,38
INV-56196,STORE-0355,PROD-01302,37,35
INV-56197,STORE-0435,PROD-02725,2,49
INV-56198,STORE-0491,PROD-04174,164,35
INV-56199,STORE-0455,PROD-01255,56,15
INV-56200,STORE-0444,PROD-02555,27,52
INV-56201,STORE-0311,PROD-04494,64,46
INV-56202,STORE-0033,PROD-01196,12,25
INV-56203,STORE-0143,PROD-04139,66,14
INV-56204,STORE-0329,PROD-01865,145,14
INV-56205,STORE-0145,PROD-01796,200,18
INV-56206,STORE-0445,PROD-04687,162,33
INV-56207,STORE-0431,PROD-00446,54,37
INV-56208,STORE-0133,PROD-03114,145,45
INV-56209,STORE-0221,PROD-04505,164,29
INV-56210,STORE-0385,PROD-02587,27,47
INV-56211,STORE-0460,PROD-00751,21,26
INV-56212,STORE-0307,PROD-00489,116,56
INV-56213,STORE-0059,PROD-03718,18,48
INV-56214,STORE-0017,PROD-03282,80,15
INV-56215,STORE-0485,PROD-00669,68,57
INV-56216,STORE-0456,PROD-01506,48,34
INV-56217,STORE-0483,PROD-03606,139,35
INV-56218,STORE-0454,PROD-01854,35,24
INV-56219,STORE-0232,PROD-00886,155,40
INV-56220,STORE-0053,PROD-03388,76,34
INV-56221,STORE-0438,PROD-03558,20,11
INV-56222,STORE-0456,PROD-03319,162,37
INV-56223,STORE-0433,PROD-04396,53,39
INV-56224,STORE-0228,PROD-03726,32,45
INV-56225,STORE-0383,PROD-04741,43,50
INV-56226,STORE-0128,PROD-03976,123,35
INV-56227,STORE-0479,PROD-02249,116,34
INV-56228,STORE-0436,PROD-01480,98,58
INV-56229,STORE-0007,PROD-00088,164,40
INV-56230,STORE-0261,PROD-00087,5,52
INV-56231,STORE-0271,PROD-00686,112,14
INV-56232,STORE-0195,PROD-00374,62,60
INV-56233,STORE-0095,PROD-03681,88,24
INV-56234,STORE-0322,PROD-00603,7,39
INV-56235,STORE-0276,PROD-01633,164,34
INV-56236,STORE-0024,PROD-00323,173,17
INV-56237,STORE-0003,PROD-01992,41,24
INV-56238,STORE-0320,PROD-02902,22,54
INV-56239,STORE-0101,PROD-03820,154,21
INV-56240,STORE-0053,PROD-03082,141,11
INV-56241,STORE-0070,PROD-01379,31,34
INV-56242,STORE-0481,PROD-01634,128,51
INV-56243,STORE-0456,PROD-04245,37,48
INV-56244,STORE-0240,PROD-01372,157,32
INV-56245,STORE-0280,PROD-04439,5,35
INV-56246,STORE-0051,PROD-01083,20,50
INV-56247,STORE-0146,PROD-01041,8,54
INV-56248,STORE-0465,PROD-00327,155,42
INV-56249,STORE-0197,PROD-00554,17,42
INV-56250,STORE-0309,PROD-04983,150,48
INV-56251,STORE-0030,PROD-02234,80,42
INV-56252,STORE-0432,PROD-03365,17,35
INV-56253,STORE-0474,PROD-04343,59,53
INV-56254,STORE-0139,PROD-01860,73,40
INV-56255,STORE-0206,PROD-00403,42,11
INV-56256,STORE-0053,PROD-00351,109,57
INV-56257,STORE-0228,PROD-02528,152,47
INV-56258,STORE-0426,PROD-02782,124,25
INV-56259,STORE-0107,PROD-00243,133,48
INV-56260,STORE-0027,PROD-00211,55,54
INV-56261,STORE-0493,PROD-03116,97,11
INV-56262,STORE-0096,PROD-01655,186,56
INV-56263,STORE-0333,PROD-03760,12,19
INV-56264,STORE-0037,PROD-02045,162,39
INV-56265,STORE-0172,PROD-00384,98,25
INV-56266,STORE-0095,PROD-01140,171,29
INV-56267,STORE-0265,PROD-01338,63,36
INV-56268,STORE-0395,PROD-03834,158,43
INV-56269,STORE-0291,PROD-03726,130,28
INV-56270,STORE-0424,PROD-00127,48,29
INV-56271,STORE-0311,PROD-00222,90,28
INV-56272,STORE-0303,PROD-02202,20,25
INV-56273,STORE-0008,PROD-04388,105,40
INV-56274,STORE-0077,PROD-03848,145,39
INV-56275,STORE-0342,PROD-03388,48,57
INV-56276,STORE-0117,PROD-03791,67,48
INV-56277,STORE-0317,PROD-02621,186,49
INV-56278,STORE-0280,PROD-04967,91,56
INV-56279,STORE-0340,PROD-00035,39,52
INV-56280,STORE-0205,PROD-00323,34,13
INV-56281,STORE-0163,PROD-00346,3,28
INV-56282,STORE-0487,PROD-04740,195,29
INV-56283,STORE-0385,PROD-04665,197,21
INV-56284,STORE-0423,PROD-02445,46,18
INV-56285,STORE-0006,PROD-00633,4,59
INV-56286,STORE-0181,PROD-00473,120,36
INV-56287,STORE-0358,PROD-01765,148,29
INV-56288,STORE-0439,PROD-04428,35,15
INV-56289,STORE-0145,PROD-00933,191,11
INV-56290,STORE-0299,PROD-03487,35,25
INV-56291,STORE-0396,PROD-03909,97,51
INV-56292,STORE-0298,PROD-00087,171,14
INV-56293,STORE-0417,PROD-00657,136,37
INV-56294,STORE-0190,PROD-01516,86,28
INV-56295,STORE-0486,PROD-00041,2,39
INV-56296,STORE-0394,PROD-04923,32,19
INV-56297,STORE-0265,PROD-01557,85,22
INV-56298,STORE-0143,PROD-01592,103,49
INV-56299,STORE-0405,PROD-01937,74,43
INV-56300,STORE-0084,PROD-04627,122,14
INV-56301,STORE-0377,PROD-00444,1,29
INV-56302,STORE-0220,PROD-03935,27,34
INV-56303,STORE-0408,PROD-01666,73,51
INV-56304,STORE-0378,PROD-01191,133,60
INV-56305,STORE-0118,PROD-04206,24,36
INV-56306,STORE-0032,PROD-01435,0,14
INV-56307,STORE-0272,PROD-04846,40,36
INV-56308,STORE-0299,PROD-01357,61,49
INV-56309,STORE-0131,PROD-01521,47,28
INV-56310,STORE-0497,PROD-02797,40,36
INV-56311,STORE-0497,PROD-04818,143,52
INV-56312,STORE-0293,PROD-04079,103,46
INV-56313,STORE-0204,PROD-03141,64,47
INV-56314,STORE-0279,PROD-03383,82,38
INV-56315,STORE-0008,PROD-00946,89,18
INV-56316,STORE-0345,PROD-03967,14,42
INV-56317,STORE-0277,PROD-00009,91,47
INV-56318,STORE-0481,PROD-02592,24,31
INV-56319,STORE-0475,PROD-01488,185,41
INV-56320,STORE-0135,PROD-00523,51,14
INV-56321,STORE-0038,PROD-02293,138,31
INV-56322,STORE-0297,PROD-01816,109,21
INV-56323,STORE-0302,PROD-00378,198,51
INV-56324,STORE-0500,PROD-00935,46,32
INV-56325,STORE-0398,PROD-03727,158,53
INV-56326,STORE-0292,PROD-04904,15,31
INV-56327,STORE-0178,PROD-01431,44,12
INV-56328,STORE-0280,PROD-03444,157,13
INV-56329,STORE-0494,PROD-04857,122,57
INV-56330,STORE-0216,PROD-01374,107,35
INV-56331,STORE-0078,PROD-03470,154,28
INV-56332,STORE-0344,PROD-00740,143,10
INV-56333,STORE-0095,PROD-03167,28,26
INV-56334,STORE-0359,PROD-04295,44,28
INV-56335,STORE-0470,PROD-04322,86,26
INV-56336,STORE-0397,PROD-02750,191,28
INV-56337,STORE-0467,PROD-04591,180,14
INV-56338,STORE-0050,PROD-04007,160,36
INV-56339,STORE-0023,PROD-04431,124,40
INV-56340,STORE-0179,PROD-04729,101,14
INV-56341,STORE-0204,PROD-03200,198,21
INV-56342,STORE-0382,PROD-04276,129,56
INV-56343,STORE-0323,PROD-04417,119,12
INV-56344,STORE-0404,PROD-00771,200,12
INV-56345,STORE-0078,PROD-03168,110,42
INV-56346,STORE-0257,PROD-04892,83,23
INV-56347,STORE-0080,PROD-04026,87,44
INV-56348,STORE-0136,PROD-02251,120,13
INV-56349,STORE-0366,PROD-03790,54,22
INV-56350,STORE-0371,PROD-00667,170,10
INV-56351,STORE-0500,PROD-02092,187,25
INV-56352,STORE-0037,PROD-03676,2,27
INV-56353,STORE-0357,PROD-04418,102,47
INV-56354,STORE-0108,PROD-03435,55,25
INV-56355,STORE-0183,PROD-03380,17,28
INV-56356,STORE-0285,PROD-03375,139,21
INV-56357,STORE-0124,PROD-03563,74,43
INV-56358,STORE-0160,PROD-01906,192,46
INV-56359,STORE-0436,PROD-03121,101,59
INV-56360,STORE-0417,PROD-04707,173,16
INV-56361,STORE-0045,PROD-00662,75,45
INV-56362,STORE-0167,PROD-02709,180,25
INV-56363,STORE-0388,PROD-03385,61,29
INV-56364,STORE-0146,PROD-00995,161,52
INV-56365,STORE-0149,PROD-04908,46,37
INV-56366,STORE-0109,PROD-00868,66,20
INV-56367,STORE-0426,PROD-01047,124,19
INV-56368,STORE-0290,PROD-02166,122,16
INV-56369,STORE-0455,PROD-00412,145,35
INV-56370,STORE-0129,PROD-04237,97,15
INV-56371,STORE-0039,PROD-01439,190,44
INV-56372,STORE-0165,PROD-02673,152,13
INV-56373,STORE-0260,PROD-04917,169,10
INV-56374,STORE-0108,PROD-01450,116,37
INV-56375,STORE-0120,PROD-03297,106,50
INV-56376,STORE-0207,PROD-01017,6,43
INV-56377,STORE-0230,PROD-04050,85,17
INV-56378,STORE-0388,PROD-01774,117,39
INV-56379,STORE-0057,PROD-03983,7,26
INV-56380,STORE-0253,PROD-00753,18,10
INV-56381,STORE-0275,PROD-00442,169,20
INV-56382,STORE-0015,PROD-01813,181,10
INV-56383,STORE-0420,PROD-01037,0,26
INV-56384,STORE-0172,PROD-00850,77,27
INV-56385,STORE-0008,PROD-01352,193,37
INV-56386,STORE-0476,PROD-03519,187,39
INV-56387,STORE-0334,PROD-00915,124,26
INV-56388,STORE-0310,PROD-01813,104,10
INV-56389,STORE-0495,PROD-03359,93,16
INV-56390,STORE-0304,PROD-01004,67,46
INV-56391,STORE-0279,PROD-03118,119,31
INV-56392,STORE-0014,PROD-03280,162,32
INV-56393,STORE-0272,PROD-00940,152,15
INV-56394,STORE-0297,PROD-00156,80,18
INV-56395,STORE-0217,PROD-01150,117,23
INV-56396,STORE-0331,PROD-00417,143,31
INV-56397,STORE-0381,PROD-01692,2,20
INV-56398,STORE-0249,PROD-00857,77,48
INV-56399,STORE-0183,PROD-04883,142,15
INV-56400,STORE-0236,PROD-03760,156,18
INV-56401,STORE-0410,PROD-03903,64,55
INV-56402,STORE-0349,PROD-01294,200,55
INV-56403,STORE-0044,PROD-01244,56,18
INV-56404,STORE-0040,PROD-03647,111,32
INV-56405,STORE-0235,PROD-02062,68,36
INV-56406,STORE-0141,PROD-02639,78,22
INV-56407,STORE-0314,PROD-04801,122,42
INV-56408,STORE-0470,PROD-00641,82,43
INV-56409,STORE-0277,PROD-01406,107,10
INV-56410,STORE-0452,PROD-02616,62,38
INV-56411,STORE-0381,PROD-03232,2,15
INV-56412,STORE-0237,PROD-01714,113,13
INV-56413,STORE-0216,PROD-04329,118,60
INV-56414,STORE-0320,PROD-04710,166,45
INV-56415,STORE-0403,PROD-00952,179,42
INV-56416,STORE-0036,PROD-04288,130,27
INV-56417,STORE-0377,PROD-04251,72,53
INV-56418,STORE-0188,PROD-02184,19,12
INV-56419,STORE-0164,PROD-01364,106,15
INV-56420,STORE-0142,PROD-01374,138,40
INV-56421,STORE-0326,PROD-04871,83,43
INV-56422,STORE-0427,PROD-01854,174,21
INV-56423,STORE-0432,PROD-01231,15,16
INV-56424,STORE-0054,PROD-00534,50,58
INV-56425,STORE-0487,PROD-00013,149,14
INV-56426,STORE-0476,PROD-03786,106,21
INV-56427,STORE-0390,PROD-02480,146,12
INV-56428,STORE-0201,PROD-03240,33,40
INV-56429,STORE-0229,PROD-01475,144,27
INV-56430,STORE-0326,PROD-04917,130,43
INV-56431,STORE-0154,PROD-01375,72,46
INV-56432,STORE-0498,PROD-03227,76,21
INV-56433,STORE-0014,PROD-03822,101,42
INV-56434,STORE-0065,PROD-04224,97,36
INV-56435,STORE-0150,PROD-01849,181,47
INV-56436,STORE-0483,PROD-01434,114,48
INV-56437,STORE-0425,PROD-01881,20,58
INV-56438,STORE-0138,PROD-01605,89,13
INV-56439,STORE-0295,PROD-04709,177,57
INV-56440,STORE-0106,PROD-00859,50,31
INV-56441,STORE-0416,PROD-04479,130,40
INV-56442,STORE-0119,PROD-02106,10,36
INV-56443,STORE-0065,PROD-00761,15,48
INV-56444,STORE-0248,PROD-02460,58,35
INV-56445,STORE-0037,PROD-03337,128,52
INV-56446,STORE-0500,PROD-04701,105,41
INV-56447,STORE-0140,PROD-04142,153,52
INV-56448,STORE-0388,PROD-04182,12,32
INV-56449,STORE-0377,PROD-00050,162,47
INV-56450,STORE-0321,PROD-03148,55,58
INV-56451,STORE-0119,PROD-00302,149,28
INV-56452,STORE-0459,PROD-01979,31,20
INV-56453,STORE-0228,PROD-04483,14,11
INV-56454,STORE-0283,PROD-04763,103,44
INV-56455,STORE-0114,PROD-00946,191,14
INV-56456,STORE-0166,PROD-00240,103,20
INV-56457,STORE-0048,PROD-02476,127,25
INV-56458,STORE-0164,PROD-04713,0,41
INV-56459,STORE-0184,PROD-04538,34,60
INV-56460,STORE-0134,PROD-03301,62,52
INV-56461,STORE-0082,PROD-01316,179,21
INV-56462,STORE-0254,PROD-02719,116,22
INV-56463,STORE-0092,PROD-04704,105,43
INV-56464,STORE-0406,PROD-01317,180,16
INV-56465,STORE-0477,PROD-04987,194,19
INV-56466,STORE-0498,PROD-04335,7,35
INV-56467,STORE-0245,PROD-03243,120,11
INV-56468,STORE-0214,PROD-04315,10,26
INV-56469,STORE-0339,PROD-00110,51,43
INV-56470,STORE-0071,PROD-04889,125,32
INV-56471,STORE-0307,PROD-00345,26,56
INV-56472,STORE-0358,PROD-04612,16,45
INV-56473,STORE-0068,PROD-04629,92,48
INV-56474,STORE-0226,PROD-02362,77,30
INV-56475,STORE-0170,PROD-01466,151,28
INV-56476,STORE-0367,PROD-03316,7,26
INV-56477,STORE-0262,PROD-02128,130,10
INV-56478,STORE-0212,PROD-01270,59,40
INV-56479,STORE-0145,PROD-03397,118,25
INV-56480,STORE-0492,PROD-02652,198,41
INV-56481,STORE-0304,PROD-04193,123,24
INV-56482,STORE-0409,PROD-02360,148,24
INV-56483,STORE-0041,PROD-03667,142,43
INV-56484,STORE-0035,PROD-04043,130,14
INV-56485,STORE-0076,PROD-00706,119,59
INV-56486,STORE-0351,PROD-00203,55,28
INV-56487,STORE-0189,PROD-01656,16,16
INV-56488,STORE-0404,PROD-03530,52,48
INV-56489,STORE-0182,PROD-04283,5,36
INV-56490,STORE-0333,PROD-01012,171,17
INV-56491,STORE-0339,PROD-01925,130,10
INV-56492,STORE-0248,PROD-00749,162,51
INV-56493,STORE-0101,PROD-04993,128,31
INV-56494,STORE-0122,PROD-03650,5,24
INV-56495,STORE-0020,PROD-03328,182,50
INV-56496,STORE-0246,PROD-02806,60,56
INV-56497,STORE-0069,PROD-03878,50,35
INV-56498,STORE-0417,PROD-02315,71,57
INV-56499,STORE-0036,PROD-02031,43,11
INV-56500,STORE-0466,PROD-01801,34,18
INV-56501,STORE-0281,PROD-03173,133,55
INV-56502,STORE-0016,PROD-04751,73,25
INV-56503,STORE-0267,PROD-00002,54,19
INV-56504,STORE-0123,PROD-00796,58,30
