account_id,customer_id,account_type,opened_at
ACC-06258,CUST-02197,savings,2024-09-06
ACC-06259,CUST-01978,savings,2024-12-16
ACC-06260,CUST-00759,savings,2024-04-15
ACC-06261,CUST-04156,savings,2024-12-21
ACC-06262,CUST-01857,checking,2024-07-10
ACC-06263,CUST-02422,savings,2024-09-07
ACC-06264,CUST-01326,checking,2024-11-09
ACC-06265,CUST-01017,savings,2024-05-28
ACC-06266,CUST-04493,credit_card,2024-04-22
ACC-06267,CUST-00521,savings,2024-12-18
ACC-06268,CUST-04359,credit_card,2024-02-26
ACC-06269,CUST-01109,credit_card,2024-01-15
ACC-06270,CUST-04836,checking,2024-03-03
ACC-06271,CUST-04640,savings,2024-05-28
ACC-06272,CUST-01431,savings,2024-08-02
ACC-06273,CUST-03467,credit_card,2024-02-12
ACC-06274,CUST-03524,savings,2024-08-23
ACC-06275,CUST-04689,savings,2024-09-02
ACC-06276,CUST-00736,checking,2024-04-26
ACC-06277,CUST-00420,credit_card,2024-07-13
ACC-06278,CUST-02578,savings,2024-09-25
ACC-06279,CUST-04518,credit_card,2024-08-18
ACC-06280,CUST-02191,credit_card,2024-01-10
ACC-06281,CUST-00806,credit_card,2024-10-05
ACC-06282,CUST-01628,credit_card,2024-10-12
ACC-06283,CUST-01493,checking,2024-03-18
ACC-06284,CUST-02689,savings,2024-02-14
ACC-06285,CUST-01128,savings,2024-10-13
ACC-06286,CUST-00843,savings,2024-03-22
ACC-06287,CUST-01357,checking,2024-09-21
ACC-06288,CUST-02104,checking,2024-12-02
ACC-06289,CUST-01386,checking,2024-02-13
ACC-06290,CUST-00269,savings,2024-03-19
ACC-06291,CUST-01400,savings,2024-03-05
ACC-06292,CUST-00766,checking,2024-06-27
ACC-06293,CUST-00047,checking,2024-05-25
ACC-06294,CUST-00819,savings,2024-10-21
ACC-06295,CUST-02192,credit_card,2024-12-13
ACC-06296,CUST-02330,checking,2024-09-12
ACC-06297,CUST-00615,savings,2024-07-17
ACC-06298,CUST-02798,savings,2024-10-01
ACC-06299,CUST-02283,savings,2024-11-03
ACC-06300,CUST-02795,savings,2024-01-01
ACC-06301,CUST-00464,credit_card,2024-04-17
ACC-06302,CUST-00973,savings,2024-07-23
ACC-06303,CUST-00040,savings,2024-05-16
ACC-06304,CUST-04104,savings,2024-01-18
ACC-06305,CUST-01682,credit_card,2024-10-20
ACC-06306,CUST-02496,checking,2024-01-25
ACC-06307,CUST-00534,checking,2024-01-26
ACC-06308,CUST-00917,checking,2024-09-28
ACC-06309,CUST-02222,checking,2024-10-22
ACC-06310,CUST-02582,credit_card,2024-05-19
ACC-06311,CUST-01688,checking,2024-06-02
ACC-06312,CUST-03053,checking,2024-08-12
ACC-06313,CUST-04559,credit_card,2024-03-04
ACC-06314,CUST-01223,checking,2024-04-12
ACC-06315,CUST-04482,savings,2024-10-07
ACC-06316,CUST-00734,savings,2024-11-26
ACC-06317,CUST-04225,savings,2024-06-26
ACC-06318,CUST-00167,savings,2024-03-19
ACC-06319,CUST-02540,savings,2024-11-12
ACC-06320,CUST-03381,savings,2024-06-09
ACC-06321,CUST-00881,credit_card,2024-05-15
ACC-06322,CUST-03771,checking,2024-01-01
ACC-06323,CUST-00248,checking,2024-05-05
ACC-06324,CUST-00876,savings,2024-01-10
ACC-06325,CUST-04421,credit_card,2024-04-02
ACC-06326,CUST-03640,savings,2024-12-23
ACC-06327,CUST-04193,checking,2024-02-19
ACC-06328,CUST-00735,savings,2024-03-05
ACC-06329,CUST-03184,checking,2024-02-05
ACC-06330,CUST-03572,checking,2024-07-24
ACC-06331,CUST-02502,savings,2024-04-18
ACC-06332,CUST-04212,checking,2024-05-19
ACC-06333,CUST-01436,checking,2024-04-10
ACC-06334,CUST-02184,savings,2024-08-01
ACC-06335,CUST-00369,checking,2024-10-04
ACC-06336,CUST-02287,credit_card,2024-02-15
ACC-06337,CUST-03049,savings,2024-08-04
ACC-06338,CUST-03561,checking,2024-03-04
ACC-06339,CUST-02740,savings,2024-11-21
ACC-06340,CUST-02096,savings,2024-11-05
ACC-06341,CUST-00005,credit_card,2024-05-24
ACC-06342,CUST-04413,checking,2024-10-12
ACC-06343,CUST-04247,savings,2024-06-23
ACC-06344,CUST-01598,credit_card,2024-04-24
ACC-06345,CUST-01505,savings,2024-10-15
ACC-06346,CUST-00214,savings,2024-08-19
ACC-06347,CUST-02607,credit_card,2024-10-13
ACC-06348,CUST-01760,checking,2024-08-18
ACC-06349,CUST-02251,savings,2024-11-14
ACC-06350,CUST-03211,savings,2024-07-23
ACC-06351,CUST-02266,checking,2024-02-14
ACC-06352,CUST-01880,savings,2024-01-12
ACC-06353,CUST-01007,checking,2024-08-28
ACC-06354,CUST-00906,savings,2024-09-21
ACC-06355,CUST-03932,checking,2024-06-20
ACC-06356,CUST-01423,credit_card,2024-03-21
ACC-06357,CUST-00943,checking,2024-07-22
ACC-06358,CUST-04188,checking,2024-03-05
ACC-06359,CUST-03161,checking,2024-08-01
ACC-06360,CUST-03426,savings,2024-09-11
ACC-06361,CUST-01130,checking,2024-11-09
ACC-06362,CUST-02684,savings,2024-11-24
ACC-06363,CUST-03236,checking,2024-04-02
ACC-06364,CUST-00382,credit_card,2024-05-24
ACC-06365,CUST-02264,savings,2024-11-05
ACC-06366,CUST-04837,checking,2024-12-03
ACC-06367,CUST-02654,credit_card,2024-03-25
ACC-06368,CUST-02025,savings,2024-08-07
ACC-06369,CUST-02491,savings,2024-08-14
ACC-06370,CUST-03420,credit_card,2024-06-15
ACC-06371,CUST-03041,credit_card,2024-05-26
ACC-06372,CUST-00638,credit_card,2024-02-17
ACC-06373,CUST-00680,credit_card,2024-10-14
ACC-06374,CUST-04048,credit_card,2024-09-21
ACC-06375,CUST-04650,checking,2024-04-17
ACC-06376,CUST-02500,checking,2024-09-19
ACC-06377,CUST-04123,credit_card,2024-06-14
ACC-06378,CUST-00545,savings,2024-11-05
ACC-06379,CUST-00049,checking,2024-05-20
ACC-06380,CUST-04625,credit_card,2024-04-17
ACC-06381,CUST-01188,savings,2024-10-05
ACC-06382,CUST-04618,savings,2024-06-26
ACC-06383,CUST-04795,savings,2024-08-22
ACC-06384,CUST-01058,checking,2024-02-27
ACC-06385,CUST-03853,checking,2024-08-17
ACC-06386,CUST-00421,savings,2024-12-27
ACC-06387,CUST-02753,credit_card,2024-09-07
ACC-06388,CUST-01365,credit_card,2024-07-24
ACC-06389,CUST-01999,checking,2024-04-19
ACC-06390,CUST-02247,savings,2024-08-17
ACC-06391,CUST-01668,savings,2024-12-05
ACC-06392,CUST-02829,credit_card,2024-01-07
ACC-06393,CUST-04590,checking,2024-05-28
ACC-06394,CUST-04184,savings,2024-01-26
ACC-06395,CUST-02226,credit_card,2024-06-20
ACC-06396,CUST-04262,credit_card,2024-01-14
ACC-06397,CUST-04200,savings,2024-03-15
ACC-06398,CUST-00530,savings,2024-10-11
ACC-06399,CUST-02827,savings,2024-09-25
ACC-06400,CUST-02604,checking,2024-11-01
ACC-06401,CUST-04738,credit_card,2024-03-15
ACC-06402,CUST-02098,savings,2024-04-18
ACC-06403,CUST-02990,savings,2024-07-14
ACC-06404,CUST-00777,savings,2024-06-25
ACC-06405,CUST-02144,savings,2024-11-21
ACC-06406,CUST-01131,checking,2024-03-03
ACC-06407,CUST-01385,credit_card,2024-05-18
ACC-06408,CUST-02908,credit_card,2024-06-15
ACC-06409,CUST-04111,savings,2024-10-08
ACC-06410,CUST-00966,credit_card,2024-08-03
ACC-06411,CUST-02136,savings,2024-09-16
ACC-06412,CUST-01839,checking,2024-06-19
ACC-06413,CUST-00473,credit_card,2024-12-06
ACC-06414,CUST-00162,savings,2024-03-01
ACC-06415,CUST-03376,credit_card,2024-06-16
ACC-06416,CUST-03931,savings,2024-09-17
ACC-06417,CUST-00849,credit_card,2024-03-02
ACC-06418,CUST-00718,checking,2024-08-26
ACC-06419,CUST-00802,checking,2024-03-16
ACC-06420,CUST-02882,checking,2024-12-24
ACC-06421,CUST-00042,savings,2024-10-21
ACC-06422,CUST-00702,savings,2024-03-22
ACC-06423,CUST-04791,checking,2024-05-20
ACC-06424,CUST-03318,credit_card,2024-02-09
ACC-06425,CUST-02767,savings,2024-05-12
ACC-06426,CUST-00388,savings,2024-07-25
ACC-06427,CUST-00871,savings,2024-02-27
ACC-06428,CUST-01974,savings,2024-05-19
ACC-06429,CUST-03216,checking,2024-09-11
ACC-06430,CUST-00792,savings,2024-07-04
ACC-06431,CUST-04782,savings,2024-02-25
ACC-06432,CUST-04466,savings,2024-01-20
ACC-06433,CUST-01314,credit_card,2024-06-19
ACC-06434,CUST-00156,checking,2024-10-16
ACC-06435,CUST-02533,credit_card,2024-10-07
ACC-06436,CUST-01903,checking,2024-02-09
ACC-06437,CUST-04724,checking,2024-07-21
ACC-06438,CUST-02767,checking,2024-05-21
ACC-06439,CUST-04287,credit_card,2024-08-21
ACC-06440,CUST-02285,credit_card,2024-04-24
ACC-06441,CUST-00169,credit_card,2024-03-04
ACC-06442,CUST-02844,checking,2024-06-22
ACC-06443,CUST-00699,checking,2024-05-15
ACC-06444,CUST-01771,savings,2024-02-06
ACC-06445,CUST-02134,credit_card,2024-05-16
ACC-06446,CUST-03974,checking,2024-06-26
ACC-06447,CUST-04866,checking,2024-10-12
ACC-06448,CUST-04065,checking,2024-09-06
ACC-06449,CUST-00242,checking,2024-01-08
ACC-06450,CUST-03561,savings,2024-08-11
ACC-06451,CUST-00586,credit_card,2024-01-11
ACC-06452,CUST-03341,credit_card,2024-12-27
ACC-06453,CUST-03975,savings,2024-10-14
ACC-06454,CUST-03874,savings,2024-05-05
ACC-06455,CUST-00628,checking,2024-02-09
ACC-06456,CUST-01894,credit_card,2024-11-15
ACC-06457,CUST-04832,savings,2024-03-03
ACC-06458,CUST-01943,savings,2024-08-27
ACC-06459,CUST-00486,checking,2024-10-10
ACC-06460,CUST-01345,credit_card,2024-11-26
ACC-06461,CUST-02404,checking,2024-09-18
ACC-06462,CUST-03297,savings,2024-09-23
ACC-06463,CUST-00856,credit_card,2024-06-04
ACC-06464,CUST-04701,savings,2024-02-28
ACC-06465,CUST-02369,checking,2024-08-21
ACC-06466,CUST-00825,credit_card,2024-05-08
ACC-06467,CUST-00672,credit_card,2024-08-26
ACC-06468,CUST-02806,savings,2024-11-28
ACC-06469,CUST-03552,savings,2024-08-15
ACC-06470,CUST-01637,checking,2024-08-23
ACC-06471,CUST-00422,savings,2024-11-18
ACC-06472,CUST-01860,checking,2024-12-22
ACC-06473,CUST-00467,savings,2024-05-20
ACC-06474,CUST-03990,checking,2024-04-24
ACC-06475,CUST-03194,savings,2024-10-13
ACC-06476,CUST-01283,credit_card,2024-06-12
ACC-06477,CUST-03770,credit_card,2024-01-19
ACC-06478,CUST-00365,savings,2024-09-01
ACC-06479,CUST-01716,savings,2024-03-13
ACC-06480,CUST-02102,savings,2024-09-14
ACC-06481,CUST-03164,credit_card,2024-02-27
ACC-06482,CUST-03823,credit_card,2024-12-27
ACC-06483,CUST-03100,credit_card,2024-11-08
ACC-06484,CUST-01021,savings,2024-12-05
ACC-06485,CUST-04434,savings,2024-03-08
ACC-06486,CUST-03428,savings,2024-12-18
ACC-06487,CUST-00744,checking,2024-08-11
ACC-06488,CUST-00562,credit_card,2024-06-17
ACC-06489,CUST-00867,credit_card,2024-04-19
ACC-06490,CUST-00263,savings,2024-08-06
ACC-06491,CUST-04573,checking,2024-01-08
ACC-06492,CUST-04411,savings,2024-01-06
ACC-06493,CUST-02495,credit_card,2024-09-25
ACC-06494,CUST-03723,savings,2024-10-13
ACC-06495,CUST-04371,credit_card,2024-08-14
ACC-06496,CUST-04801,credit_card,2024-06-08
ACC-06497,CUST-03715,checking,2024-04-19
ACC-06498,CUST-04688,credit_card,2024-06-25
ACC-06499,CUST-02796,checking,2024-07-22
ACC-06500,CUST-01816,checking,2024-03-27
ACC-06501,CUST-02816,checking,2024-08-10
ACC-06502,CUST-00023,checking,2024-02-21
ACC-06503,CUST-03267,credit_card,2024-01-03
ACC-06504,CUST-02357,credit_card,2024-11-14
ACC-06505,CUST-03962,credit_card,2024-03-24
ACC-06506,CUST-03448,credit_card,2024-12-16
ACC-06507,CUST-02090,credit_card,2024-09-14
ACC-06508,CUST-03464,credit_card,2024-10-02
ACC-06509,CUST-02221,credit_card,2024-02-23
ACC-06510,CUST-03126,savings,2024-09-03
ACC-06511,CUST-00783,credit_card,2024-03-12
ACC-06512,CUST-04773,checking,2024-09-25
ACC-06513,CUST-04925,credit_card,2024-02-15
ACC-06514,CUST-00579,credit_card,2024-11-23
ACC-06515,CUST-01010,savings,2024-09-14
ACC-06516,CUST-03782,credit_card,2024-11-27
ACC-06517,CUST-01086,credit_card,2024-12-19
ACC-06518,CUST-01779,savings,2024-08-21
ACC-06519,CUST-00757,credit_card,2024-05-19
ACC-06520,CUST-03909,checking,2024-06-24
ACC-06521,CUST-00712,savings,2024-01-07
ACC-06522,CUST-03852,savings,2024-12-24
ACC-06523,CUST-04458,checking,2024-07-06
ACC-06524,CUST-00724,credit_card,2024-08-11
ACC-06525,CUST-04712,credit_card,2024-03-18
ACC-06526,CUST-03772,savings,2024-01-27
ACC-06527,CUST-02645,checking,2024-05-13
ACC-06528,CUST-03006,checking,2024-03-01
ACC-06529,CUST-02738,credit_card,2024-09-24
ACC-06530,CUST-01000,credit_card,2024-11-24
ACC-06531,CUST-04257,savings,2024-10-13
ACC-06532,CUST-02465,checking,2024-03-05
ACC-06533,CUST-00426,savings,2024-09-09
ACC-06534,CUST-00484,checking,2024-03-24
ACC-06535,CUST-00844,credit_card,2024-08-16
ACC-06536,CUST-03761,savings,2024-02-07
ACC-06537,CUST-04437,savings,2024-12-08
ACC-06538,CUST-01578,checking,2024-07-05
ACC-06539,CUST-01225,checking,2024-09-17
ACC-06540,CUST-03344,savings,2024-06-10
ACC-06541,CUST-01565,savings,2024-04-15
ACC-06542,CUST-01508,savings,2024-09-01
ACC-06543,CUST-01335,credit_card,2024-03-02
ACC-06544,CUST-01799,credit_card,2024-06-18
ACC-06545,CUST-02577,credit_card,2024-05-06
ACC-06546,CUST-04063,savings,2024-12-18
ACC-06547,CUST-01174,credit_card,2024-12-24
ACC-06548,CUST-01179,credit_card,2024-08-22
ACC-06549,CUST-03305,checking,2024-08-24
ACC-06550,CUST-02770,checking,2024-06-18
ACC-06551,CUST-02094,checking,2024-06-22
ACC-06552,CUST-04004,credit_card,2024-02-21
ACC-06553,CUST-02331,checking,2024-05-17
ACC-06554,CUST-02521,savings,2024-10-03
ACC-06555,CUST-03115,checking,2024-04-09
ACC-06556,CUST-04800,checking,2024-01-04
ACC-06557,CUST-00282,savings,2024-12-14
ACC-06558,CUST-00197,checking,2024-06-22
ACC-06559,CUST-00792,credit_card,2024-06-17
ACC-06560,CUST-02357,savings,2024-02-16
ACC-06561,CUST-02568,savings,2024-02-28
ACC-06562,CUST-01290,savings,2024-10-25
ACC-06563,CUST-04609,savings,2024-04-12
ACC-06564,CUST-01204,credit_card,2024-11-27
ACC-06565,CUST-02694,checking,2024-11-23
ACC-06566,CUST-01983,credit_card,2024-05-12
ACC-06567,CUST-02644,credit_card,2024-03-25
ACC-06568,CUST-02522,checking,2024-10-14
ACC-06569,CUST-04638,checking,2024-12-01
ACC-06570,CUST-01916,savings,2024-01-11
ACC-06571,CUST-01963,checking,2024-04-16
ACC-06572,CUST-03625,checking,2024-06-07
ACC-06573,CUST-03596,savings,2024-08-09
ACC-06574,CUST-00843,savings,2024-10-10
ACC-06575,CUST-00902,savings,2024-07-14
ACC-06576,CUST-03029,savings,2024-08-01
ACC-06577,CUST-03922,savings,2024-03-19
ACC-06578,CUST-03779,savings,2024-03-09
ACC-06579,CUST-03634,credit_card,2024-04-05
ACC-06580,CUST-01570,savings,2024-01-21
ACC-06581,CUST-02997,savings,2024-01-11
ACC-06582,CUST-03049,savings,2024-08-24
ACC-06583,CUST-01886,checking,2024-05-25
ACC-06584,CUST-02810,checking,2024-03-14
ACC-06585,CUST-00196,savings,2024-01-19
ACC-06586,CUST-04795,savings,2024-04-28
ACC-06587,CUST-02196,savings,2024-03-10
ACC-06588,CUST-02891,savings,2024-11-21
ACC-06589,CUST-04865,checking,2024-07-27
ACC-06590,CUST-04908,checking,2024-01-14
ACC-06591,CUST-00762,checking,2024-11-13
ACC-06592,CUST-03825,credit_card,2024-09-05
ACC-06593,CUST-04186,savings,2024-05-07
ACC-06594,CUST-03502,savings,2024-02-27
ACC-06595,CUST-03862,checking,2024-12-02
ACC-06596,CUST-01584,checking,2024-07-14
ACC-06597,CUST-02422,checking,2024-07-02
ACC-06598,CUST-00826,credit_card,2024-05-14
ACC-06599,CUST-03230,savings,2024-08-20
ACC-06600,CUST-02956,checking,2024-01-11
ACC-06601,CUST-03988,checking,2024-08-01
ACC-06602,CUST-04806,credit_card,2024-05-07
ACC-06603,CUST-03288,savings,2024-06-26
ACC-06604,CUST-01536,savings,2024-12-28
ACC-06605,CUST-02398,credit_card,2024-07-02
ACC-06606,CUST-02655,savings,2024-01-27
ACC-06607,CUST-03863,checking,2024-07-16
ACC-06608,CUST-04561,credit_card,2024-08-07
ACC-06609,CUST-04982,savings,2024-06-13
ACC-06610,CUST-00458,savings,2024-06-18
ACC-06611,CUST-03073,checking,2024-12-21
ACC-06612,CUST-03978,checking,2024-04-17
ACC-06613,CUST-00444,checking,2024-09-02
ACC-06614,CUST-04801,checking,2024-08-09
ACC-06615,CUST-02908,savings,2024-02-15
ACC-06616,CUST-03581,credit_card,2024-02-20
ACC-06617,CUST-02556,savings,2024-07-17
ACC-06618,CUST-01865,checking,2024-02-01
ACC-06619,CUST-04156,checking,2024-07-12
ACC-06620,CUST-01696,credit_card,2024-04-01
ACC-06621,CUST-03509,savings,2024-09-03
ACC-06622,CUST-01825,credit_card,2024-06-18
ACC-06623,CUST-00598,savings,2024-01-18
ACC-06624,CUST-04161,credit_card,2024-02-18
ACC-06625,CUST-02670,credit_card,2024-08-08
ACC-06626,CUST-04670,credit_card,2024-04-10
ACC-06627,CUST-00333,checking,2024-01-01
ACC-06628,CUST-04715,savings,2024-09-25
ACC-06629,CUST-00686,savings,2024-03-12
ACC-06630,CUST-02546,savings,2024-10-04
ACC-06631,CUST-02079,savings,2024-09-04
ACC-06632,CUST-00746,savings,2024-02-11
ACC-06633,CUST-02116,checking,2024-02-11
ACC-06634,CUST-02767,checking,2024-03-26
ACC-06635,CUST-02450,credit_card,2024-06-28
ACC-06636,CUST-02100,checking,2024-04-22
ACC-06637,CUST-01006,savings,2024-06-08
ACC-06638,CUST-04375,checking,2024-03-02
ACC-06639,CUST-04110,checking,2024-01-09
ACC-06640,CUST-03223,checking,2024-10-12
ACC-06641,CUST-04273,credit_card,2024-12-08
ACC-06642,CUST-03456,savings,2024-09-11
ACC-06643,CUST-00243,checking,2024-06-02
ACC-06644,CUST-02140,checking,2024-05-12
ACC-06645,CUST-00520,savings,2024-11-09
ACC-06646,CUST-00877,checking,2024-03-22
ACC-06647,CUST-01524,credit_card,2024-08-20
ACC-06648,CUST-04223,checking,2024-07-03
ACC-06649,CUST-04473,credit_card,2024-10-26
ACC-06650,CUST-04217,savings,2024-01-24
ACC-06651,CUST-02560,savings,2024-02-08
ACC-06652,CUST-04403,savings,2024-12-21
ACC-06653,CUST-02409,savings,2024-02-13
ACC-06654,CUST-02832,credit_card,2024-09-15
ACC-06655,CUST-04072,savings,2024-03-25
ACC-06656,CUST-04445,savings,2024-06-02
ACC-06657,CUST-01868,credit_card,2024-06-22
ACC-06658,CUST-00713,checking,2024-09-05
ACC-06659,CUST-04355,checking,2024-06-09
ACC-06660,CUST-00005,checking,2024-06-25
ACC-06661,CUST-01070,checking,2024-02-10
ACC-06662,CUST-01364,checking,2024-04-02
ACC-06663,CUST-04094,savings,2024-12-04
ACC-06664,CUST-01713,checking,2024-01-17
ACC-06665,CUST-01566,savings,2024-01-02
ACC-06666,CUST-02999,checking,2024-11-14
ACC-06667,CUST-01887,savings,2024-01-25
ACC-06668,CUST-03279,checking,2024-09-21
ACC-06669,CUST-03793,credit_card,2024-05-22
ACC-06670,CUST-01956,savings,2024-07-22
ACC-06671,CUST-02850,credit_card,2024-07-14
ACC-06672,CUST-04652,checking,2024-05-18
ACC-06673,CUST-03429,savings,2024-04-12
ACC-06674,CUST-01679,credit_card,2024-01-16
ACC-06675,CUST-02893,checking,2024-03-16
ACC-06676,CUST-00528,checking,2024-09-08
ACC-06677,CUST-02503,savings,2024-11-28
ACC-06678,CUST-00286,credit_card,2024-01-26
ACC-06679,CUST-00650,savings,2024-11-28
ACC-06680,CUST-03601,checking,2024-07-27
ACC-06681,CUST-04713,checking,2024-08-19
ACC-06682,CUST-04667,credit_card,2024-12-04
ACC-06683,CUST-03753,checking,2024-09-11
ACC-06684,CUST-03875,credit_card,2024-07-20
ACC-06685,CUST-04613,savings,2024-11-01
ACC-06686,CUST-02074,checking,2024-03-10
ACC-06687,CUST-00015,checking,2024-01-24
ACC-06688,CUST-04645,checking,2024-08-16
ACC-06689,CUST-03919,savings,2024-07-28
ACC-06690,CUST-04403,checking,2024-02-02
ACC-06691,CUST-02395,checking,2024-05-09
ACC-06692,CUST-04977,checking,2024-04-08
ACC-06693,CUST-03120,checking,2024-12-27
ACC-06694,CUST-01236,checking,2024-01-20
ACC-06695,CUST-04197,checking,2024-07-16
ACC-06696,CUST-04036,checking,2024-08-05
ACC-06697,CUST-04969,credit_card,2024-10-12
ACC-06698,CUST-01762,savings,2024-04-24
ACC-06699,CUST-04861,savings,2024-04-03
ACC-06700,CUST-00146,checking,2024-04-02
ACC-06701,CUST-04039,checking,2024-05-07
ACC-06702,CUST-02823,credit_card,2024-01-03
ACC-06703,CUST-00806,savings,2024-12-26
ACC-06704,CUST-02367,credit_card,2024-04-28
ACC-06705,CUST-04630,savings,2024-01-28
ACC-06706,CUST-02003,checking,2024-11-26
ACC-06707,CUST-04654,credit_card,2024-03-09
ACC-06708,CUST-00986,checking,2024-10-02
ACC-06709,CUST-02057,checking,2024-04-06
ACC-06710,CUST-00033,savings,2024-06-23
ACC-06711,CUST-00060,checking,2024-12-17
ACC-06712,CUST-04590,savings,2024-12-10
ACC-06713,CUST-02322,checking,2024-07-02
ACC-06714,CUST-00078,checking,2024-12-08
ACC-06715,CUST-00853,credit_card,2024-11-10
ACC-06716,CUST-01831,savings,2024-03-25
ACC-06717,CUST-04797,savings,2024-03-04
ACC-06718,CUST-01952,savings,2024-05-23
ACC-06719,CUST-03576,checking,2024-05-03
ACC-06720,CUST-04062,checking,2024-06-21
ACC-06721,CUST-04837,savings,2024-01-16
ACC-06722,CUST-04214,credit_card,2024-06-10
ACC-06723,CUST-04769,checking,2024-12-21
ACC-06724,CUST-04546,credit_card,2024-09-12
ACC-06725,CUST-03206,checking,2024-03-15
ACC-06726,CUST-00996,checking,2024-06-08
ACC-06727,CUST-02582,savings,2024-06-20
ACC-06728,CUST-04223,savings,2024-03-21
ACC-06729,CUST-00133,credit_card,2024-12-07
ACC-06730,CUST-00596,checking,2024-11-01
ACC-06731,CUST-00341,savings,2024-04-23
ACC-06732,CUST-01827,savings,2024-02-17
ACC-06733,CUST-03833,savings,2024-12-27
ACC-06734,CUST-01443,checking,2024-10-12
ACC-06735,CUST-00819,checking,2024-12-06
ACC-06736,CUST-03584,checking,2024-07-22
ACC-06737,CUST-03103,checking,2024-11-16
ACC-06738,CUST-04511,savings,2024-11-02
ACC-06739,CUST-00253,credit_card,2024-01-03
ACC-06740,CUST-04450,checking,2024-01-15
ACC-06741,CUST-00709,checking,2024-07-22
ACC-06742,CUST-03163,checking,2024-11-19
ACC-06743,CUST-00300,savings,2024-09-06
ACC-06744,CUST-03852,credit_card,2024-03-27
ACC-06745,CUST-01913,credit_card,2024-09-05
ACC-06746,CUST-04286,credit_card,2024-06-07
ACC-06747,CUST-03139,credit_card,2024-08-18
ACC-06748,CUST-02287,credit_card,2024-08-14
ACC-06749,CUST-03054,savings,2024-10-20
ACC-06750,CUST-04266,checking,2024-08-27
ACC-06751,CUST-02710,credit_card,2024-08-18
ACC-06752,CUST-02042,savings,2024-10-03
ACC-06753,CUST-03226,savings,2024-01-24
ACC-06754,CUST-00961,credit_card,2024-01-25
ACC-06755,CUST-02576,credit_card,2024-01-03
ACC-06756,CUST-04200,savings,2024-03-22
ACC-06757,CUST-01559,savings,2024-11-16
ACC-06758,CUST-03085,savings,2024-10-04
ACC-06759,CUST-04577,credit_card,2024-04-23
ACC-06760,CUST-00848,checking,2024-03-23
ACC-06761,CUST-04537,checking,2024-12-12
ACC-06762,CUST-00576,savings,2024-11-08
ACC-06763,CUST-03497,credit_card,2024-08-13
ACC-06764,CUST-02328,checking,2024-10-19
ACC-06765,CUST-03694,checking,2024-10-09
ACC-06766,CUST-00026,checking,2024-07-07
ACC-06767,CUST-02596,credit_card,2024-09-14
ACC-06768,CUST-02385,credit_card,2024-01-01
ACC-06769,CUST-00702,savings,2024-02-23
ACC-06770,CUST-01931,credit_card,2024-03-27
ACC-06771,CUST-01065,checking,2024-02-26
ACC-06772,CUST-00105,credit_card,2024-05-05
ACC-06773,CUST-01528,checking,2024-07-05
ACC-06774,CUST-03004,checking,2024-07-11
ACC-06775,CUST-03829,checking,2024-09-08
ACC-06776,CUST-03134,checking,2024-12-11
ACC-06777,CUST-04785,savings,2024-03-26
ACC-06778,CUST-02268,savings,2024-05-08
ACC-06779,CUST-00869,savings,2024-06-26
ACC-06780,CUST-04722,credit_card,2024-05-23
ACC-06781,CUST-04626,savings,2024-01-25
ACC-06782,CUST-02395,checking,2024-07-26
ACC-06783,CUST-04850,checking,2024-02-16
ACC-06784,CUST-00718,checking,2024-10-17
ACC-06785,CUST-02740,checking,2024-05-22
ACC-06786,CUST-03523,checking,2024-09-08
ACC-06787,CUST-01254,checking,2024-10-23
ACC-06788,CUST-02918,credit_card,2024-08-18
ACC-06789,CUST-01270,credit_card,2024-11-22
ACC-06790,CUST-02619,credit_card,2024-03-20
ACC-06791,CUST-01832,credit_card,2024-07-03
ACC-06792,CUST-02234,credit_card,2024-11-20
ACC-06793,CUST-04877,savings,2024-04-26
ACC-06794,CUST-03467,checking,2024-07-22
ACC-06795,CUST-03472,credit_card,2024-09-23
ACC-06796,CUST-01356,checking,2024-09-05
ACC-06797,CUST-03638,savings,2024-07-19
ACC-06798,CUST-03370,credit_card,2024-09-26
ACC-06799,CUST-04875,savings,2024-04-04
ACC-06800,CUST-00280,credit_card,2024-05-20
ACC-06801,CUST-02722,savings,2024-10-06
ACC-06802,CUST-01578,credit_card,2024-07-22
ACC-06803,CUST-03587,credit_card,2024-06-12
ACC-06804,CUST-04933,savings,2024-01-28
ACC-06805,CUST-03662,savings,2024-03-13
ACC-06806,CUST-00538,checking,2024-09-09
ACC-06807,CUST-04917,savings,2024-11-18
ACC-06808,CUST-02318,savings,2024-09-22
ACC-06809,CUST-01456,credit_card,2024-09-22
ACC-06810,CUST-02458,savings,2024-04-23
ACC-06811,CUST-02790,credit_card,2024-01-18
ACC-06812,CUST-04354,checking,2024-12-13
ACC-06813,CUST-03167,savings,2024-12-09
ACC-06814,CUST-00105,savings,2024-01-11
ACC-06815,CUST-02194,checking,2024-10-23
ACC-06816,CUST-04739,credit_card,2024-12-25
ACC-06817,CUST-01951,credit_card,2024-06-24
ACC-06818,CUST-00960,checking,2024-05-05
ACC-06819,CUST-00138,credit_card,2024-02-16
ACC-06820,CUST-00166,credit_card,2024-02-14
ACC-06821,CUST-00546,checking,2024-11-09
ACC-06822,CUST-04077,checking,2024-06-12
ACC-06823,CUST-00756,savings,2024-06-16
ACC-06824,CUST-04219,savings,2024-01-18
ACC-06825,CUST-02435,checking,2024-09-17
ACC-06826,CUST-00131,credit_card,2024-05-22
