case_id,transaction_id,account_id,status,risk_score,opened_at
FC-01130,TXN-029858,ACC-03304,confirmed_fraud,0.5,2026-05-11
FC-01131,TXN-007808,ACC-04712,closed_no_fraud,0.96,2026-01-18
FC-01132,TXN-037751,ACC-04626,investigating,0.57,2026-06-27
FC-01133,TXN-045044,ACC-01759,investigating,0.65,2026-02-06
FC-01134,TXN-009899,ACC-06232,confirmed_fraud,0.56,2026-02-02
FC-01135,TXN-044314,ACC-05883,confirmed_fraud,0.52,2026-03-28
FC-01136,TXN-018684,ACC-00406,closed_no_fraud,0.75,2026-03-14
FC-01137,TXN-001334,ACC-06672,open,0.42,2026-02-13
FC-01138,TXN-045012,ACC-00673,investigating,0.92,2026-03-27
FC-01139,TXN-013077,ACC-01451,open,0.73,2026-06-12
FC-01140,TXN-012047,ACC-02496,investigating,0.92,2026-08-24
FC-01141,TXN-000716,ACC-02282,open,0.73,2026-03-28
FC-01142,TXN-036673,ACC-04164,investigating,0.64,2026-02-13
FC-01143,TXN-036063,ACC-06612,investigating,0.69,2026-05-20
FC-01144,TXN-005329,ACC-02489,closed_no_fraud,0.73,2026-05-16
FC-01145,TXN-048861,ACC-02538,confirmed_fraud,0.86,2026-04-07
FC-01146,TXN-011995,ACC-05763,open,0.59,2026-02-16
FC-01147,TXN-039600,ACC-06297,confirmed_fraud,0.88,2026-06-26
FC-01148,TXN-028951,ACC-01587,closed_no_fraud,0.61,2026-03-15
FC-01149,TXN-028591,ACC-03913,closed_no_fraud,0.92,2026-08-28
FC-01150,TXN-044687,ACC-02506,open,0.62,2026-01-02
FC-01151,TXN-023654,ACC-03024,confirmed_fraud,0.66,2026-03-07
FC-01152,TXN-008883,ACC-01356,open,0.52,2026-04-03
FC-01153,TXN-007236,ACC-05368,investigating,0.67,2026-01-23
FC-01154,TXN-004980,ACC-04530,investigating,0.53,2026-06-10
FC-01155,TXN-036621,ACC-06174,confirmed_fraud,0.88,2026-04-20
FC-01156,TXN-010732,ACC-02798,open,0.83,2026-01-21
FC-01157,TXN-009293,ACC-06052,investigating,0.59,2026-01-12
FC-01158,TXN-021343,ACC-06843,confirmed_fraud,0.49,2026-03-18
FC-01159,TXN-035712,ACC-04947,closed_no_fraud,0.43,2026-07-23
FC-01160,TXN-016593,ACC-00706,open,0.94,2026-04-23
FC-01161,TXN-049590,ACC-04680,investigating,0.85,2026-02-26
FC-01162,TXN-004510,ACC-02247,open,0.42,2026-03-23
FC-01163,TXN-038810,ACC-00636,investigating,0.74,2026-01-03
FC-01164,TXN-030169,ACC-01731,investigating,0.65,2026-07-07
FC-01165,TXN-037448,ACC-03507,open,0.56,2026-01-20
FC-01166,TXN-045673,ACC-00205,open,0.95,2026-05-03
FC-01167,TXN-016889,ACC-06247,confirmed_fraud,0.54,2026-06-09
FC-01168,TXN-005186,ACC-03157,closed_no_fraud,0.97,2026-06-24
FC-01169,TXN-025116,ACC-06460,open,0.87,2026-05-12
FC-01170,TXN-028699,ACC-03706,open,0.67,2026-01-14
FC-01171,TXN-035460,ACC-02298,investigating,0.94,2026-07-08
FC-01172,TXN-000552,ACC-00076,investigating,0.49,2026-05-11
FC-01173,TXN-049566,ACC-05344,investigating,0.68,2026-02-24
FC-01174,TXN-022483,ACC-02674,open,0.71,2026-05-07
FC-01175,TXN-034637,ACC-02601,open,0.52,2026-01-26
FC-01176,TXN-026175,ACC-05979,closed_no_fraud,0.7,2026-07-07
FC-01177,TXN-032782,ACC-02316,closed_no_fraud,0.63,2026-02-26
FC-01178,TXN-036675,ACC-00976,confirmed_fraud,0.81,2026-08-26
FC-01179,TXN-023677,ACC-07353,closed_no_fraud,0.94,2026-04-06
FC-01180,TXN-036005,ACC-03457,confirmed_fraud,0.77,2026-06-07
FC-01181,TXN-010131,ACC-01720,closed_no_fraud,0.55,2026-07-23
FC-01182,TXN-024130,ACC-06145,closed_no_fraud,0.44,2026-04-22
FC-01183,TXN-045585,ACC-02211,open,0.6,2026-07-19
FC-01184,TXN-006462,ACC-00538,closed_no_fraud,0.72,2026-05-26
FC-01185,TXN-037012,ACC-05060,closed_no_fraud,0.57,2026-07-16
FC-01186,TXN-028780,ACC-05371,confirmed_fraud,0.52,2026-04-01
FC-01187,TXN-031962,ACC-01399,investigating,0.96,2026-02-15
FC-01188,TXN-010819,ACC-01143,confirmed_fraud,0.6,2026-06-15
FC-01189,TXN-011349,ACC-00238,open,0.75,2026-08-12
FC-01190,TXN-007144,ACC-01600,closed_no_fraud,0.95,2026-06-27
FC-01191,TXN-010790,ACC-06520,confirmed_fraud,0.89,2026-05-21
FC-01192,TXN-006488,ACC-03671,closed_no_fraud,0.65,2026-06-24
FC-01193,TXN-030869,ACC-02232,confirmed_fraud,0.72,2026-02-01
FC-01194,TXN-003358,ACC-04485,closed_no_fraud,0.91,2026-06-10
FC-01195,TXN-022418,ACC-05776,open,0.73,2026-05-21
FC-01196,TXN-015706,ACC-02288,confirmed_fraud,0.55,2026-04-16
FC-01197,TXN-015798,ACC-04736,open,0.85,2026-06-26
FC-01198,TXN-039575,ACC-04616,investigating,0.55,2026-04-06
FC-01199,TXN-020959,ACC-02630,open,0.61,2026-02-21
FC-01200,TXN-029427,ACC-00970,investigating,0.42,2026-06-26
FC-01201,TXN-015705,ACC-01927,investigating,0.62,2026-04-07
FC-01202,TXN-036226,ACC-05594,confirmed_fraud,0.53,2026-06-04
FC-01203,TXN-043888,ACC-00896,closed_no_fraud,0.79,2026-02-28
FC-01204,TXN-000824,ACC-00851,investigating,0.72,2026-08-10
FC-01205,TXN-044440,ACC-02654,investigating,0.47,2026-05-05
FC-01206,TXN-037788,ACC-02057,open,0.8,2026-01-20
FC-01207,TXN-049130,ACC-06176,closed_no_fraud,0.97,2026-07-09
FC-01208,TXN-031295,ACC-03207,open,0.51,2026-06-24
FC-01209,TXN-021223,ACC-06509,closed_no_fraud,0.6,2026-06-18
FC-01210,TXN-012421,ACC-04849,open,0.82,2026-08-24
FC-01211,TXN-007045,ACC-01854,confirmed_fraud,0.69,2026-06-10
FC-01212,TXN-002039,ACC-00648,closed_no_fraud,0.55,2026-01-23
FC-01213,TXN-049037,ACC-02307,open,0.87,2026-03-12
FC-01214,TXN-020863,ACC-01723,closed_no_fraud,0.55,2026-07-27
FC-01215,TXN-043951,ACC-01229,investigating,0.64,2026-07-09
FC-01216,TXN-027514,ACC-05493,open,0.89,2026-05-11
FC-01217,TXN-042891,ACC-01144,open,0.6,2026-08-03
FC-01218,TXN-049119,ACC-05139,investigating,0.98,2026-03-14
FC-01219,TXN-000559,ACC-04138,confirmed_fraud,0.9,2026-05-01
FC-01220,TXN-048474,ACC-07024,open,0.97,2026-06-05
FC-01221,TXN-027249,ACC-01288,investigating,0.83,2026-08-24
FC-01222,TXN-046978,ACC-01262,closed_no_fraud,0.43,2026-01-16
FC-01223,TXN-033024,ACC-05644,confirmed_fraud,0.76,2026-07-17
FC-01224,TXN-020110,ACC-06420,investigating,0.68,2026-07-17
FC-01225,TXN-021336,ACC-05674,open,0.6,2026-06-19
FC-01226,TXN-001187,ACC-02120,confirmed_fraud,0.67,2026-08-25
FC-01227,TXN-012636,ACC-03201,confirmed_fraud,0.53,2026-02-27
FC-01228,TXN-046324,ACC-02149,investigating,0.8,2026-04-20
FC-01229,TXN-027086,ACC-06229,confirmed_fraud,0.98,2026-02-19
FC-01230,TXN-049168,ACC-04951,investigating,0.49,2026-06-22
FC-01231,TXN-048766,ACC-04745,confirmed_fraud,0.42,2026-05-20
FC-01232,TXN-003081,ACC-04120,closed_no_fraud,0.73,2026-08-26
FC-01233,TXN-013971,ACC-06681,closed_no_fraud,0.79,2026-02-27
FC-01234,TXN-018300,ACC-06203,confirmed_fraud,0.78,2026-06-28
FC-01235,TXN-039919,ACC-04229,closed_no_fraud,0.55,2026-03-02
FC-01236,TXN-008515,ACC-02120,open,0.44,2026-04-12
FC-01237,TXN-029039,ACC-06815,closed_no_fraud,0.93,2026-01-02
FC-01238,TXN-021186,ACC-04007,confirmed_fraud,0.56,2026-01-03
FC-01239,TXN-014137,ACC-07039,open,0.78,2026-07-22
FC-01240,TXN-031580,ACC-01364,closed_no_fraud,0.87,2026-06-05
FC-01241,TXN-025796,ACC-00608,confirmed_fraud,0.73,2026-05-19
FC-01242,TXN-006778,ACC-06603,closed_no_fraud,0.62,2026-05-15
FC-01243,TXN-048955,ACC-00086,open,0.67,2026-08-04
FC-01244,TXN-019085,ACC-07353,closed_no_fraud,0.8,2026-03-09
FC-01245,TXN-006541,ACC-02730,open,0.81,2026-08-13
FC-01246,TXN-002344,ACC-00903,investigating,0.74,2026-05-08
FC-01247,TXN-025683,ACC-01764,investigating,0.72,2026-02-17
FC-01248,TXN-018569,ACC-02489,closed_no_fraud,0.76,2026-07-03
FC-01249,TXN-005093,ACC-02531,open,0.63,2026-08-03
FC-01250,TXN-032573,ACC-02213,confirmed_fraud,0.9,2026-07-04
FC-01251,TXN-008730,ACC-01102,open,0.53,2026-05-24
FC-01252,TXN-008933,ACC-06669,investigating,0.53,2026-07-26
FC-01253,TXN-006821,ACC-03043,investigating,0.95,2026-05-23
FC-01254,TXN-040379,ACC-01751,investigating,0.48,2026-07-02
FC-01255,TXN-041592,ACC-01277,open,0.7,2026-01-28
FC-01256,TXN-031227,ACC-03973,open,0.87,2026-03-07
FC-01257,TXN-047691,ACC-02052,investigating,0.62,2026-06-05
FC-01258,TXN-005898,ACC-02975,investigating,0.79,2026-07-05
FC-01259,TXN-043320,ACC-06094,confirmed_fraud,0.6,2026-03-23
FC-01260,TXN-021101,ACC-01877,open,0.65,2026-06-04
FC-01261,TXN-024511,ACC-00380,confirmed_fraud,0.72,2026-01-15
FC-01262,TXN-025087,ACC-03373,open,0.4,2026-07-22
FC-01263,TXN-036860,ACC-07206,confirmed_fraud,0.69,2026-06-01
FC-01264,TXN-000712,ACC-02677,confirmed_fraud,0.63,2026-01-07
FC-01265,TXN-040345,ACC-05992,confirmed_fraud,0.58,2026-01-21
FC-01266,TXN-021167,ACC-06895,confirmed_fraud,0.73,2026-08-07
FC-01267,TXN-000988,ACC-05484,investigating,0.62,2026-05-11
FC-01268,TXN-034740,ACC-03013,open,0.96,2026-01-09
FC-01269,TXN-026271,ACC-04256,open,0.51,2026-05-26
FC-01270,TXN-007409,ACC-07027,closed_no_fraud,0.5,2026-02-11
FC-01271,TXN-016732,ACC-02473,closed_no_fraud,0.83,2026-06-11
FC-01272,TXN-012235,ACC-05780,investigating,0.93,2026-07-08
FC-01273,TXN-045216,ACC-06033,closed_no_fraud,0.4,2026-05-13
FC-01274,TXN-033183,ACC-00415,closed_no_fraud,0.61,2026-02-02
FC-01275,TXN-038450,ACC-03880,investigating,0.78,2026-08-22
FC-01276,TXN-015302,ACC-02364,closed_no_fraud,0.87,2026-04-28
FC-01277,TXN-006154,ACC-02599,open,0.5,2026-01-27
FC-01278,TXN-046911,ACC-04637,open,0.66,2026-08-03
FC-01279,TXN-037828,ACC-00832,investigating,0.58,2026-02-19
FC-01280,TXN-031682,ACC-02823,closed_no_fraud,0.76,2026-01-18
FC-01281,TXN-009854,ACC-06136,investigating,0.42,2026-01-11
FC-01282,TXN-004936,ACC-02599,confirmed_fraud,0.96,2026-07-07
FC-01283,TXN-044623,ACC-01425,investigating,0.56,2026-07-20
FC-01284,TXN-014659,ACC-00147,confirmed_fraud,0.9,2026-08-19
FC-01285,TXN-044779,ACC-02145,confirmed_fraud,0.62,2026-06-19
FC-01286,TXN-011121,ACC-05489,confirmed_fraud,0.95,2026-06-26
FC-01287,TXN-026748,ACC-03354,confirmed_fraud,0.9,2026-04-20
FC-01288,TXN-035002,ACC-01470,open,0.61,2026-02-20
FC-01289,TXN-042647,ACC-05533,investigating,0.87,2026-08-21
FC-01290,TXN-020588,ACC-01425,closed_no_fraud,0.95,2026-02-06
FC-01291,TXN-039532,ACC-03967,open,0.42,2026-01-12
FC-01292,TXN-046164,ACC-04588,closed_no_fraud,0.7,2026-05-07
FC-01293,TXN-034001,ACC-04430,confirmed_fraud,0.96,2026-04-14
FC-01294,TXN-021444,ACC-02303,open,0.49,2026-03-26
FC-01295,TXN-011612,ACC-05306,closed_no_fraud,0.89,2026-04-01
FC-01296,TXN-037425,ACC-00513,confirmed_fraud,0.42,2026-07-04
FC-01297,TXN-046594,ACC-01559,investigating,0.98,2026-08-23
FC-01298,TXN-018368,ACC-05118,confirmed_fraud,0.6,2026-04-25
FC-01299,TXN-009554,ACC-05322,closed_no_fraud,0.69,2026-02-15
FC-01300,TXN-040013,ACC-05576,confirmed_fraud,0.69,2026-04-14
FC-01301,TXN-033007,ACC-01691,confirmed_fraud,0.9,2026-02-18
FC-01302,TXN-015283,ACC-02961,closed_no_fraud,0.56,2026-04-10
FC-01303,TXN-031178,ACC-06359,confirmed_fraud,0.89,2026-05-27
FC-01304,TXN-029662,ACC-00637,open,0.41,2026-02-12
FC-01305,TXN-019619,ACC-02130,closed_no_fraud,0.87,2026-05-04
FC-01306,TXN-043706,ACC-05887,closed_no_fraud,0.63,2026-04-25
FC-01307,TXN-015777,ACC-05888,open,0.64,2026-08-02
FC-01308,TXN-036567,ACC-07430,investigating,0.96,2026-07-03
FC-01309,TXN-018536,ACC-06225,investigating,0.88,2026-02-19
FC-01310,TXN-017906,ACC-06010,closed_no_fraud,0.87,2026-08-07
FC-01311,TXN-045635,ACC-06184,confirmed_fraud,0.47,2026-02-18
FC-01312,TXN-031523,ACC-03802,investigating,0.71,2026-01-20
FC-01313,TXN-011167,ACC-05698,open,0.47,2026-02-05
FC-01314,TXN-005375,ACC-00026,open,0.52,2026-07-27
FC-01315,TXN-003470,ACC-07108,confirmed_fraud,0.8,2026-01-11
FC-01316,TXN-041410,ACC-05656,investigating,0.44,2026-03-21
FC-01317,TXN-046113,ACC-02836,investigating,0.76,2026-03-03
FC-01318,TXN-042877,ACC-01311,confirmed_fraud,0.52,2026-02-26
FC-01319,TXN-004576,ACC-02514,open,0.84,2026-06-15
FC-01320,TXN-044376,ACC-05735,confirmed_fraud,0.95,2026-02-01
FC-01321,TXN-045043,ACC-02647,investigating,0.66,2026-01-02
FC-01322,TXN-023553,ACC-02951,open,0.96,2026-01-13
FC-01323,TXN-038179,ACC-00074,confirmed_fraud,0.72,2026-04-14
FC-01324,TXN-042550,ACC-00724,open,0.57,2026-03-24
FC-01325,TXN-048917,ACC-06513,closed_no_fraud,0.42,2026-01-23
FC-01326,TXN-014549,ACC-02039,investigating,0.76,2026-02-03
FC-01327,TXN-047733,ACC-05697,confirmed_fraud,0.44,2026-02-13
FC-01328,TXN-022710,ACC-01161,open,0.44,2026-06-04
FC-01329,TXN-043687,ACC-06913,closed_no_fraud,0.67,2026-01-22
FC-01330,TXN-000580,ACC-03563,investigating,0.68,2026-01-15
FC-01331,TXN-037961,ACC-04713,closed_no_fraud,0.55,2026-02-01
FC-01332,TXN-030977,ACC-00205,investigating,0.53,2026-03-06
FC-01333,TXN-000864,ACC-07405,confirmed_fraud,0.56,2026-06-16
FC-01334,TXN-020593,ACC-04939,confirmed_fraud,0.84,2026-02-16
FC-01335,TXN-016653,ACC-05871,confirmed_fraud,0.74,2026-01-20
FC-01336,TXN-008758,ACC-02458,investigating,0.45,2026-06-03
FC-01337,TXN-042043,ACC-05335,confirmed_fraud,0.92,2026-05-08
FC-01338,TXN-023108,ACC-00479,investigating,0.95,2026-05-24
FC-01339,TXN-009632,ACC-05648,closed_no_fraud,0.46,2026-04-21
FC-01340,TXN-044187,ACC-02007,investigating,0.52,2026-08-25
FC-01341,TXN-026854,ACC-00750,confirmed_fraud,0.75,2026-01-01
FC-01342,TXN-005024,ACC-03156,open,0.84,2026-04-14
FC-01343,TXN-042087,ACC-00234,open,0.47,2026-06-14
FC-01344,TXN-029655,ACC-00667,closed_no_fraud,0.92,2026-07-02
FC-01345,TXN-030815,ACC-03629,investigating,0.78,2026-08-21
FC-01346,TXN-010776,ACC-05797,closed_no_fraud,0.85,2026-04-28
FC-01347,TXN-001733,ACC-01120,investigating,0.91,2026-04-19
FC-01348,TXN-032163,ACC-02050,confirmed_fraud,0.58,2026-05-11
FC-01349,TXN-035504,ACC-00983,open,0.51,2026-07-28
FC-01350,TXN-009742,ACC-05898,confirmed_fraud,0.88,2026-03-06
FC-01351,TXN-049153,ACC-05383,confirmed_fraud,0.87,2026-01-16
FC-01352,TXN-031377,ACC-04667,closed_no_fraud,0.93,2026-05-08
FC-01353,TXN-010511,ACC-05090,confirmed_fraud,0.44,2026-04-10
FC-01354,TXN-019079,ACC-05738,investigating,0.74,2026-07-17
FC-01355,TXN-040718,ACC-06085,confirmed_fraud,0.8,2026-02-16
FC-01356,TXN-009297,ACC-06356,confirmed_fraud,0.75,2026-05-10
FC-01357,TXN-023882,ACC-00480,confirmed_fraud,0.73,2026-08-18
FC-01358,TXN-019247,ACC-00240,confirmed_fraud,0.68,2026-03-15
FC-01359,TXN-043168,ACC-03866,closed_no_fraud,0.87,2026-07-24
FC-01360,TXN-039684,ACC-03201,investigating,0.96,2026-01-27
FC-01361,TXN-014149,ACC-03474,closed_no_fraud,0.88,2026-05-04
FC-01362,TXN-047514,ACC-03184,closed_no_fraud,0.57,2026-01-21
FC-01363,TXN-005413,ACC-00484,investigating,0.46,2026-01-10
FC-01364,TXN-031171,ACC-06970,confirmed_fraud,0.45,2026-02-14
FC-01365,TXN-031726,ACC-01569,investigating,0.76,2026-08-25
FC-01366,TXN-009122,ACC-06634,confirmed_fraud,0.83,2026-02-21
FC-01367,TXN-009326,ACC-02411,confirmed_fraud,0.83,2026-04-13
FC-01368,TXN-002741,ACC-00460,closed_no_fraud,0.92,2026-07-10
FC-01369,TXN-008367,ACC-07061,confirmed_fraud,0.57,2026-05-20
FC-01370,TXN-005020,ACC-02769,open,0.66,2026-03-10
FC-01371,TXN-025403,ACC-01102,closed_no_fraud,0.43,2026-07-19
FC-01372,TXN-025766,ACC-04127,open,0.67,2026-01-07
FC-01373,TXN-049058,ACC-06791,open,0.74,2026-07-12
FC-01374,TXN-024423,ACC-01320,confirmed_fraud,0.82,2026-01-18
FC-01375,TXN-025577,ACC-07436,closed_no_fraud,0.69,2026-07-10
FC-01376,TXN-011931,ACC-03084,investigating,0.62,2026-07-10
FC-01377,TXN-012160,ACC-03321,confirmed_fraud,0.54,2026-04-24
FC-01378,TXN-043568,ACC-00544,open,0.48,2026-06-13
FC-01379,TXN-036326,ACC-06809,investigating,0.46,2026-07-21
FC-01380,TXN-033904,ACC-04674,open,0.5,2026-08-09
FC-01381,TXN-049736,ACC-00148,confirmed_fraud,0.61,2026-06-18
FC-01382,TXN-005592,ACC-02114,investigating,0.86,2026-02-11
FC-01383,TXN-041930,ACC-01505,open,0.85,2026-06-24
FC-01384,TXN-028071,ACC-00334,investigating,0.55,2026-03-11
FC-01385,TXN-027574,ACC-01218,open,0.57,2026-04-21
FC-01386,TXN-023692,ACC-06027,confirmed_fraud,0.86,2026-05-20
FC-01387,TXN-011871,ACC-02786,investigating,0.69,2026-06-03
FC-01388,TXN-018740,ACC-07246,investigating,0.44,2026-04-22
FC-01389,TXN-009683,ACC-04631,confirmed_fraud,0.61,2026-08-25
FC-01390,TXN-002582,ACC-01890,open,0.93,2026-01-23
FC-01391,TXN-004245,ACC-03289,open,0.48,2026-01-07
FC-01392,TXN-000887,ACC-04236,confirmed_fraud,0.6,2026-02-09
FC-01393,TXN-020751,ACC-07054,closed_no_fraud,0.55,2026-06-17
FC-01394,TXN-048650,ACC-02516,closed_no_fraud,0.91,2026-05-05
FC-01395,TXN-007289,ACC-01501,investigating,0.68,2026-03-28
FC-01396,TXN-024127,ACC-03065,closed_no_fraud,0.63,2026-06-01
FC-01397,TXN-000320,ACC-05856,confirmed_fraud,0.66,2026-01-16
FC-01398,TXN-004021,ACC-06513,closed_no_fraud,0.68,2026-07-04
FC-01399,TXN-042396,ACC-01456,investigating,0.77,2026-02-11
FC-01400,TXN-047906,ACC-00640,open,0.47,2026-08-07
FC-01401,TXN-026414,ACC-01657,confirmed_fraud,0.44,2026-07-26
FC-01402,TXN-029296,ACC-02350,closed_no_fraud,0.68,2026-01-19
FC-01403,TXN-042802,ACC-05734,confirmed_fraud,0.42,2026-06-16
FC-01404,TXN-040387,ACC-02542,open,0.67,2026-02-13
FC-01405,TXN-004806,ACC-00133,investigating,0.42,2026-07-12
FC-01406,TXN-027367,ACC-06265,open,0.81,2026-01-06
FC-01407,TXN-018429,ACC-03046,closed_no_fraud,0.92,2026-02-12
FC-01408,TXN-015083,ACC-00592,closed_no_fraud,0.45,2026-02-07
FC-01409,TXN-026550,ACC-00733,closed_no_fraud,0.69,2026-08-18
FC-01410,TXN-002728,ACC-06524,confirmed_fraud,0.83,2026-07-19
FC-01411,TXN-000726,ACC-04286,investigating,0.57,2026-03-22
FC-01412,TXN-010958,ACC-04086,investigating,0.86,2026-04-15
FC-01413,TXN-017359,ACC-05109,confirmed_fraud,0.49,2026-08-17
FC-01414,TXN-012944,ACC-03355,investigating,0.71,2026-05-22
FC-01415,TXN-031677,ACC-00270,open,0.94,2026-01-09
FC-01416,TXN-049665,ACC-06650,investigating,0.59,2026-03-15
FC-01417,TXN-002767,ACC-01311,open,0.68,2026-01-10
FC-01418,TXN-028630,ACC-00892,open,0.97,2026-03-05
FC-01419,TXN-000397,ACC-05879,open,0.55,2026-04-13
FC-01420,TXN-038215,ACC-00210,open,0.56,2026-07-15
FC-01421,TXN-023893,ACC-02237,investigating,0.51,2026-07-11
FC-01422,TXN-035615,ACC-02763,open,0.56,2026-01-11
FC-01423,TXN-015014,ACC-00783,open,0.94,2026-08-04
FC-01424,TXN-049796,ACC-05273,confirmed_fraud,0.78,2026-07-17
FC-01425,TXN-002695,ACC-00401,investigating,0.85,2026-08-15
FC-01426,TXN-027221,ACC-05424,open,0.51,2026-04-27
FC-01427,TXN-011233,ACC-00614,closed_no_fraud,0.67,2026-04-21
FC-01428,TXN-029388,ACC-04492,open,0.95,2026-01-01
FC-01429,TXN-035243,ACC-00358,closed_no_fraud,0.95,2026-05-04
FC-01430,TXN-017078,ACC-02582,confirmed_fraud,0.64,2026-06-25
FC-01431,TXN-025367,ACC-04974,confirmed_fraud,0.86,2026-02-28
FC-01432,TXN-037124,ACC-03229,confirmed_fraud,0.5,2026-03-16
FC-01433,TXN-048074,ACC-01738,closed_no_fraud,0.46,2026-08-26
FC-01434,TXN-036169,ACC-00767,closed_no_fraud,0.93,2026-05-28
FC-01435,TXN-028725,ACC-05787,investigating,0.43,2026-06-21
FC-01436,TXN-043385,ACC-00318,investigating,0.86,2026-02-14
FC-01437,TXN-017271,ACC-01612,closed_no_fraud,0.63,2026-03-16
FC-01438,TXN-049651,ACC-07000,investigating,0.47,2026-03-06
FC-01439,TXN-035420,ACC-05764,investigating,0.92,2026-04-06
FC-01440,TXN-017892,ACC-07017,open,0.49,2026-02-04
FC-01441,TXN-020232,ACC-07155,open,0.55,2026-07-13
FC-01442,TXN-011954,ACC-07026,confirmed_fraud,0.42,2026-01-11
FC-01443,TXN-013577,ACC-04057,closed_no_fraud,0.5,2026-08-11
FC-01444,TXN-026184,ACC-01771,closed_no_fraud,0.72,2026-08-01
FC-01445,TXN-047315,ACC-02930,confirmed_fraud,0.64,2026-08-04
FC-01446,TXN-046835,ACC-05836,confirmed_fraud,0.52,2026-04-27
FC-01447,TXN-016954,ACC-05616,closed_no_fraud,0.86,2026-06-13
FC-01448,TXN-012014,ACC-02248,confirmed_fraud,0.68,2026-05-20
FC-01449,TXN-013501,ACC-06007,closed_no_fraud,0.42,2026-07-09
FC-01450,TXN-045130,ACC-04583,closed_no_fraud,0.54,2026-03-26
FC-01451,TXN-032895,ACC-03455,open,0.85,2026-02-14
FC-01452,TXN-001224,ACC-04927,confirmed_fraud,0.86,2026-08-01
FC-01453,TXN-012547,ACC-01451,investigating,0.65,2026-03-28
FC-01454,TXN-007271,ACC-03482,open,0.48,2026-08-20
FC-01455,TXN-024284,ACC-05273,confirmed_fraud,0.67,2026-02-19
FC-01456,TXN-031752,ACC-05438,investigating,0.93,2026-05-28
FC-01457,TXN-013377,ACC-06042,closed_no_fraud,0.91,2026-05-15
FC-01458,TXN-007263,ACC-05862,closed_no_fraud,0.88,2026-02-24
FC-01459,TXN-014643,ACC-01688,open,0.79,2026-01-20
FC-01460,TXN-039448,ACC-04549,confirmed_fraud,0.8,2026-04-27
FC-01461,TXN-036685,ACC-03822,open,0.89,2026-04-17
FC-01462,TXN-002603,ACC-02668,open,0.53,2026-04-22
FC-01463,TXN-047505,ACC-01538,open,0.67,2026-06-09
FC-01464,TXN-006269,ACC-04741,confirmed_fraud,0.62,2026-05-22
FC-01465,TXN-028182,ACC-06219,investigating,0.44,2026-05-09
FC-01466,TXN-010845,ACC-03920,confirmed_fraud,0.88,2026-02-03
FC-01467,TXN-011315,ACC-01984,investigating,0.84,2026-06-27
FC-01468,TXN-037765,ACC-06700,confirmed_fraud,0.71,2026-02-23
FC-01469,TXN-048403,ACC-02352,confirmed_fraud,0.62,2026-08-16
FC-01470,TXN-002768,ACC-01762,open,0.91,2026-07-27
FC-01471,TXN-015911,ACC-02507,investigating,0.78,2026-07-19
FC-01472,TXN-012213,ACC-00353,open,0.46,2026-05-22
FC-01473,TXN-003972,ACC-04796,investigating,0.87,2026-07-10
FC-01474,TXN-034252,ACC-07208,closed_no_fraud,0.42,2026-04-14
FC-01475,TXN-041490,ACC-03173,confirmed_fraud,0.56,2026-07-19
FC-01476,TXN-031108,ACC-01341,investigating,0.41,2026-06-09
FC-01477,TXN-028559,ACC-02844,confirmed_fraud,0.7,2026-02-18
FC-01478,TXN-028015,ACC-00668,investigating,0.58,2026-08-07
FC-01479,TXN-009341,ACC-01880,confirmed_fraud,0.63,2026-07-20
FC-01480,TXN-001388,ACC-07202,confirmed_fraud,0.71,2026-02-15
FC-01481,TXN-014622,ACC-05633,open,0.44,2026-06-18
FC-01482,TXN-034669,ACC-04323,open,0.93,2026-01-28
FC-01483,TXN-046715,ACC-00872,open,0.98,2026-03-05
FC-01484,TXN-007759,ACC-02993,confirmed_fraud,0.51,2026-04-01
FC-01485,TXN-005762,ACC-05553,investigating,0.83,2026-06-25
FC-01486,TXN-012453,ACC-00764,investigating,0.81,2026-07-21
FC-01487,TXN-033597,ACC-00064,confirmed_fraud,0.77,2026-08-18
FC-01488,TXN-009506,ACC-06464,closed_no_fraud,0.45,2026-03-24
FC-01489,TXN-034826,ACC-06939,open,0.51,2026-02-09
FC-01490,TXN-014008,ACC-04859,investigating,0.85,2026-06-13
FC-01491,TXN-022408,ACC-06974,closed_no_fraud,0.44,2026-07-25
FC-01492,TXN-017702,ACC-03996,closed_no_fraud,0.5,2026-07-26
FC-01493,TXN-043685,ACC-04063,open,0.96,2026-08-06
FC-01494,TXN-042787,ACC-06895,open,0.87,2026-07-15
FC-01495,TXN-035510,ACC-00841,open,0.68,2026-08-10
FC-01496,TXN-017153,ACC-04608,open,0.78,2026-05-16
FC-01497,TXN-038751,ACC-01992,confirmed_fraud,0.56,2026-05-02
FC-01498,TXN-016366,ACC-05268,closed_no_fraud,0.73,2026-01-18
FC-01499,TXN-048396,ACC-01926,closed_no_fraud,0.43,2026-05-12
FC-01500,TXN-012826,ACC-00336,confirmed_fraud,0.77,2026-08-06
FC-01501,TXN-029007,ACC-02487,open,0.45,2026-08-02
FC-01502,TXN-045318,ACC-02131,investigating,0.81,2026-07-10
FC-01503,TXN-033672,ACC-05766,investigating,0.4,2026-05-20
FC-01504,TXN-019455,ACC-01497,confirmed_fraud,0.51,2026-03-01
FC-01505,TXN-036151,ACC-07289,open,0.75,2026-07-01
FC-01506,TXN-016538,ACC-05910,closed_no_fraud,0.85,2026-07-27
